feature_name,feature_label,feature_group,feature_family,task_specific,valid_task_types,language,task_type,cell_id,cell_label,paper_task_labels,paper_task_labels_display,datasets,applicable,valid_effect,min5_cell,robust_min10_cell,n_ad,n_hc,mean_ad,mean_hc,cohens_d,cohens_d_abs,direction,welch_p,anova_p,welch_bonferroni_p,anova_bonferroni_p,welch_significant_bonferroni,anova_significant_bonferroni,welch_rank,anova_rank,welch_top_5,anova_top_5,welch_top_10,anova_top_10,welch_top_20,anova_top_20,welch_top_50,anova_top_50,welch_top_100,anova_top_100
syn_adv_ratio,adv ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.08737239188402113,0.09120798125981679,-0.058300944691416896,0.058300944691416896,lower_in_AD,0.7409744799587535,0.7398687966871386,1.0,1.0,False,False,190.0,190.0,False,False,False,False,False,False,False,False,False,False
syn_adp_ratio,adp ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.047335021197753034,0.045674120588317234,0.045694726180416305,0.045694726180416305,higher_in_AD,0.7995848661276399,0.7946669502597482,1.0,1.0,False,False,192.0,192.0,False,False,False,False,False,False,False,False,False,False
syn_aux_ratio,aux ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.09078507505708122,0.07748150403429942,0.23742139941630067,0.23742139941630067,higher_in_AD,0.1726381450953573,0.17775058572621366,1.0,1.0,False,False,111.0,113.0,False,False,False,False,False,False,False,False,False,False
syn_pronoun_ratio,pronoun ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.13384978953400015,0.10123702408179461,0.508356390387419,0.508356390387419,higher_in_AD,0.0036886488725868566,0.004361027163042214,0.874209782803085,1.0,False,False,25.0,23.0,False,False,False,False,False,False,True,True,True,True
syn_determiner_ratio,determiner ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.15665633691156086,0.1749420129944157,-0.2528390106276005,0.2528390106276005,lower_in_AD,0.13969785862200854,0.1514109802363581,1.0,1.0,False,False,98.0,104.0,False,False,False,False,False,False,False,False,True,False
syn_cconj_ratio,cconj ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.04530989610229193,0.0447886164144206,0.013342460385100658,0.013342460385100658,higher_in_AD,0.9393804275815176,0.9394181051850797,1.0,1.0,False,False,214.0,214.0,False,False,False,False,False,False,False,False,False,False
syn_sconj_ratio,sconj ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.007241194073435612,0.014662452668669218,-0.2957795009544236,0.2957795009544236,lower_in_AD,0.12882139103476814,0.09378009147578914,1.0,1.0,False,False,96.0,84.0,False,False,False,False,False,False,False,False,True,True
syn_interjection_ratio,interjection ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.0,0.0,0.0,0.0,none,1.0,1.0,1.0,1.0,False,False,225.0,225.0,False,False,False,False,False,False,False,False,False,False
syn_propn_ratio,propn ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.005526686495059074,0.005221822616081107,0.01753925531233338,0.01753925531233338,higher_in_AD,0.9167462688618628,0.9204187912128922,1.0,1.0,False,False,213.0,213.0,False,False,False,False,False,False,False,False,False,False
syn_part_ratio,part ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.024977519448286585,0.020739558837667583,0.14384801529901622,0.14384801529901622,higher_in_AD,0.39335971973943373,0.4131602174744929,1.0,1.0,False,False,145.0,149.0,False,False,False,False,False,False,False,False,False,False
