feature_name,feature_label,feature_group,feature_family,task_specific,valid_task_types,language,task_type,cell_id,cell_label,paper_task_labels,paper_task_labels_display,datasets,applicable,valid_effect,min5_cell,robust_min10_cell,n_ad,n_hc,mean_ad,mean_hc,cohens_d,cohens_d_abs,direction,welch_p,anova_p,welch_bonferroni_p,anova_bonferroni_p,welch_significant_bonferroni,anova_significant_bonferroni,welch_rank,anova_rank,welch_top_5,anova_top_5,welch_top_10,anova_top_10,welch_top_20,anova_top_20,welch_top_50,anova_top_50,welch_top_100,anova_top_100
pd_global_prompt_coherence,global prompt coherence,pd,task:PD,True,PD_CTP,en,PD_CTP,en|PD_CTP,"EN PD+FT
PD_CTP",PD|FT,PD|FT,Kempler|Lu|Pitt|TAUKADIAL|WLS,True,True,True,True,450,1261,0.08331049152042716,0.08759809524930375,-0.14758673207832712,0.14758673207832712,lower_in_AD,0.016518849653312996,0.007263695516876205,0.2973392937596339,0.13074651930377168,False,False,12.0,10.0,False,False,False,True,True,True,True,True,True,True
pd_detected_prompt_score,detected prompt score,pd,task:PD,True,PD_CTP,en,PD_CTP,en|PD_CTP,"EN PD+FT
PD_CTP",PD|FT,PD|FT,Kempler|Lu|Pitt|TAUKADIAL|WLS,True,True,True,True,450,1261,1.0,1.2232619614062912,-0.17940378269362717,0.17940378269362717,lower_in_AD,5.4167093240846484e-08,0.0011078591335912664,9.750076783352367e-07,0.019941464404642794,True,True,7.0,7.0,False,False,True,True,True,True,True,True,True,True
pd_unique_units_count,PD unique units count,pd,task:PD,True,PD_CTP,zh,PD_CTP,zh|PD_CTP,"ZH PD
PD_CTP",PD,PD,Predictive_Chinese_challenge_Chinese_2019|TAUKADIAL,True,True,True,True,38,70,3.4473684210526314,4.328571428571428,-0.46736027181482204,0.46736027181482204,lower_in_AD,0.025014686995786697,0.02228900472471271,0.5002937399157339,0.4457800944942542,False,False,10.0,12.0,False,False,True,False,True,True,True,True,True,True
pd_unique_units_ratio,PD unique units ratio,pd,task:PD,True,PD_CTP,zh,PD_CTP,zh|PD_CTP,"ZH PD
PD_CTP",PD,PD,Predictive_Chinese_challenge_Chinese_2019|TAUKADIAL,True,True,True,True,38,70,0.19152046783625729,0.24047619047619045,-0.46736027181482165,0.46736027181482165,lower_in_AD,0.02501468699578686,0.02228900472471265,0.5002937399157372,0.445780094494253,False,False,11.0,10.0,False,False,False,True,True,True,True,True,True,True
pd_total_unit_mentions,total unit mentions,pd,task:PD,True,PD_CTP,zh,PD_CTP,zh|PD_CTP,"ZH PD
PD_CTP",PD,PD,Predictive_Chinese_challenge_Chinese_2019|TAUKADIAL,True,True,True,True,38,70,7.157894736842105,8.264285714285714,-0.2271659427799374,0.2271659427799374,lower_in_AD,0.266318742938083,0.2621253588999153,1.0,1.0,False,False,15.0,15.0,False,False,False,False,True,True,True,True,True,True
pd_content_density,content density,pd,task:PD,True,PD_CTP,zh,PD_CTP,zh|PD_CTP,"ZH PD
PD_CTP",PD,PD,Predictive_Chinese_challenge_Chinese_2019|TAUKADIAL,True,True,True,True,38,70,0.022663758059567402,0.031537215487327575,-0.7010544330277773,0.7010544330277773,lower_in_AD,0.0019640150690267534,0.0007309826744128559,0.039280301380535065,0.014619653488257119,True,True,7.0,6.0,False,False,True,True,True,True,True,True,True,True
pd_object_units_ratio,object units ratio,pd,task:PD,True,PD_CTP,zh,PD_CTP,zh|PD_CTP,"ZH PD
PD_CTP",PD,PD,Predictive_Chinese_challenge_Chinese_2019|TAUKADIAL,True,True,True,True,36,70,0.3166980849578889,0.4850309016380445,-0.8592657448876083,0.8592657448876083,lower_in_AD,0.0006632426957645648,5.873678804639418e-05,0.013264853915291294,0.0011747357609278835,True,True,5.0,3.0,True,True,True,True,True,True,True,True,True,True
pd_action_units_ratio,action units ratio,pd,task:PD,True,PD_CTP,zh,PD_CTP,zh|PD_CTP,"ZH PD
PD_CTP",PD,PD,Predictive_Chinese_challenge_Chinese_2019|TAUKADIAL,True,True,True,True,36,70,0.6833019150421112,0.5149690983619555,0.8592657448876083,0.8592657448876083,higher_in_AD,0.000663242695764563,5.8736788046394505e-05,0.01326485391529126,0.00117473576092789,True,True,4.0,4.0,True,True,True,True,True,True,True,True,True,True
pd_keyword_to_nonkeyword_ratio,keyword to nonkeyword ratio,pd,task:PD,True,PD_CTP,zh,PD_CTP,zh|PD_CTP,"ZH PD
PD_CTP",PD,PD,Predictive_Chinese_challenge_Chinese_2019|TAUKADIAL,True,True,True,True,38,70,0.023414006067322125,0.03271154565185561,-0.6916324718130026,0.6916324718130026,lower_in_AD,0.0020731265163123256,0.0008541782989179255,0.04146253032624651,0.01708356597835851,True,True,9.0,8.0,False,False,True,True,True,True,True,True,True,True
pd_repeated_content_unit_ratio,repeated content unit ratio,pd,task:PD,True,PD_CTP,zh,PD_CTP,zh|PD_CTP,"ZH PD
PD_CTP",PD,PD,Predictive_Chinese_challenge_Chinese_2019|TAUKADIAL,True,True,True,True,36,70,0.40057967631497043,0.403356224774292,-0.013378947474780717,0.013378947474780717,lower_in_AD,0.9528576722932999,0.9481134848387339,1.0,1.0,False,False,19.0,19.0,False,False,False,False,True,True,True,True,True,True
