feature_group,importance_mean,importance_std
syn,0.040487804878048816,0.029042561285487777
lex,0.030731707317073198,0.016638776770343536
disc,0.02682926829268295,0.020878205206157248
len,0.018536585365853675,0.015420542919113099
graph,0.004878048780487809,0.002389746090520176
ac,0.0009756097560975618,0.0019512195121951237
pause,0.0,0.0019512195121951237
