run_name,subset_name,top_k,num_selected_features,model_family,model_variant,accuracy,balanced_accuracy,macro_f1,sensitivity,specificity,precision,auroc,auprc
pd_ctp_pooled_phase2,phase1_universal,100,100,rf,n200,0.8294736842105264,0.7220197813638729,0.7515642252484358,0.47058823529411764,0.9734513274336283,0.8767123287671232,0.8509023078257851,0.774783815494933
pd_ctp_pooled_phase2,phase1_universal,50,50,rf,n200,0.8273684210526315,0.7161417664410897,0.7458633469046874,0.45588235294117646,0.976401179941003,0.8857142857142857,0.8335176991150441,0.7585684704291192
pd_ctp_pooled_phase2,all_phase2,100,100,rf,n200,0.8252631578947368,0.7212714731910463,0.7488549569693148,0.47794117647058826,0.9646017699115044,0.8441558441558441,0.8589384868991844,0.7801640796487369
pd_ctp_pooled_phase2,rich_universal,100,100,rf,n200,0.8210526315789474,0.7183216206836717,0.7445024521436481,0.47794117647058826,0.9587020648967551,0.8227848101265823,0.8529845566545202,0.7729478620922056
pd_ctp_pooled_phase2,all_phase2,100,100,svm,rbf_c1,0.8189473684210526,0.7652806697900398,0.7722965440356744,0.6397058823529411,0.8908554572271387,0.7016129032258065,0.8473668228353288,0.7368426324433265
pd_ctp_pooled_phase2,all_phase2,50,50,rf,n200,0.8189473684210526,0.7212497830990803,0.7456413449564134,0.49264705882352944,0.9498525073746312,0.7976190476190477,0.8350034704147146,0.7627718038205207
pd_ctp_pooled_phase2,rich_universal,100,100,svm,rbf_c1,0.8126315789473684,0.75865434669443,0.764915558669625,0.6323529411764706,0.8849557522123894,0.688,0.848993579732778,0.7597986580332817
pd_ctp_pooled_phase2,rich_universal,50,50,rf,n200,0.8126315789473684,0.7124219156689224,0.7359281399721405,0.47794117647058826,0.9469026548672567,0.7831325301204819,0.8287241887905603,0.7487854678399397
pd_ctp_pooled_phase2,rich_universal,50,50,svm,rbf_c1,0.8105263157894737,0.7505747874370987,0.7593772514409222,0.6102941176470589,0.8908554572271387,0.6916666666666667,0.8428986638903349,0.7503862881957174
pd_ctp_pooled_phase2,semantic_plus_pause,50,49,rf,n200,0.8063157894736842,0.7035940482387646,0.7261492956334286,0.4632352941176471,0.943952802359882,0.7682926829268293,0.8033250910983862,0.6476546774623387
pd_ctp_pooled_phase2,semantic_plus_pause,100,49,rf,n200,0.8063157894736842,0.7035940482387646,0.7261492956334286,0.4632352941176471,0.943952802359882,0.7682926829268293,0.8033250910983862,0.6476546774623387
pd_ctp_pooled_phase2,rich_universal,50,50,svm,linear_c1,0.8042105263157895,0.7439484643414889,0.751966580760355,0.6029411764705882,0.8849557522123894,0.6776859504132231,0.8325633350685406,0.7262449514691833
pd_ctp_pooled_phase2,all_phase2,50,50,svm,rbf_c1,0.8,0.7498047891723061,0.7525512582185885,0.6323529411764706,0.8672566371681416,0.6564885496183206,0.8353505118861704,0.7302682618021906
pd_ctp_pooled_phase2,phase1_universal,100,100,svm,rbf_c1,0.8,0.7233862571577303,0.7373414590136262,0.5441176470588235,0.9026548672566371,0.6915887850467289,0.8280626409855978,0.743723340224349
pd_ctp_pooled_phase2,phase1_universal,100,100,svm,linear_c1,0.7978947368421052,0.7505314072531668,0.7516339869281046,0.6397058823529411,0.8613569321533924,0.6492537313432836,0.8127711261495748,0.7274706406220033
pd_ctp_pooled_phase2,all_phase2,50,50,svm,linear_c1,0.7936842105263158,0.754186187749436,0.7508243405275778,0.6617647058823529,0.8466076696165191,0.6338028169014085,0.8358060038174562,0.7287431098148033
pd_ctp_pooled_phase2,phase1_universal,50,50,svm,rbf_c1,0.7936842105263158,0.7343722887385042,0.7405239687848384,0.5955882352941176,0.8731563421828908,0.6532258064516129,0.829884608710741,0.7370057315918183
pd_ctp_pooled_phase2,rich_universal,100,100,svm,linear_c1,0.7894736842105263,0.7380270692347736,0.7401190528296933,0.6176470588235294,0.8584070796460177,0.6363636363636364,0.836272340794725,0.7513135593688471
pd_ctp_pooled_phase2,all_phase2,100,100,svm,linear_c1,0.7873684210526316,0.7343505986465383,0.736922916632394,0.6102941176470589,0.8584070796460177,0.6335877862595419,0.8393848689918445,0.7374465782619325
pd_ctp_pooled_phase2,rich_universal,100,100,lr,c1,0.7789473684210526,0.7526678813118168,0.7409104368288996,0.6911764705882353,0.8141592920353983,0.5987261146496815,0.836022904737116,0.7548827963668298
pd_ctp_pooled_phase2,all_phase2,100,100,lr,c1,0.7705263157894737,0.7401635432934235,0.7300137144168244,0.6691176470588235,0.8112094395280236,0.5870967741935483,0.8374110706229394,0.7473687948051959
pd_ctp_pooled_phase2,phase1_universal,50,50,svm,linear_c1,0.7705263157894737,0.7093419226097519,0.7134452432740577,0.5661764705882353,0.8525073746312685,0.6062992125984252,0.7928813118167621,0.6960990490052993
pd_ctp_pooled_phase2,phase1_universal,100,100,lr,c1,0.7642105263157895,0.7335372201978136,0.7231127951034684,0.6617647058823529,0.8053097345132744,0.5769230769230769,0.8184105500607324,0.7476931936645488
pd_ctp_pooled_phase2,all_phase2,50,50,lr,c1,0.7621052631578947,0.7386669269477703,0.7242472347661688,0.6838235294117647,0.7935103244837758,0.5705521472392638,0.8415538781884435,0.7437386058480708
pd_ctp_pooled_phase2,rich_universal,50,50,lr,c1,0.7578947368421053,0.7379186187749436,0.7213593074918001,0.6911764705882353,0.7846607669616519,0.562874251497006,0.8336803748047892,0.7344963597270258
pd_ctp_pooled_phase2,rich_universal,100,100,dt,depth20,0.7578947368421053,0.7115000867603678,0.7082138145067811,0.6029411764705882,0.8200589970501475,0.5734265734265734,0.7132786743015791,0.4643308521616933
pd_ctp_pooled_phase2,phase1_universal,50,50,lr,c1,0.7557894736842106,0.7144282491757765,0.7086875608002369,0.6176470588235294,0.8112094395280236,0.5675675675675675,0.8078040950893632,0.7209699020730767
pd_ctp_pooled_phase2,all_phase2,50,50,dt,depth20,0.7536842105263157,0.7107517785875412,0.7055800721547354,0.6102941176470589,0.8112094395280236,0.564625850340136,0.7107517785875412,0.45616678250247467
pd_ctp_pooled_phase2,task_specific_semantic,50,28,rf,n200,0.7473684210526316,0.6138621377754642,0.6227563932863875,0.3014705882352941,0.9262536873156342,0.6212121212121212,0.7526895714037828,0.553303261360266
pd_ctp_pooled_phase2,task_specific_semantic,100,28,rf,n200,0.7473684210526316,0.6138621377754642,0.6227563932863875,0.3014705882352941,0.9262536873156342,0.6212121212121212,0.7526895714037828,0.553303261360266
pd_ctp_pooled_phase2,phase1_universal,50,50,dt,depth20,0.7473684210526316,0.7107300884955752,0.7021943573667712,0.625,0.7964601769911505,0.551948051948052,0.7144174041297935,0.4615350877192982
pd_ctp_pooled_phase2,rich_universal,50,50,dt,depth20,0.7389473684210527,0.696024206142634,0.6898432892408797,0.5955882352941176,0.7964601769911505,0.54,0.7049822141245878,0.4726590233951115
pd_ctp_pooled_phase2,phase1_universal,100,100,dt,depth20,0.7368421052631579,0.6945492798889468,0.6879614885353766,0.5955882352941176,0.7935103244837758,0.5364238410596026,0.7001344785701893,0.45624243002803083
pd_ctp_pooled_phase2,semantic_plus_pause,50,49,dt,depth20,0.7347368421052631,0.6820666319625195,0.6796312949640289,0.5588235294117647,0.8053097345132744,0.5352112676056338,0.6903522470935277,0.46511262593841
pd_ctp_pooled_phase2,semantic_plus_pause,100,49,dt,depth20,0.7347368421052631,0.6820666319625195,0.6796312949640289,0.5588235294117647,0.8053097345132744,0.5352112676056338,0.6903522470935277,0.46511262593841
pd_ctp_pooled_phase2,all_phase2,100,100,dt,depth20,0.7136842105263158,0.6717204580947422,0.6637798226256402,0.5735294117647058,0.7699115044247787,0.5,0.6717204580947422,0.40886996904024764
pd_ctp_pooled_phase2,semantic_plus_pause,50,49,svm,rbf_c1,0.6905263157894737,0.6973256116605935,0.6637678228334514,0.7132352941176471,0.6814159292035398,0.47317073170731705,0.752017178552837,0.5375312767445906
pd_ctp_pooled_phase2,semantic_plus_pause,100,49,svm,rbf_c1,0.6905263157894737,0.6973256116605935,0.6637678228334514,0.7132352941176471,0.6814159292035398,0.47317073170731705,0.752017178552837,0.5375312767445906
pd_ctp_pooled_phase2,semantic_plus_pause,50,49,lr,c1,0.6778947368421052,0.6708636994620858,0.6452957455012226,0.6544117647058824,0.6873156342182891,0.4564102564102564,0.7164020475446817,0.4640849448943457
pd_ctp_pooled_phase2,semantic_plus_pause,100,49,lr,c1,0.6778947368421052,0.6708636994620858,0.6452957455012226,0.6544117647058824,0.6873156342182891,0.4564102564102564,0.7164020475446817,0.4640849448943457
pd_ctp_pooled_phase2,task_specific_semantic,50,28,dt,depth20,0.6757894736842105,0.6033424431719591,0.6033424431719591,0.4338235294117647,0.7728613569321534,0.4338235294117647,0.6167360749609578,0.369248946227616
pd_ctp_pooled_phase2,task_specific_semantic,100,28,dt,depth20,0.6757894736842105,0.6033424431719591,0.6033424431719591,0.4338235294117647,0.7728613569321534,0.4338235294117647,0.6167360749609578,0.369248946227616
pd_ctp_pooled_phase2,semantic_plus_pause,50,49,svm,linear_c1,0.6694736842105263,0.6627624501127884,0.6370357391427084,0.6470588235294118,0.6784660766961652,0.4467005076142132,0.7215209092486553,0.4760596086212695
pd_ctp_pooled_phase2,semantic_plus_pause,100,49,svm,linear_c1,0.6694736842105263,0.6627624501127884,0.6370357391427084,0.6470588235294118,0.6784660766961652,0.4467005076142132,0.7215209092486553,0.4760596086212695
pd_ctp_pooled_phase2,task_specific_semantic,50,28,svm,rbf_c1,0.6673684210526316,0.676698334200937,0.6417592698667278,0.6985294117647058,0.6548672566371682,0.4481132075471698,0.7255769564462953,0.5243085519121164
pd_ctp_pooled_phase2,task_specific_semantic,100,28,svm,rbf_c1,0.6673684210526316,0.676698334200937,0.6417592698667278,0.6985294117647058,0.6548672566371682,0.4481132075471698,0.7255769564462953,0.5243085519121164
pd_ctp_pooled_phase2,task_specific_semantic,50,28,svm,linear_c1,0.6673684210526316,0.6590859795245532,0.6342164775607284,0.6397058823529411,0.6784660766961652,0.44387755102040816,0.7052750303661287,0.46318619456837207
pd_ctp_pooled_phase2,task_specific_semantic,100,28,svm,linear_c1,0.6673684210526316,0.6590859795245532,0.6342164775607284,0.6397058823529411,0.6784660766961652,0.44387755102040816,0.7052750303661287,0.46318619456837207
