feature_group,importance_mean,importance_std
pause,0.20138888888888876,0.13849782254685397
syn,0.1944444444444443,0.1609491896387942
pd,0.15833333333333327,0.11651567830931081
disc,0.12499999999999986,0.07845990801913194
sx,0.09583333333333324,0.05449104825735471
len,0.09444444444444437,0.05788182844578534
lex,0.08749999999999991,0.049709381259362015
graph,0.03749999999999996,0.04337993714624361
ac,0.0,0.0
par,0.0,0.0
