feature_group,f_score
lex,37.96048925818649
disc,33.02145752580227
sx,27.959505549215518
len,21.034485687957886
pause,17.420465597647677
syn,16.427283593113252
graph,7.269746712081918
pd,3.072624434583621
ac,0.600420328345122
par,0.3816362832767356
