feature_group,importance_mean,importance_std
syn,1.0602941176470588,0.8200349882754494
disc,0.5014705882352941,0.2551226880628801
len,0.3808823529411765,0.2055648939847903
lex,0.2867647058823529,0.1529839811814751
pause,0.13823529411764707,0.11047728776967214
graph,0.11323529411764705,0.085946784004648
