feature_group,f_score
syn,88.27379935539389
pd,32.45555219262981
lex,23.90374256179926
pr,16.988966651061435
sx,13.988196325603468
len,13.564001146219358
graph,12.58677450863102
disc,4.632892579350199
pause,4.000194032336045
par,0.42297247253341186
ac,0.41491959807996426
