feature_name,f_score,p_value,rank_metric
par_mfcc_13_kurtosis,14.130027049790264,0.0002820156356295495,14.130027049790264
ac_egemaps_spectralfluxv_sma3nz_stddevnorm,13.471697710811018,0.00038415238664677955,13.471697710811018
par_mfcc_12_skew,11.965838080160244,0.0007867358732955537,11.965838080160244
ac_egemaps_loudness_sma3_stddevnorm,10.689373058235569,0.001461454023156402,10.689373058235569
ac_egemaps_loudness_sma3_stddevfallingslope,10.441407249354803,0.0016504940359168404,10.441407249354803
ac_egemaps_loudness_sma3_meanrisingslope,10.424570642483815,0.0016642100457561317,10.424570642483815
ac_egemaps_mfcc4_sma3_stddevnorm,10.083075855814498,0.001969285463239367,10.083075855814498
ac_egemaps_loudness_sma3_stddevrisingslope,9.704160379204634,0.002376165690535786,9.704160379204634
lex_mattr_20,9.567699026620947,0.0025431588965396704,9.567699026620947
lex_honore,9.432927071276893,0.0027200034813940786,9.432927071276893
par_mfcc_5_std,9.05081822935383,0.0032938397956599886,9.05081822935383
ac_mfcc_5_std,9.050818229353828,0.003293839795660007,9.050818229353828
ac_egemaps_spectralflux_sma3_stddevnorm,8.813730656175052,0.0037115563936963806,8.813730656175052
par_mfcc_1_std,8.78355400035863,0.0037685244055753217,8.78355400035863
ac_mfcc_1_std,8.78355400035863,0.0037685244055753217,8.78355400035863
graph_self_loop_ratio,8.703122330173915,0.003924827083570057,8.703122330173915
sx_pairwise_similarity_std,8.611834558796373,0.004110383050594551,8.611834558796373
ac_egemaps_loudness_sma3_meanfallingslope,8.28842407026221,0.00484419664254457,8.28842407026221
par_mfcc_8_kurtosis,8.01592283699745,0.005567526784095177,8.01592283699745
syn_pronoun_ratio,7.950363339184694,0.0057577106649063,7.950363339184694
par_rms_std,7.852339164396269,0.00605473735363696,7.852339164396269
ac_rms_std,7.8523386545640985,0.006054738939179748,7.8523386545640985
lex_mattr_10,7.552469314004093,0.007066176612106438,7.552469314004093
lex_hapax_ratio,7.46529573735186,0.007392019542140452,7.46529573735186
ac_egemaps_loudness_sma3_percentile20_0,7.131690173643759,0.008790514012211094,7.131690173643759
sx_adjacent_similarity_max,7.003937741305802,0.00939662575707994,7.003937741305802
ac_egemaps_loudness_sma3_pctlrange0_2,6.773418264770413,0.010602990673437528,6.773418264770413
par_mfcc_9_skew,6.616809579216904,0.011513847595220818,6.616809579216904
ac_egemaps_hammarbergindexuv_sma3nz_amean,6.611611727500505,0.011545443289992198,6.611611727500505
syn_max_dependency_length,6.358694571568693,0.013197596970180515,6.358694571568693
disc_immediate_repetition_count,6.314096239168224,0.013513671143638535,6.314096239168224
syn_std_dependency_length,6.289915337779342,0.013688343397636244,6.289915337779342
par_mfcc_10_std,6.0971212801973875,0.015168368918429952,6.0971212801973875
par_mfcc_3_std,6.0359219567381315,0.01567246739928943,6.0359219567381315
ac_mfcc_3_std,6.0359219567381315,0.01567246739928943,6.0359219567381315
par_mfcc_10_kurtosis,5.8652833346101385,0.017172892733367,5.8652833346101385
ac_egemaps_alpharatiouv_sma3nz_amean,5.832394059818411,0.01747900469702086,5.832394059818411
ac_egemaps_jitterlocal_sma3nz_amean,5.828178748101809,0.017518649857618494,5.828178748101809
lex_std_token_length,5.7501698670600225,0.018269606099316393,5.7501698670600225
par_mfcc_12_std,5.402660154475656,0.02204976679479551,5.402660154475656
