feature_group,importance_mean,importance_std
ac,0.6000000000000008,0.3306651775018049
par,0.593333333333334,0.4472139803022046
disc,0.058333333333333445,0.07790391023624627
sx,0.0583333333333334,0.0741581623797197
lex,0.05000000000000009,0.037079081189859885
syn,0.05000000000000009,0.037079081189859885
len,0.033333333333333395,0.016666666666666698
graph,0.025000000000000046,0.037079081189859885
pause,0.008333333333333349,0.016666666666666698
