feature_group,f_score
syn,57.72163326261801
pd,33.11979255917169
lex,14.261022630541314
sx,12.23955932170126
len,11.094911818854326
graph,7.791923329630437
disc,4.632561901304491
pause,4.565418670274343
par,0.9060260231421041
ac,0.8847297196354231
