feature_group,importance_mean,importance_std
syn,0.07765042169015768,0.08857857892861808
sx,0.03592007697968012,0.05080056110908407
lex,0.026410822437312853,0.01711549316189272
graph,0.014914812928058253,0.013665559017440859
disc,0.012050716024226115,0.011633930967546823
len,0.006551763174280101,0.020429076407465226
pause,0.004828210788475662,0.007682483588371426
ac,0.0,0.0
par,0.0,0.0
