feature_group,importance_mean,importance_std
disc,0.012631578947368882,0.014979778653851007
syn,0.009263157894738283,0.05276563497783857
pause,3.7730235602495554e-16,0.010020193251003383
ac,-0.0012631578947367883,0.005894736842105308
graph,-0.0029473684210524543,0.007966769898934242
lex,-0.004210526315789087,0.022621539098810473
len,-0.013473684210526062,0.016274553768930045
