feature_group,f_score
syn,176.2582364783703
len,89.51426704567932
sx,70.1165207805117
pd,53.45339300070992
disc,49.357808389145106
lex,26.588630341607807
graph,16.88438531856577
pause,5.421607788973277
par,0.32511920617725876
ac,0.2434204411663759
