feature_group,importance_mean,importance_std
syn,0.48669836418180734,0.1803461507052943
lex,0.2388690779419254,0.0809023753378804
len,0.10433576724967446,0.044800144167574114
graph,0.09752080149431142,0.0504696005197975
disc,0.05818475123110887,0.03531258890704753
pause,0.007678157015905462,0.02189157370652929
ac,-0.008470594894436223,0.016148512479544175
