run_name,subset_name,top_k,num_selected_features,model_family,model_variant,balanced_accuracy,macro_f1,sensitivity,specificity,precision,auroc,auprc,accuracy
language_en_cookie_theft_clean_phase2,semantic_plus_pause,100,41,lr,c1,0.7124903075730162,0.6833043981481481,0.6886792452830188,0.7363013698630136,0.4866666666666667,0.7769772551046782,0.5962890882827396,0.7236180904522613
language_en_cookie_theft_clean_phase2,task_specific_semantic,50,20,svm,linear_c1,0.6923300594468855,0.6698016930610926,0.6415094339622641,0.7431506849315068,0.4755244755244755,0.7663478935125356,0.5539044941151785,0.7160804020100503
language_en_cookie_theft_clean_phase2,task_specific_semantic,100,20,svm,linear_c1,0.6923300594468855,0.6698016930610926,0.6415094339622641,0.7431506849315068,0.4755244755244755,0.7663478935125356,0.5539044941151785,0.7160804020100503
language_en_cookie_theft_clean_phase2,semantic_plus_pause,50,41,dt,depth20,0.6292323597828897,0.6311278429828662,0.4433962264150943,0.815068493150685,0.4653465346534653,0.6292323597828897,0.3545741034708382,0.7160804020100503
language_en_cookie_theft_clean_phase2,semantic_plus_pause,100,41,dt,depth20,0.6292323597828897,0.6311278429828662,0.4433962264150943,0.815068493150685,0.4653465346534653,0.6292323597828897,0.3545741034708382,0.7160804020100503
language_en_cookie_theft_clean_phase2,phase1_universal,50,50,dt,depth20,0.6515572499353839,0.6458853646353646,0.5188679245283019,0.7842465753424658,0.4661016949152542,0.6530757301628328,0.3735422179769054,0.7135678391959799
language_en_cookie_theft_clean_phase2,task_specific_semantic,50,20,lr,c1,0.7009240113724476,0.6709159278991681,0.6792452830188679,0.7226027397260274,0.4705882352941176,0.7755880072370122,0.5700334585474419,0.7110552763819096
language_en_cookie_theft_clean_phase2,task_specific_semantic,100,20,lr,c1,0.7009240113724476,0.6709159278991681,0.6792452830188679,0.7226027397260274,0.4705882352941176,0.7755880072370122,0.5700334585474419,0.7110552763819096
language_en_cookie_theft_clean_phase2,task_specific_semantic,50,20,dt,depth20,0.5816748513827863,0.5806513409961686,0.3962264150943396,0.7671232876712328,0.3818181818181818,0.5816748513827863,0.3120904695001594,0.6683417085427136
language_en_cookie_theft_clean_phase2,task_specific_semantic,100,20,dt,depth20,0.5816748513827863,0.5806513409961686,0.3962264150943396,0.7671232876712328,0.3818181818181818,0.5816748513827863,0.3120904695001594,0.6683417085427136
