run_name,subset_name,top_k,num_selected_features,model_family,model_variant,balanced_accuracy,macro_f1,sensitivity,specificity,precision,auroc,auprc,accuracy
language_el_lion_scene_clean_phase2,rich_universal,50,50,lr,c1,0.9090909090909092,0.9083333333333332,1.0,0.8181818181818182,0.8461538461538461,0.884297520661157,0.8469020878111787,0.9090909090909091
language_el_lion_scene_clean_phase2,rich_universal,100,100,lr,c1,0.8181818181818181,0.8166666666666667,0.9090909090909092,0.7272727272727273,0.7692307692307693,0.9008264462809916,0.8678899383444838,0.8181818181818182
language_el_lion_scene_clean_phase2,all_phase2,100,100,lr,c1,0.8181818181818181,0.8166666666666667,0.9090909090909092,0.7272727272727273,0.7692307692307693,0.9008264462809916,0.8423488128033582,0.8181818181818182
language_el_lion_scene_clean_phase2,all_phase2,100,100,rf,n200,0.8181818181818181,0.8166666666666667,0.7272727272727273,0.9090909090909092,0.8888888888888888,0.8677685950413224,0.877049717958809,0.8181818181818182
language_el_lion_scene_clean_phase2,rich_universal,100,100,rf,n200,0.7727272727272727,0.7722567287784678,0.7272727272727273,0.8181818181818182,0.8,0.8925619834710743,0.8990013774104684,0.7727272727272727
language_el_lion_scene_clean_phase2,rich_universal,100,100,svm,rbf_c1,0.7727272727272727,0.7722567287784678,0.8181818181818182,0.7272727272727273,0.75,0.8512396694214877,0.8348992213965476,0.7727272727272727
language_el_lion_scene_clean_phase2,all_phase2,50,50,rf,n200,0.7727272727272727,0.7722567287784678,0.7272727272727273,0.8181818181818182,0.8,0.8512396694214875,0.8756313131313131,0.7727272727272727
language_el_lion_scene_clean_phase2,rich_universal,50,50,rf,n200,0.7727272727272727,0.7722567287784678,0.7272727272727273,0.8181818181818182,0.8,0.8471074380165289,0.8798913504795858,0.7727272727272727
language_el_lion_scene_clean_phase2,phase1_universal,100,100,svm,rbf_c1,0.7727272727272727,0.7722567287784678,0.8181818181818182,0.7272727272727273,0.75,0.8264462809917356,0.7903170359052712,0.7727272727272727
language_el_lion_scene_clean_phase2,rich_universal,50,50,svm,linear_c1,0.7727272727272727,0.7722567287784678,0.8181818181818182,0.7272727272727273,0.75,0.8181818181818181,0.7877691752691752,0.7727272727272727
language_el_lion_scene_clean_phase2,all_phase2,100,100,svm,rbf_c1,0.7727272727272727,0.7722567287784678,0.7272727272727273,0.8181818181818182,0.8,0.8181818181818181,0.7908008658008657,0.7727272727272727
language_el_lion_scene_clean_phase2,rich_universal,100,100,svm,linear_c1,0.7272727272727273,0.717948717948718,0.9090909090909092,0.5454545454545454,0.6666666666666666,0.9090909090909092,0.9278846153846154,0.7272727272727273
language_el_lion_scene_clean_phase2,all_phase2,100,100,svm,linear_c1,0.7272727272727273,0.725,0.8181818181818182,0.6363636363636364,0.6923076923076923,0.8677685950413223,0.8427423586514495,0.7272727272727273
language_el_lion_scene_clean_phase2,all_phase2,50,50,lr,c1,0.7272727272727273,0.725,0.8181818181818182,0.6363636363636364,0.6923076923076923,0.8347107438016529,0.7527056277056277,0.7272727272727273
language_el_lion_scene_clean_phase2,phase1_universal,100,100,rf,n200,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8264462809917356,0.7671424535060899,0.7272727272727273
language_el_lion_scene_clean_phase2,rich_universal,50,50,svm,rbf_c1,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7851239669421488,0.7867145480781845,0.7272727272727273
language_el_lion_scene_clean_phase2,phase1_universal,100,100,svm,linear_c1,0.7272727272727273,0.717948717948718,0.9090909090909092,0.5454545454545454,0.6666666666666666,0.768595041322314,0.7087730451366814,0.7272727272727273
language_el_lion_scene_clean_phase2,phase1_universal,50,50,lr,c1,0.7272727272727273,0.717948717948718,0.9090909090909092,0.5454545454545454,0.6666666666666666,0.7603305785123967,0.6985791985791985,0.7272727272727273
language_el_lion_scene_clean_phase2,phase1_universal,50,50,rf,n200,0.6818181818181819,0.681159420289855,0.6363636363636364,0.7272727272727273,0.7,0.8429752066115702,0.8450104188740553,0.6818181818181818
language_el_lion_scene_clean_phase2,all_phase2,50,50,svm,rbf_c1,0.6818181818181819,0.681159420289855,0.6363636363636364,0.7272727272727273,0.7,0.7851239669421488,0.804197065560702,0.6818181818181818
language_el_lion_scene_clean_phase2,phase1_universal,100,100,lr,c1,0.6818181818181818,0.6644880174291938,0.9090909090909092,0.4545454545454545,0.625,0.7851239669421488,0.7143286006922369,0.6818181818181818
