feature_group,importance_mean,importance_std
ac,0.9272727272727282,0.47393535906127227
par,0.8181818181818189,0.4316575636089971
syn,0.27272727272727304,0.19617292053146934
lex,0.1636363636363638,0.0645365410326617
sx,0.08181818181818193,0.03401506715249039
graph,0.009090909090909104,0.01818181818181821
