feature_group,importance_mean,importance_std
syn,0.42707417937451403,0.22346416067299366
graph,0.04207805634530881,0.018417937814542495
len,0.03849185836133342,0.03240980578063791
lex,0.029141897131041497,0.01463428345230151
disc,0.02565908503489247,0.03649938552551427
pause,0.004025588007236913,0.009365602071789287
