feature_group,f_score
ac,2.9257615154063994
lex,2.69006949412706
graph,2.572870674533472
len,2.3862346192998656
par,2.2101872009431403
syn,2.0711129052211112
pause,1.9778111453996496
disc,1.8348215901711677
sx,1.5517072074995293
