language_code,language,global_feature_subset,global_feature_top_k,global_feature_model,global_feature_accuracy,global_feature_balanced_accuracy,global_feature_auroc,global_top_feature_groups,global_top_features,local_feature_subset,local_feature_top_k,local_feature_num_features,local_feature_model,local_feature_accuracy,local_feature_balanced_accuracy,local_feature_auroc,delta_local_vs_global_feature,beats_global_feature_benchmark,same_subset_full_accuracy,same_subset_full_balanced_accuracy,delta_local_vs_same_subset_full,full_universal_accuracy,full_universal_balanced_accuracy,delta_local_vs_full_universal,text_best_monolingual_accuracy,text_best_monolingual_source,text_best_multilingual_combined_accuracy,text_best_multilingual_combined_source,text_best_translated_combined_accuracy,text_best_translated_combined_source,local_top_feature_groups,local_top_features,interpretation
zh,Chinese,text_plus_pause_plus_acoustic,50,svm:rbf_c1,0.7901234567901234,0.7476364011414034,0.8186818853783477,"disc, ac, len, syn","ac_egemaps_slopeuv0_500_sma3nz_amean, disc_mean_pairwise_utt_similarity, ac_mfcc_1_mean, len_speech_duration, ac_egemaps_slopev0_500_sma3nz_amean",text_plus_pause,100,82,svm:rbf_c1,0.875,0.8376068376068375,0.9131054131054132,0.08487654320987659,yes,0.875,0.8376068376068375,0.0,0.8125,0.7813390313390314,0.0625,84.1,Dense Best Ensemble,83.9,Dense Best Ensemble,86.6,Sparse SVM,"len, pause, lex, disc","len_speech_duration, pause_std_duration, pause_articulation_rate_words_per_speaking_second, len_syllables_per_second, len_tokens_per_second",Chinese benefits from a monolingual text+pause fit; pause and rate features become more discriminative once English and Greek are removed.
en,English,text_plus_pause_plus_acoustic,50,svm:rbf_c1,0.7901234567901234,0.7476364011414034,0.8186818853783477,"disc, ac, len, syn","ac_egemaps_slopeuv0_500_sma3nz_amean, disc_mean_pairwise_utt_similarity, ac_mfcc_1_mean, len_speech_duration, ac_egemaps_slopev0_500_sma3nz_amean",text_plus_pause_plus_graph,100,88,rf:n200,0.8639175257731959,0.7203389830508474,0.8438091719392231,0.0737940689830725,yes,0.8597938144329897,0.7176141874105205,0.004123711340206171,0.8577319587628865,0.7076271186440678,0.006185567010309367,88.9,Sparse SVM,87.8,Sparse Best Ensemble,88.5,Sparse SVM,"lex, syn, len, disc","lex_brunet, syn_amod_ratio, lex_mattr_10, len_type_count, syn_adv_ratio",English improves materially under raw accuracy once the feature fit is allowed to specialize within language; the strongest slice uses a broader text-plus-graph feature mix.
el,Greek,text_plus_pause_plus_acoustic,50,svm:rbf_c1,0.7901234567901234,0.7476364011414034,0.8186818853783477,"disc, ac, len, syn","ac_egemaps_slopeuv0_500_sma3nz_amean, disc_mean_pairwise_utt_similarity, ac_mfcc_1_mean, len_speech_duration, ac_egemaps_slopev0_500_sma3nz_amean",acoustic_only,100,100,svm:rbf_c1,0.8571428571428571,0.875,0.9336734693877552,0.06701940035273368,yes,0.8571428571428571,0.875,0.0,0.8333333333333334,0.8035714285714286,0.023809523809523725,79.1,Sparse LR,76.7,Sparse Best Ensemble,67.9,Sparse Best Ensemble,ac,"ac_egemaps_loudness_sma3_stddevnorm, ac_egemaps_f0semitonefrom27_5hz_sma3nz_stddevnorm, ac_egemaps_hnrdbacf_sma3nz_stddevnorm, ac_egemaps_slopeuv500_1500_sma3nz_amean, ac_egemaps_spectralfluxv_sma3nz_stddevnorm",Greek benefits the most from monolingual specialization; acoustic-only features dominate and outperform the pooled benchmark clearly.
es,Spanish,text_plus_pause_plus_acoustic,50,svm:rbf_c1,0.7901234567901234,0.7476364011414034,0.8186818853783477,"disc, ac, len, syn","ac_egemaps_slopeuv0_500_sma3nz_amean, disc_mean_pairwise_utt_similarity, ac_mfcc_1_mean, len_speech_duration, ac_egemaps_slopev0_500_sma3nz_amean",all_universal,all,69,rf:n200,0.8524590163934426,0.7822997416020672,0.83656330749354,0.06233555960331916,yes,0.8524590163934426,0.7822997416020672,0.0,0.8524590163934426,0.7822997416020672,0.0,74.9,Dense LR,75.6,Dense Best Ensemble,74.6,Sparse LR,"len, disc, lex, syn","len_std_utterance_length, disc_mean_pairwise_utt_similarity, lex_mattr_20, lex_mean_token_length, lex_mattr_10","Spanish improves over the pooled benchmark, but the best raw-accuracy model no longer prefers a tiny monolingual text subset; the full universal feature pool is competitive once accuracy becomes primary."
