language_code,language,seed,ranking_method,top_k,num_features,test_rows,test_groups,model_family,accuracy,best_params,cv_accuracy
es,Spanish,45,welch_bonferroni,5,5,54,25,SVM,0.6666666666666666,"{'clf__C': 1, 'clf__kernel': 'linear'}",0.6929964539007092
es,Spanish,45,welch_bonferroni,10,10,54,25,SVM,0.6851851851851852,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.7057624113475176
es,Spanish,45,welch_bonferroni,20,20,54,25,SVM,0.7037037037037037,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.6887411347517729
es,Spanish,45,welch_bonferroni,50,50,54,25,LR,0.7037037037037037,{'clf__C': 0.1},0.676418439716312
es,Spanish,45,welch_bonferroni,100,69,54,25,RF,0.7592592592592593,{'clf__n_estimators': 50},0.6934397163120567
es,Spanish,45,welch_bonferroni,all,69,54,25,LR,0.7407407407407407,{'clf__C': 0.1},0.7191489361702128
zh,Chinese,45,anova,5,5,86,45,RF,0.7558139534883721,{'clf__n_estimators': 200},0.6684909456740443
zh,Chinese,45,anova,10,10,86,45,RF,0.7558139534883721,{'clf__n_estimators': 50},0.65420523138833
zh,Chinese,45,anova,20,20,86,45,RF,0.7906976744186046,{'clf__n_estimators': 200},0.6599195171026156
zh,Chinese,45,anova,50,50,86,45,RF,0.8372093023255814,{'clf__n_estimators': 200},0.6882494969818913
zh,Chinese,45,anova,100,100,86,45,RF,0.8372093023255814,{'clf__n_estimators': 200},0.6740845070422534
zh,Chinese,45,anova,all,192,86,45,RF,0.872093023255814,{'clf__n_estimators': 100},0.6713883299798792
zh,Chinese,45,welch,5,5,86,45,DT,0.6744186046511628,{'clf__max_depth': 10},0.5803219315895373
zh,Chinese,45,welch,10,10,86,45,LR,0.7441860465116279,{'clf__C': 1},0.5717102615694165
zh,Chinese,45,welch,20,20,86,45,SVM,0.8255813953488372,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6624144869215292
zh,Chinese,45,welch,50,50,86,45,SVM,0.8604651162790697,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6768209255533199
zh,Chinese,45,welch,100,100,86,45,RF,0.8372093023255814,{'clf__n_estimators': 100},0.6626559356136821
zh,Chinese,45,welch,all,192,86,45,RF,0.872093023255814,{'clf__n_estimators': 100},0.6713883299798792
zh,Chinese,45,welch_bonferroni,5,5,86,45,RF,0.7093023255813954,{'clf__n_estimators': 50},0.5975855130784709
zh,Chinese,45,welch_bonferroni,10,10,86,45,LR,0.7558139534883721,{'clf__C': 1},0.5687726358148893
zh,Chinese,45,welch_bonferroni,20,20,86,45,SVM,0.8255813953488372,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6624144869215292
zh,Chinese,45,welch_bonferroni,50,50,86,45,SVM,0.872093023255814,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6795975855130785
zh,Chinese,45,welch_bonferroni,100,100,86,45,RF,0.813953488372093,{'clf__n_estimators': 200},0.6711871227364185
zh,Chinese,45,welch_bonferroni,all,192,86,45,RF,0.872093023255814,{'clf__n_estimators': 100},0.6713883299798792
el,Greek,45,anova,5,5,46,29,RF,0.782608695652174,{'clf__n_estimators': 50},0.674331550802139
el,Greek,45,anova,10,10,46,29,SVM,0.8260869565217391,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7276292335115864
el,Greek,45,anova,20,20,46,29,RF,0.782608695652174,{'clf__n_estimators': 100},0.7388591800356507
el,Greek,45,anova,50,50,46,29,RF,0.8043478260869565,{'clf__n_estimators': 200},0.7452762923351159
el,Greek,45,anova,100,100,46,29,RF,0.8478260869565217,{'clf__n_estimators': 200},0.7213903743315508
el,Greek,45,anova,all,192,46,29,LR,0.8043478260869565,{'clf__C': 0.1},0.620855614973262
el,Greek,45,welch,5,5,46,29,RF,0.7608695652173914,{'clf__n_estimators': 200},0.6447415329768271
el,Greek,45,welch,10,10,46,29,DT,0.7608695652173914,{'clf__max_depth': 10},0.5793226381461676
el,Greek,45,welch,20,20,46,29,RF,0.782608695652174,{'clf__n_estimators': 200},0.6680926916221035
el,Greek,45,welch,50,50,46,29,LR,0.8043478260869565,{'clf__C': 0.1},0.6087344028520498
el,Greek,45,welch,100,100,46,29,RF,0.8043478260869565,{'clf__n_estimators': 200},0.6860962566844919
el,Greek,45,welch,all,192,46,29,LR,0.8043478260869565,{'clf__C': 0.1},0.620855614973262
el,Greek,45,welch_bonferroni,5,5,46,29,RF,0.7608695652173914,{'clf__n_estimators': 200},0.6447415329768271
el,Greek,45,welch_bonferroni,10,10,46,29,SVM,0.717391304347826,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6563279857397504
el,Greek,45,welch_bonferroni,20,20,46,29,RF,0.782608695652174,{'clf__n_estimators': 200},0.7274509803921568
el,Greek,45,welch_bonferroni,50,50,46,29,SVM,0.8043478260869565,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6918003565062388
el,Greek,45,welch_bonferroni,100,100,46,29,SVM,0.782608695652174,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.67397504456328
el,Greek,45,welch_bonferroni,all,192,46,29,LR,0.8043478260869565,{'clf__C': 0.1},0.620855614973262
en,English,46,anova,5,5,463,381,RF,0.8099352051835853,{'clf__n_estimators': 50},0.7883921568627452
en,English,46,anova,10,10,463,381,RF,0.8358531317494601,{'clf__n_estimators': 200},0.8134802139037433
en,English,46,anova,20,20,463,381,RF,0.8250539956803455,{'clf__n_estimators': 100},0.8059764705882351
en,English,46,anova,50,50,463,381,RF,0.8315334773218143,{'clf__n_estimators': 50},0.797463101604278
en,English,46,anova,100,100,463,381,RF,0.8423326133909287,{'clf__n_estimators': 50},0.775604991087344
en,English,46,anova,all,193,463,381,RF,0.8552915766738661,{'clf__n_estimators': 200},0.768134046345811
en,English,46,welch,5,5,463,381,RF,0.8099352051835853,{'clf__n_estimators': 50},0.7883693404634582
en,English,46,welch,10,10,463,381,RF,0.8315334773218143,{'clf__n_estimators': 100},0.8092007130124778
en,English,46,welch,20,20,463,381,LR,0.8336933045356372,{'clf__C': 0.1},0.8012021390374331
en,English,46,welch,50,50,463,381,RF,0.8444924406047516,{'clf__n_estimators': 200},0.8006573975044564
en,English,46,welch,100,70,463,381,RF,0.8444924406047516,{'clf__n_estimators': 200},0.8156035650623886
en,English,46,welch,all,193,463,381,RF,0.8552915766738661,{'clf__n_estimators': 200},0.768134046345811
en,English,46,welch_bonferroni,5,5,463,381,SVM,0.8185745140388769,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6990659536541889
en,English,46,welch_bonferroni,10,10,463,381,RF,0.8315334773218143,{'clf__n_estimators': 100},0.804372192513369
en,English,46,welch_bonferroni,20,20,463,381,LR,0.8401727861771058,{'clf__C': 1},0.7964021390374332
en,English,46,welch_bonferroni,50,50,463,381,LR,0.8358531317494601,{'clf__C': 0.1},0.8081397504456328
en,English,46,welch_bonferroni,100,70,463,381,RF,0.8444924406047516,{'clf__n_estimators': 100},0.8134702317290554
en,English,46,welch_bonferroni,all,193,463,381,RF,0.8552915766738661,{'clf__n_estimators': 200},0.768134046345811
es,Spanish,46,anova,5,5,43,25,RF,0.8372093023255814,{'clf__n_estimators': 50},0.6259591836734695
es,Spanish,46,anova,10,10,43,25,RF,0.813953488372093,{'clf__n_estimators': 100},0.638204081632653
es,Spanish,46,anova,20,20,43,25,RF,0.7674418604651163,{'clf__n_estimators': 200},0.6542857142857142
es,Spanish,46,anova,50,50,43,25,RF,0.7674418604651163,{'clf__n_estimators': 200},0.666530612244898
es,Spanish,46,anova,100,69,43,25,LR,0.7674418604651163,{'clf__C': 0.1},0.6541224489795919
es,Spanish,46,anova,all,69,43,25,RF,0.7674418604651163,{'clf__n_estimators': 200},0.6946122448979591
es,Spanish,46,welch,5,5,43,25,SVM,0.6976744186046512,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.6703673469387754
es,Spanish,46,welch,10,10,43,25,SVM,0.7209302325581395,"{'clf__C': 1, 'clf__kernel': 'linear'}",0.670530612244898
es,Spanish,46,welch,20,20,43,25,LR,0.7674418604651163,{'clf__C': 1},0.698530612244898
es,Spanish,46,welch,50,50,43,25,RF,0.8372093023255814,{'clf__n_estimators': 100},0.654530612244898
es,Spanish,46,welch,100,69,43,25,RF,0.7674418604651163,{'clf__n_estimators': 200},0.686530612244898
es,Spanish,46,welch,all,69,43,25,RF,0.7674418604651163,{'clf__n_estimators': 200},0.6946122448979591
es,Spanish,46,welch_bonferroni,5,5,43,25,SVM,0.6976744186046512,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.6703673469387754
es,Spanish,46,welch_bonferroni,10,10,43,25,SVM,0.7906976744186046,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6783673469387754
es,Spanish,46,welch_bonferroni,20,20,43,25,RF,0.7674418604651163,{'clf__n_estimators': 50},0.6382040816326531
es,Spanish,46,welch_bonferroni,50,50,43,25,RF,0.8372093023255814,{'clf__n_estimators': 50},0.6502857142857144
es,Spanish,46,welch_bonferroni,100,69,43,25,RF,0.7906976744186046,{'clf__n_estimators': 100},0.682530612244898
es,Spanish,46,welch_bonferroni,all,69,43,25,RF,0.7674418604651163,{'clf__n_estimators': 200},0.6946122448979591
zh,Chinese,46,anova,5,5,93,45,SVM,0.8172043010752689,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6527950310559006
zh,Chinese,46,anova,10,10,93,45,RF,0.8064516129032258,{'clf__n_estimators': 200},0.6730434782608696
zh,Chinese,46,anova,20,20,93,45,RF,0.8387096774193549,{'clf__n_estimators': 200},0.6874534161490684
zh,Chinese,46,anova,50,50,93,45,RF,0.8172043010752689,{'clf__n_estimators': 200},0.6990890269151138
zh,Chinese,46,anova,100,100,93,45,DT,0.8709677419354839,{'clf__max_depth': 10},0.6499792960662525
zh,Chinese,46,anova,all,192,93,45,SVM,0.8387096774193549,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6990890269151138
zh,Chinese,46,welch,5,5,93,45,RF,0.6236559139784946,{'clf__n_estimators': 50},0.5745755693581781
zh,Chinese,46,welch,10,10,93,45,LR,0.6989247311827957,{'clf__C': 1},0.6149482401656314
zh,Chinese,46,welch,20,20,93,45,SVM,0.7419354838709677,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6759834368530021
zh,Chinese,46,welch,50,50,93,45,RF,0.8172043010752689,{'clf__n_estimators': 100},0.7223188405797102
zh,Chinese,46,welch,100,100,93,45,RF,0.8387096774193549,{'clf__n_estimators': 200},0.6991304347826086
zh,Chinese,46,welch,all,192,93,45,SVM,0.8387096774193549,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6990890269151138
zh,Chinese,46,welch_bonferroni,5,5,93,45,RF,0.5591397849462365,{'clf__n_estimators': 200},0.6121739130434782
zh,Chinese,46,welch_bonferroni,10,10,93,45,DT,0.6774193548387096,{'clf__max_depth': 10},0.6036438923395445
zh,Chinese,46,welch_bonferroni,20,20,93,45,LR,0.7634408602150538,{'clf__C': 10},0.6179710144927537
zh,Chinese,46,welch_bonferroni,50,50,93,45,RF,0.8279569892473119,{'clf__n_estimators': 200},0.7194616977225673
zh,Chinese,46,welch_bonferroni,100,100,93,45,RF,0.8494623655913979,{'clf__n_estimators': 200},0.7048861283643892
zh,Chinese,46,welch_bonferroni,all,192,93,45,SVM,0.8387096774193549,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6990890269151138
el,Greek,46,anova,5,5,43,29,DT,0.6976744186046512,{'clf__max_depth': 10},0.6798319327731093
el,Greek,46,anova,10,10,43,29,DT,0.7674418604651163,{'clf__max_depth': 10},0.6912605042016806
el,Greek,46,anova,20,20,43,29,RF,0.6976744186046512,{'clf__n_estimators': 200},0.7381512605042017
el,Greek,46,anova,50,50,43,29,SVM,0.7441860465116279,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.8084033613445378
el,Greek,46,anova,100,100,43,29,RF,0.6976744186046512,{'clf__n_estimators': 50},0.7035294117647058
el,Greek,46,anova,all,192,43,29,RF,0.7674418604651163,{'clf__n_estimators': 100},0.7436974789915967
el,Greek,46,welch,5,5,43,29,RF,0.6744186046511628,{'clf__n_estimators': 50},0.7208403361344538
el,Greek,46,welch,10,10,43,29,RF,0.6511627906976745,{'clf__n_estimators': 50},0.6799999999999999
el,Greek,46,welch,20,20,43,29,SVM,0.6511627906976745,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7270588235294119
el,Greek,46,welch,50,50,43,29,DT,0.7441860465116279,{'clf__max_depth': 10},0.5878991596638656
el,Greek,46,welch,100,100,43,29,RF,0.7906976744186046,{'clf__n_estimators': 100},0.7386554621848739
el,Greek,46,welch,all,192,43,29,RF,0.7674418604651163,{'clf__n_estimators': 100},0.7436974789915967
el,Greek,46,welch_bonferroni,5,5,43,29,RF,0.6744186046511628,{'clf__n_estimators': 50},0.7208403361344538
el,Greek,46,welch_bonferroni,10,10,43,29,RF,0.6511627906976745,{'clf__n_estimators': 200},0.7040336134453782
el,Greek,46,welch_bonferroni,20,20,43,29,RF,0.7674418604651163,{'clf__n_estimators': 50},0.7095798319327732
el,Greek,46,welch_bonferroni,50,50,43,29,RF,0.7674418604651163,{'clf__n_estimators': 50},0.7445378151260504
el,Greek,46,welch_bonferroni,100,100,43,29,LR,0.7906976744186046,{'clf__C': 1},0.7206722689075631
el,Greek,46,welch_bonferroni,all,192,43,29,RF,0.7674418604651163,{'clf__n_estimators': 100},0.7436974789915967
en,English,47,anova,5,5,457,381,RF,0.8293216630196937,{'clf__n_estimators': 100},0.7980539007092198
en,English,47,anova,10,10,457,381,RF,0.8402625820568927,{'clf__n_estimators': 200},0.8065645390070921
en,English,47,anova,20,20,457,381,RF,0.8227571115973742,{'clf__n_estimators': 200},0.8006624113475178
en,English,47,anova,50,50,457,381,RF,0.8468271334792122,{'clf__n_estimators': 100},0.8193290780141844
en,English,47,anova,100,100,457,381,RF,0.849015317286652,{'clf__n_estimators': 50},0.7858212765957446
en,English,47,anova,all,193,457,381,RF,0.8555798687089715,{'clf__n_estimators': 200},0.7703886524822695
en,English,47,welch,5,5,457,381,RF,0.8336980306345733,{'clf__n_estimators': 200},0.7985872340425532
en,English,47,welch,10,10,457,381,RF,0.8315098468271335,{'clf__n_estimators': 100},0.8086950354609929
en,English,47,welch,20,20,457,381,LR,0.8315098468271335,{'clf__C': 0.1},0.8017843971631207
en,English,47,welch,50,50,457,381,RF,0.8424507658643327,{'clf__n_estimators': 200},0.7969787234042552
en,English,47,welch,100,70,457,381,RF,0.8555798687089715,{'clf__n_estimators': 100},0.8225262411347517
en,English,47,welch,all,193,457,381,RF,0.8555798687089715,{'clf__n_estimators': 200},0.7703886524822695
en,English,47,welch_bonferroni,5,5,457,381,DT,0.824945295404814,{'clf__max_depth': 10},0.787936170212766
en,English,47,welch_bonferroni,10,10,457,381,RF,0.8271334792122538,{'clf__n_estimators': 100},0.8107929078014184
en,English,47,welch_bonferroni,20,20,457,381,LR,0.838074398249453,{'clf__C': 0.1},0.803377304964539
en,English,47,welch_bonferroni,50,50,457,381,RF,0.8446389496717724,{'clf__n_estimators': 50},0.8039035460992908
en,English,47,welch_bonferroni,100,70,457,381,RF,0.8577680525164114,{'clf__n_estimators': 100},0.8161347517730496
en,English,47,welch_bonferroni,all,193,457,381,RF,0.8555798687089715,{'clf__n_estimators': 200},0.7703886524822695
es,Spanish,47,anova,5,5,61,25,RF,0.6885245901639344,{'clf__n_estimators': 100},0.6711378353376503
es,Spanish,47,anova,10,10,61,25,LR,0.6721311475409836,{'clf__C': 1},0.710268270120259
es,Spanish,47,anova,20,20,61,25,RF,0.639344262295082,{'clf__n_estimators': 100},0.6925994449583718
es,Spanish,47,anova,50,50,61,25,LR,0.7377049180327869,{'clf__C': 1},0.6884366327474559
es,Spanish,47,anova,100,69,61,25,LR,0.6721311475409836,{'clf__C': 1},0.7143385753931545
es,Spanish,47,anova,all,69,61,25,LR,0.6721311475409836,{'clf__C': 1},0.7143385753931545
es,Spanish,47,welch,5,5,61,25,DT,0.6557377049180327,{'clf__max_depth': 10},0.649491211840888
es,Spanish,47,welch,10,10,61,25,LR,0.6557377049180327,{'clf__C': 1},0.7056429232192414
es,Spanish,47,welch,20,20,61,25,LR,0.6557377049180327,{'clf__C': 10},0.6752081406105458
es,Spanish,47,welch,50,50,61,25,LR,0.6721311475409836,{'clf__C': 1},0.6884366327474561
es,Spanish,47,welch,100,69,61,25,LR,0.6721311475409836,{'clf__C': 1},0.7143385753931545
es,Spanish,47,welch,all,69,61,25,LR,0.6721311475409836,{'clf__C': 1},0.7143385753931545
es,Spanish,47,welch_bonferroni,5,5,61,25,DT,0.6721311475409836,{'clf__max_depth': 10},0.654209065679926
es,Spanish,47,welch_bonferroni,10,10,61,25,RF,0.6721311475409836,{'clf__n_estimators': 50},0.6883441258094357
es,Spanish,47,welch_bonferroni,20,20,61,25,LR,0.6557377049180327,{'clf__C': 0.1},0.7229417206290473
es,Spanish,47,welch_bonferroni,50,50,61,25,RF,0.6721311475409836,{'clf__n_estimators': 50},0.6969472710453284
es,Spanish,47,welch_bonferroni,100,69,61,25,LR,0.6721311475409836,{'clf__C': 1},0.7143385753931545
es,Spanish,47,welch_bonferroni,all,69,61,25,LR,0.6721311475409836,{'clf__C': 1},0.7143385753931545
zh,Chinese,47,anova,5,5,72,45,RF,0.7777777777777778,{'clf__n_estimators': 200},0.6446501295816364
zh,Chinese,47,anova,10,10,72,45,RF,0.8055555555555556,{'clf__n_estimators': 200},0.6719363198815254
zh,Chinese,47,anova,20,20,72,45,RF,0.8194444444444444,{'clf__n_estimators': 50},0.6746760459089225
zh,Chinese,47,anova,50,50,72,45,RF,0.8333333333333334,{'clf__n_estimators': 200},0.6665679378008145
zh,Chinese,47,anova,100,100,72,45,SVM,0.8611111111111112,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6609033691225472
zh,Chinese,47,anova,all,192,72,45,DT,0.8333333333333334,{'clf__max_depth': 10},0.6803406145871899
zh,Chinese,47,welch,5,5,72,45,LR,0.6944444444444444,{'clf__C': 0.1},0.6117734172528693
zh,Chinese,47,welch,10,10,72,45,RF,0.7222222222222222,{'clf__n_estimators': 100},0.6418733802295445
zh,Chinese,47,welch,20,20,72,45,SVM,0.8055555555555556,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6362828582006664
zh,Chinese,47,welch,50,50,72,45,SVM,0.8333333333333334,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6773417252869308
zh,Chinese,47,welch,100,100,72,45,RF,0.8333333333333334,{'clf__n_estimators': 100},0.6609403924472417
zh,Chinese,47,welch,all,192,72,45,DT,0.8333333333333334,{'clf__max_depth': 10},0.6803406145871899
zh,Chinese,47,welch_bonferroni,5,5,72,45,RF,0.6944444444444444,{'clf__n_estimators': 200},0.6256201406886339
zh,Chinese,47,welch_bonferroni,10,10,72,45,RF,0.7361111111111112,{'clf__n_estimators': 100},0.6035912624953721
zh,Chinese,47,welch_bonferroni,20,20,72,45,SVM,0.8055555555555556,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6362828582006664
zh,Chinese,47,welch_bonferroni,50,50,72,45,SVM,0.8333333333333334,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6773417252869308
zh,Chinese,47,welch_bonferroni,100,100,72,45,DT,0.8611111111111112,{'clf__max_depth': 10},0.6287300999629767
zh,Chinese,47,welch_bonferroni,all,192,72,45,DT,0.8333333333333334,{'clf__max_depth': 10},0.6803406145871899
el,Greek,47,anova,5,5,37,29,LR,0.6486486486486487,{'clf__C': 0.1},0.7014285714285714
el,Greek,47,anova,10,10,37,29,DT,0.6756756756756757,{'clf__max_depth': 10},0.634920634920635
el,Greek,47,anova,20,20,37,29,DT,0.7567567567567568,{'clf__max_depth': 10},0.6225396825396825
el,Greek,47,anova,50,50,37,29,SVM,0.7027027027027027,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.763968253968254
el,Greek,47,anova,100,100,37,29,RF,0.7837837837837838,{'clf__n_estimators': 50},0.7525396825396824
el,Greek,47,anova,all,192,37,29,SVM,0.8108108108108109,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.751904761904762
el,Greek,47,welch,5,5,37,29,RF,0.8378378378378378,{'clf__n_estimators': 200},0.683968253968254
el,Greek,47,welch,10,10,37,29,DT,0.7567567567567568,{'clf__max_depth': 20},0.6295238095238095
el,Greek,47,welch,20,20,37,29,LR,0.7027027027027027,{'clf__C': 0.1},0.741904761904762
el,Greek,47,welch,50,50,37,29,LR,0.7567567567567568,{'clf__C': 1},0.6852380952380952
el,Greek,47,welch,100,100,37,29,RF,0.7297297297297297,{'clf__n_estimators': 100},0.7466666666666667
el,Greek,47,welch,all,192,37,29,SVM,0.8108108108108109,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.751904761904762
el,Greek,47,welch_bonferroni,5,5,37,29,RF,0.8378378378378378,{'clf__n_estimators': 200},0.683968253968254
el,Greek,47,welch_bonferroni,10,10,37,29,DT,0.7567567567567568,{'clf__max_depth': 10},0.6182539682539683
el,Greek,47,welch_bonferroni,20,20,37,29,RF,0.7297297297297297,{'clf__n_estimators': 100},0.707777777777778
el,Greek,47,welch_bonferroni,50,50,37,29,SVM,0.6756756756756757,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7304761904761905
el,Greek,47,welch_bonferroni,100,100,37,29,RF,0.6756756756756757,{'clf__n_estimators': 50},0.7352380952380952
el,Greek,47,welch_bonferroni,all,192,37,29,SVM,0.8108108108108109,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.751904761904762
en,English,48,anova,5,5,471,381,RF,0.8174097664543525,{'clf__n_estimators': 100},0.8051010406757184
en,English,48,anova,10,10,471,381,RF,0.832271762208068,{'clf__n_estimators': 200},0.8077704747902793
en,English,48,anova,20,20,471,381,DT,0.8301486199575372,{'clf__max_depth': 10},0.7788160511977861
en,English,48,anova,50,50,471,381,RF,0.8407643312101911,{'clf__n_estimators': 200},0.8142206463143935
en,English,48,anova,100,100,471,381,LR,0.851380042462845,{'clf__C': 0.1},0.7648807979474761
en,English,48,anova,all,193,471,381,LR,0.8535031847133758,{'clf__C': 0.1},0.7659531840064574
en,English,48,welch,5,5,471,381,RF,0.8004246284501062,{'clf__n_estimators': 50},0.786334284643547
en,English,48,welch,10,10,471,381,DT,0.802547770700637,{'clf__max_depth': 10},0.7632751016172273
en,English,48,welch,20,20,471,381,LR,0.8259023354564756,{'clf__C': 0.1},0.7997419931390354
en,English,48,welch,50,50,471,381,RF,0.8386411889596603,{'clf__n_estimators': 200},0.7949018420825046
en,English,48,welch,100,70,471,381,LR,0.8471337579617835,{'clf__C': 0.1},0.801341923952838
en,English,48,welch,all,193,471,381,LR,0.8535031847133758,{'clf__C': 0.1},0.7659531840064574
en,English,48,welch_bonferroni,5,5,471,381,DT,0.8110403397027601,{'clf__max_depth': 10},0.7713122315431404
en,English,48,welch_bonferroni,10,10,471,381,RF,0.8237791932059448,{'clf__n_estimators': 200},0.8061604543226959
en,English,48,welch_bonferroni,20,20,471,381,LR,0.8280254777070064,{'clf__C': 10},0.7992058001095448
en,English,48,welch_bonferroni,50,50,471,381,RF,0.8386411889596603,{'clf__n_estimators': 50},0.8050995992966069
en,English,48,welch_bonferroni,100,70,471,381,LR,0.8471337579617835,{'clf__C': 0.1},0.801341923952838
en,English,48,welch_bonferroni,all,193,471,381,LR,0.8535031847133758,{'clf__C': 0.1},0.7659531840064574
es,Spanish,48,anova,5,5,59,25,LR,0.6271186440677966,{'clf__C': 1},0.7123959296947271
es,Spanish,48,anova,10,10,59,25,LR,0.711864406779661,{'clf__C': 10},0.7081406105457909
es,Spanish,48,anova,20,20,59,25,DT,0.6610169491525424,{'clf__max_depth': 10},0.639222941720629
es,Spanish,48,anova,50,50,59,25,LR,0.6949152542372882,{'clf__C': 0.1},0.7212765957446808
es,Spanish,48,anova,100,69,59,25,SVM,0.6949152542372882,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7258094357076781
es,Spanish,48,anova,all,69,59,25,SVM,0.6949152542372882,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7258094357076781
es,Spanish,48,welch,5,5,59,25,LR,0.6271186440677966,{'clf__C': 0.1},0.7035152636447733
es,Spanish,48,welch,10,10,59,25,LR,0.6271186440677966,{'clf__C': 0.1},0.7035152636447733
es,Spanish,48,welch,20,20,59,25,LR,0.5932203389830508,{'clf__C': 10},0.6948196114708602
es,Spanish,48,welch,50,50,59,25,SVM,0.6610169491525424,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.674468085106383
es,Spanish,48,welch,100,69,59,25,SVM,0.6949152542372882,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7258094357076781
es,Spanish,48,welch,all,69,59,25,SVM,0.6949152542372882,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7258094357076781
es,Spanish,48,welch_bonferroni,5,5,59,25,LR,0.6271186440677966,{'clf__C': 0.1},0.7035152636447733
es,Spanish,48,welch_bonferroni,10,10,59,25,SVM,0.6271186440677966,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6777983348751155
es,Spanish,48,welch_bonferroni,20,20,59,25,DT,0.6440677966101694,{'clf__max_depth': 10},0.6306197964847364
es,Spanish,48,welch_bonferroni,50,50,59,25,SVM,0.6610169491525424,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.674468085106383
es,Spanish,48,welch_bonferroni,100,69,59,25,SVM,0.6949152542372882,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7258094357076781
es,Spanish,48,welch_bonferroni,all,69,59,25,SVM,0.6949152542372882,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7258094357076781
zh,Chinese,48,anova,5,5,86,45,RF,0.6627906976744186,{'clf__n_estimators': 100},0.6231790744466801
zh,Chinese,48,anova,10,10,86,45,RF,0.6627906976744186,{'clf__n_estimators': 50},0.7056740442655937
zh,Chinese,48,anova,20,20,86,45,SVM,0.686046511627907,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6429376257545272
zh,Chinese,48,anova,50,50,86,45,RF,0.7093023255813954,{'clf__n_estimators': 200},0.70579476861167
zh,Chinese,48,anova,100,100,86,45,SVM,0.7674418604651163,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7167404426559357
zh,Chinese,48,anova,all,192,86,45,SVM,0.8023255813953488,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7025352112676058
zh,Chinese,48,welch,5,5,86,45,RF,0.6627906976744186,{'clf__n_estimators': 50},0.61738430583501
zh,Chinese,48,welch,10,10,86,45,SVM,0.7558139534883721,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6231388329979879
zh,Chinese,48,welch,20,20,86,45,SVM,0.7093023255813954,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7054325955734406
zh,Chinese,48,welch,50,50,86,45,SVM,0.7674418604651163,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7338832997987927
zh,Chinese,48,welch,100,100,86,45,SVM,0.7906976744186046,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6967806841046278
zh,Chinese,48,welch,all,192,86,45,SVM,0.8023255813953488,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7025352112676058
zh,Chinese,48,welch_bonferroni,5,5,86,45,LR,0.6395348837209303,{'clf__C': 0.1},0.6257142857142857
zh,Chinese,48,welch_bonferroni,10,10,86,45,DT,0.6976744186046512,{'clf__max_depth': 20},0.5548490945674044
zh,Chinese,48,welch_bonferroni,20,20,86,45,SVM,0.7093023255813954,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6883299798792756
