language_code,language,seed,ranking_method,top_k,num_features,test_rows,test_groups,model_family,accuracy,best_params,cv_accuracy
zh,Chinese,48,welch_bonferroni,50,50,86,45,SVM,0.7674418604651163,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7338832997987927
zh,Chinese,48,welch_bonferroni,100,100,86,45,LR,0.813953488372093,{'clf__C': 0.1},0.6314285714285715
zh,Chinese,48,welch_bonferroni,all,192,86,45,SVM,0.8023255813953488,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7025352112676058
el,Greek,48,anova,5,5,46,29,RF,0.8260869565217391,{'clf__n_estimators': 200},0.7500891265597148
el,Greek,48,anova,10,10,46,29,RF,0.782608695652174,{'clf__n_estimators': 50},0.7270944741532976
el,Greek,48,anova,20,20,46,29,RF,0.7608695652173914,{'clf__n_estimators': 100},0.7746880570409982
el,Greek,48,anova,50,50,46,29,RF,0.8043478260869565,{'clf__n_estimators': 200},0.7274509803921568
el,Greek,48,anova,100,100,46,29,RF,0.8478260869565217,{'clf__n_estimators': 100},0.739572192513369
el,Greek,48,anova,all,192,46,29,RF,0.8695652173913043,{'clf__n_estimators': 100},0.7812834224598931
el,Greek,48,welch,5,5,46,29,LR,0.7391304347826086,{'clf__C': 1},0.6800356506238858
el,Greek,48,welch,10,10,46,29,SVM,0.7608695652173914,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.65650623885918
el,Greek,48,welch,20,20,46,29,RF,0.782608695652174,{'clf__n_estimators': 100},0.7096256684491979
el,Greek,48,welch,50,50,46,29,LR,0.8043478260869565,{'clf__C': 10},0.6443850267379679
el,Greek,48,welch,100,100,46,29,RF,0.8478260869565217,{'clf__n_estimators': 100},0.7691622103386809
el,Greek,48,welch,all,192,46,29,RF,0.8695652173913043,{'clf__n_estimators': 100},0.7812834224598931
el,Greek,48,welch_bonferroni,5,5,46,29,LR,0.7391304347826086,{'clf__C': 1},0.6800356506238858
el,Greek,48,welch_bonferroni,10,10,46,29,SVM,0.7391304347826086,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6563279857397505
el,Greek,48,welch_bonferroni,20,20,46,29,RF,0.7391304347826086,{'clf__n_estimators': 200},0.7215686274509803
el,Greek,48,welch_bonferroni,50,50,46,29,DT,0.782608695652174,{'clf__max_depth': 10},0.5909090909090909
el,Greek,48,welch_bonferroni,100,100,46,29,LR,0.8260869565217391,{'clf__C': 0.1},0.650802139037433
el,Greek,48,welch_bonferroni,all,192,46,29,RF,0.8695652173913043,{'clf__n_estimators': 100},0.7812834224598931
en,English,49,anova,5,5,463,381,RF,0.8336933045356372,{'clf__n_estimators': 50},0.7905226381461675
en,English,49,anova,10,10,463,381,LR,0.8228941684665226,{'clf__C': 0.1},0.8022844919786095
en,English,49,anova,20,20,463,381,DT,0.8250539956803455,{'clf__max_depth': 10},0.7878417112299465
en,English,49,anova,50,50,463,381,DT,0.8358531317494601,{'clf__max_depth': 10},0.7589561497326203
en,English,49,anova,100,100,463,381,RF,0.8423326133909287,{'clf__n_estimators': 100},0.7788064171122995
en,English,49,anova,all,193,463,381,RF,0.8509719222462203,{'clf__n_estimators': 200},0.7724035650623885
en,English,49,welch,5,5,463,381,RF,0.8228941684665226,{'clf__n_estimators': 50},0.7915793226381462
en,English,49,welch,10,10,463,381,RF,0.8272138228941684,{'clf__n_estimators': 100},0.8086773618538323
en,English,49,welch,20,20,463,381,LR,0.8293736501079914,{'clf__C': 0.1},0.7926673796791445
en,English,49,welch,50,50,463,381,RF,0.8466522678185745,{'clf__n_estimators': 100},0.8102730837789661
en,English,49,welch,100,70,463,381,RF,0.8531317494600432,{'clf__n_estimators': 100},0.8140021390374331
en,English,49,welch,all,193,463,381,RF,0.8509719222462203,{'clf__n_estimators': 200},0.7724035650623885
en,English,49,welch_bonferroni,5,5,463,381,DT,0.8099352051835853,{'clf__max_depth': 10},0.7680370766488414
en,English,49,welch_bonferroni,10,10,463,381,RF,0.8228941684665226,{'clf__n_estimators': 200},0.8054288770053477
en,English,49,welch_bonferroni,20,20,463,381,LR,0.8358531317494601,{'clf__C': 1},0.7958730837789662
en,English,49,welch_bonferroni,50,50,463,381,RF,0.8444924406047516,{'clf__n_estimators': 100},0.8033297682709447
en,English,49,welch_bonferroni,100,70,463,381,RF,0.8509719222462203,{'clf__n_estimators': 200},0.8177426024955438
en,English,49,welch_bonferroni,all,193,463,381,RF,0.8509719222462203,{'clf__n_estimators': 200},0.7724035650623885
es,Spanish,49,anova,5,5,67,25,LR,0.835820895522388,{'clf__C': 0.1},0.6399999999999999
es,Spanish,49,anova,10,10,67,25,LR,0.8059701492537313,{'clf__C': 1},0.6488888888888888
es,Spanish,49,anova,20,20,67,25,LR,0.8208955223880597,{'clf__C': 1},0.68
es,Spanish,49,anova,50,50,67,25,LR,0.8059701492537313,{'clf__C': 0.1},0.6977777777777778
es,Spanish,49,anova,100,69,67,25,RF,0.8059701492537313,{'clf__n_estimators': 200},0.6755555555555557
es,Spanish,49,anova,all,69,67,25,RF,0.7910447761194029,{'clf__n_estimators': 200},0.6622222222222223
es,Spanish,49,welch,5,5,67,25,LR,0.7761194029850746,{'clf__C': 0.1},0.6533333333333333
es,Spanish,49,welch,10,10,67,25,LR,0.8059701492537313,{'clf__C': 10},0.6666666666666667
es,Spanish,49,welch,20,20,67,25,LR,0.7910447761194029,{'clf__C': 1},0.6355555555555557
es,Spanish,49,welch,50,50,67,25,RF,0.8059701492537313,{'clf__n_estimators': 100},0.6666666666666666
es,Spanish,49,welch,100,69,67,25,RF,0.7910447761194029,{'clf__n_estimators': 50},0.6933333333333334
es,Spanish,49,welch,all,69,67,25,RF,0.7910447761194029,{'clf__n_estimators': 200},0.6622222222222223
es,Spanish,49,welch_bonferroni,5,5,67,25,LR,0.7910447761194029,{'clf__C': 0.1},0.6266666666666666
es,Spanish,49,welch_bonferroni,10,10,67,25,LR,0.8059701492537313,{'clf__C': 10},0.6666666666666667
es,Spanish,49,welch_bonferroni,20,20,67,25,LR,0.7611940298507462,{'clf__C': 1},0.6622222222222223
es,Spanish,49,welch_bonferroni,50,50,67,25,LR,0.8059701492537313,{'clf__C': 0.1},0.6222222222222221
es,Spanish,49,welch_bonferroni,100,69,67,25,LR,0.7761194029850746,{'clf__C': 0.1},0.6933333333333334
es,Spanish,49,welch_bonferroni,all,69,67,25,RF,0.7910447761194029,{'clf__n_estimators': 200},0.6622222222222223
zh,Chinese,49,anova,5,5,75,45,RF,0.68,{'clf__n_estimators': 100},0.6947869101978691
zh,Chinese,49,anova,10,10,75,45,RF,0.7733333333333333,{'clf__n_estimators': 50},0.6921613394216133
zh,Chinese,49,anova,20,20,75,45,DT,0.6933333333333334,{'clf__max_depth': 20},0.689117199391172
zh,Chinese,49,anova,50,50,75,45,RF,0.76,{'clf__n_estimators': 100},0.7058980213089802
zh,Chinese,49,anova,100,100,75,45,SVM,0.8133333333333334,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7195966514459664
zh,Chinese,49,anova,all,192,75,45,DT,0.8533333333333334,{'clf__max_depth': 10},0.6620243531202435
zh,Chinese,49,welch,5,5,75,45,RF,0.76,{'clf__n_estimators': 100},0.6699771689497717
zh,Chinese,49,welch,10,10,75,45,RF,0.8133333333333334,{'clf__n_estimators': 100},0.6673135464231355
zh,Chinese,49,welch,20,20,75,45,RF,0.8133333333333334,{'clf__n_estimators': 200},0.667351598173516
zh,Chinese,49,welch,50,50,75,45,SVM,0.84,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7388508371385083
zh,Chinese,49,welch,100,100,75,45,RF,0.8,{'clf__n_estimators': 200},0.7059360730593607
zh,Chinese,49,welch,all,192,75,45,DT,0.8533333333333334,{'clf__max_depth': 10},0.6620243531202435
zh,Chinese,49,welch_bonferroni,5,5,75,45,LR,0.7733333333333333,{'clf__C': 10},0.6179223744292237
zh,Chinese,49,welch_bonferroni,10,10,75,45,RF,0.76,{'clf__n_estimators': 100},0.6592085235920853
zh,Chinese,49,welch_bonferroni,20,20,75,45,RF,0.8266666666666667,{'clf__n_estimators': 50},0.6644977168949772
zh,Chinese,49,welch_bonferroni,50,50,75,45,SVM,0.84,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7167808219178082
zh,Chinese,49,welch_bonferroni,100,100,75,45,DT,0.84,{'clf__max_depth': 10},0.6729452054794519
zh,Chinese,49,welch_bonferroni,all,192,75,45,DT,0.8533333333333334,{'clf__max_depth': 10},0.6620243531202435
el,Greek,49,anova,5,5,43,29,RF,0.6976744186046512,{'clf__n_estimators': 200},0.7084033613445379
el,Greek,49,anova,10,10,43,29,RF,0.7906976744186046,{'clf__n_estimators': 200},0.7376470588235293
el,Greek,49,anova,20,20,43,29,SVM,0.7906976744186046,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7489075630252101
el,Greek,49,anova,50,50,43,29,RF,0.8604651162790697,{'clf__n_estimators': 100},0.7378151260504202
el,Greek,49,anova,100,100,43,29,RF,0.8372093023255814,{'clf__n_estimators': 100},0.7205042016806724
el,Greek,49,anova,all,192,43,29,RF,0.8604651162790697,{'clf__n_estimators': 200},0.7321008403361345
el,Greek,49,welch,5,5,43,29,SVM,0.7209302325581395,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7440336134453782
el,Greek,49,welch,10,10,43,29,LR,0.7441860465116279,{'clf__C': 1},0.715126050420168
el,Greek,49,welch,20,20,43,29,LR,0.8372093023255814,{'clf__C': 10},0.6978151260504201
el,Greek,49,welch,50,50,43,29,RF,0.8372093023255814,{'clf__n_estimators': 200},0.7440336134453781
el,Greek,49,welch,100,100,43,29,RF,0.8372093023255814,{'clf__n_estimators': 100},0.7149579831932773
el,Greek,49,welch,all,192,43,29,RF,0.8604651162790697,{'clf__n_estimators': 200},0.7321008403361345
el,Greek,49,welch_bonferroni,5,5,43,29,SVM,0.7209302325581395,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7440336134453782
el,Greek,49,welch_bonferroni,10,10,43,29,RF,0.7441860465116279,{'clf__n_estimators': 100},0.7322689075630252
el,Greek,49,welch_bonferroni,20,20,43,29,LR,0.8372093023255814,{'clf__C': 10},0.6978151260504201
el,Greek,49,welch_bonferroni,50,50,43,29,RF,0.8372093023255814,{'clf__n_estimators': 50},0.7384873949579832
el,Greek,49,welch_bonferroni,100,100,43,29,RF,0.8604651162790697,{'clf__n_estimators': 200},0.7030252100840336
el,Greek,49,welch_bonferroni,all,192,43,29,RF,0.8604651162790697,{'clf__n_estimators': 200},0.7321008403361345
en,English,50,anova,5,5,450,381,RF,0.8111111111111111,{'clf__n_estimators': 50},0.8009326147073763
en,English,50,anova,10,10,450,381,RF,0.8266666666666667,{'clf__n_estimators': 100},0.81260511315537
en,English,50,anova,20,20,450,381,LR,0.8222222222222222,{'clf__C': 1},0.8104788644957391
en,English,50,anova,50,50,450,381,LR,0.8355555555555556,{'clf__C': 10},0.8136647101980925
en,English,50,anova,100,100,450,381,LR,0.8355555555555556,{'clf__C': 0.1},0.7818372933009764
en,English,50,anova,all,193,450,381,LR,0.8377777777777777,{'clf__C': 0.1},0.7797124555561826
en,English,50,welch,5,5,450,381,RF,0.8,{'clf__n_estimators': 100},0.7675108640442463
en,English,50,welch,10,10,450,381,RF,0.8266666666666667,{'clf__n_estimators': 200},0.8025241266437158
en,English,50,welch,20,20,450,381,LR,0.82,{'clf__C': 0.1},0.8110150121338677
en,English,50,welch,50,50,450,381,RF,0.8311111111111111,{'clf__n_estimators': 50},0.8141980360065467
en,English,50,welch,100,70,450,381,RF,0.8355555555555556,{'clf__n_estimators': 50},0.8173796489643885
en,English,50,welch,all,193,450,381,LR,0.8377777777777777,{'clf__C': 0.1},0.7797124555561826
en,English,50,welch_bonferroni,5,5,450,381,LR,0.8044444444444444,{'clf__C': 1},0.7866090072803205
en,English,50,welch_bonferroni,10,10,450,381,RF,0.8111111111111111,{'clf__n_estimators': 200},0.8141909814323608
en,English,50,welch_bonferroni,20,20,450,381,LR,0.8244444444444444,{'clf__C': 10},0.8083624922399684
en,English,50,welch_bonferroni,50,50,450,381,RF,0.8266666666666667,{'clf__n_estimators': 200},0.8088915853039111
en,English,50,welch_bonferroni,100,70,450,381,RF,0.8333333333333334,{'clf__n_estimators': 50},0.8237456967097467
en,English,50,welch_bonferroni,all,193,450,381,LR,0.8377777777777777,{'clf__C': 0.1},0.7797124555561826
es,Spanish,50,anova,5,5,54,25,LR,0.7592592592592593,{'clf__C': 10},0.6679078014184398
es,Spanish,50,anova,10,10,54,25,SVM,0.7592592592592593,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6640070921985817
es,Spanish,50,anova,20,20,54,25,SVM,0.7962962962962963,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.6762411347517732
es,Spanish,50,anova,50,50,54,25,RF,0.7592592592592593,{'clf__n_estimators': 200},0.676418439716312
es,Spanish,50,anova,100,69,54,25,LR,0.7592592592592593,{'clf__C': 0.1},0.7060283687943262
es,Spanish,50,anova,all,69,54,25,LR,0.7592592592592593,{'clf__C': 0.1},0.7060283687943262
es,Spanish,50,welch,5,5,54,25,SVM,0.7222222222222222,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6928191489361702
es,Spanish,50,welch,10,10,54,25,SVM,0.7222222222222222,"{'clf__C': 1, 'clf__kernel': 'linear'}",0.676241134751773
es,Spanish,50,welch,20,20,54,25,RF,0.7407407407407407,{'clf__n_estimators': 200},0.6302304964539006
es,Spanish,50,welch,50,50,54,25,LR,0.7592592592592593,{'clf__C': 0.1},0.6719858156028369
es,Spanish,50,welch,100,69,54,25,LR,0.7592592592592593,{'clf__C': 0.1},0.7060283687943262
es,Spanish,50,welch,all,69,54,25,LR,0.7592592592592593,{'clf__C': 0.1},0.7060283687943262
es,Spanish,50,welch_bonferroni,5,5,54,25,SVM,0.7222222222222222,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6928191489361702
es,Spanish,50,welch_bonferroni,10,10,54,25,SVM,0.7222222222222222,"{'clf__C': 1, 'clf__kernel': 'linear'}",0.676241134751773
es,Spanish,50,welch_bonferroni,20,20,54,25,SVM,0.7037037037037037,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.684131205673759
es,Spanish,50,welch_bonferroni,50,50,54,25,LR,0.7592592592592593,{'clf__C': 0.1},0.6719858156028369
es,Spanish,50,welch_bonferroni,100,69,54,25,RF,0.7777777777777778,{'clf__n_estimators': 200},0.6810283687943264
es,Spanish,50,welch_bonferroni,all,69,54,25,LR,0.7592592592592593,{'clf__C': 0.1},0.7060283687943262
zh,Chinese,50,anova,5,5,97,45,RF,0.6804123711340206,{'clf__n_estimators': 100},0.6064364876385337
zh,Chinese,50,anova,10,10,97,45,RF,0.7525773195876289,{'clf__n_estimators': 50},0.6913895993179882
zh,Chinese,50,anova,20,20,97,45,RF,0.7216494845360825,{'clf__n_estimators': 50},0.6884910485933504
zh,Chinese,50,anova,50,50,97,45,DT,0.7628865979381443,{'clf__max_depth': 10},0.6359335038363171
zh,Chinese,50,anova,100,100,97,45,SVM,0.8350515463917526,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7237425404944587
zh,Chinese,50,anova,all,192,97,45,SVM,0.8247422680412371,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6915174765558396
zh,Chinese,50,welch,5,5,97,45,RF,0.6185567010309279,{'clf__n_estimators': 100},0.5858908780903666
zh,Chinese,50,welch,10,10,97,45,LR,0.6907216494845361,{'clf__C': 10},0.6120630861040068
zh,Chinese,50,welch,20,20,97,45,LR,0.7010309278350515,{'clf__C': 1},0.6150895140664961
zh,Chinese,50,welch,50,50,97,45,LR,0.7835051546391752,{'clf__C': 0.1},0.6619352088661551
zh,Chinese,50,welch,100,100,97,45,LR,0.8556701030927835,{'clf__C': 0.1},0.6532821824381927
zh,Chinese,50,welch,all,192,97,45,SVM,0.8247422680412371,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6915174765558396
zh,Chinese,50,welch_bonferroni,5,5,97,45,RF,0.5979381443298969,{'clf__n_estimators': 50},0.5975703324808185
zh,Chinese,50,welch_bonferroni,10,10,97,45,LR,0.7422680412371134,{'clf__C': 10},0.6296675191815857
zh,Chinese,50,welch_bonferroni,20,20,97,45,SVM,0.7216494845360825,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6885763000852515
zh,Chinese,50,welch_bonferroni,50,50,97,45,LR,0.8041237113402062,{'clf__C': 10},0.6679028132992327
zh,Chinese,50,welch_bonferroni,100,100,97,45,LR,0.8556701030927835,{'clf__C': 0.1},0.6503410059676045
zh,Chinese,50,welch_bonferroni,all,192,97,45,SVM,0.8247422680412371,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6915174765558396
el,Greek,50,anova,5,5,49,29,RF,0.7346938775510204,{'clf__n_estimators': 100},0.6805704099821747
el,Greek,50,anova,10,10,49,29,RF,0.7346938775510204,{'clf__n_estimators': 100},0.6688057040998217
el,Greek,50,anova,20,20,49,29,LR,0.7959183673469388,{'clf__C': 1},0.6680926916221033
el,Greek,50,anova,50,50,49,29,RF,0.9183673469387755,{'clf__n_estimators': 200},0.7713012477718362
el,Greek,50,anova,100,100,49,29,RF,0.9387755102040817,{'clf__n_estimators': 100},0.73475935828877
el,Greek,50,anova,all,192,49,29,RF,0.8979591836734694,{'clf__n_estimators': 50},0.7231729055258468
el,Greek,50,welch,5,5,49,29,LR,0.8571428571428571,{'clf__C': 10},0.6327985739750445
el,Greek,50,welch,10,10,49,29,RF,0.6938775510204082,{'clf__n_estimators': 200},0.699108734402852
el,Greek,50,welch,20,20,49,29,RF,0.8163265306122449,{'clf__n_estimators': 200},0.6869875222816398
el,Greek,50,welch,50,50,49,29,RF,0.7959183673469388,{'clf__n_estimators': 200},0.7231729055258467
el,Greek,50,welch,100,100,49,29,RF,0.8571428571428571,{'clf__n_estimators': 100},0.6989304812834225
el,Greek,50,welch,all,192,49,29,RF,0.8979591836734694,{'clf__n_estimators': 50},0.7231729055258468
el,Greek,50,welch_bonferroni,5,5,49,29,LR,0.8571428571428571,{'clf__C': 10},0.6327985739750445
el,Greek,50,welch_bonferroni,10,10,49,29,RF,0.7551020408163265,{'clf__n_estimators': 200},0.681283422459893
el,Greek,50,welch_bonferroni,20,20,49,29,RF,0.7959183673469388,{'clf__n_estimators': 100},0.7171122994652407
el,Greek,50,welch_bonferroni,50,50,49,29,RF,0.8163265306122449,{'clf__n_estimators': 50},0.6750445632798574
el,Greek,50,welch_bonferroni,100,100,49,29,LR,0.8367346938775511,{'clf__C': 0.1},0.680392156862745
el,Greek,50,welch_bonferroni,all,192,49,29,RF,0.8979591836734694,{'clf__n_estimators': 50},0.7231729055258468
en,English,51,anova,5,5,489,381,RF,0.8425357873210634,{'clf__n_estimators': 200},0.791869918699187
en,English,51,anova,10,10,489,381,RF,0.8486707566462167,{'clf__n_estimators': 200},0.8168021680216802
en,English,51,anova,20,20,489,381,RF,0.852760736196319,{'clf__n_estimators': 200},0.7956639566395663
en,English,51,anova,50,50,489,381,RF,0.8650306748466258,{'clf__n_estimators': 200},0.8146341463414635
en,English,51,anova,100,100,489,381,RF,0.8711656441717791,{'clf__n_estimators': 100},0.7869918699186991
en,English,51,anova,all,193,489,381,RF,0.8732106339468303,{'clf__n_estimators': 200},0.7853658536585366
en,English,51,welch,5,5,489,381,RF,0.8302658486707567,{'clf__n_estimators': 50},0.7750677506775067
en,English,51,welch,10,10,489,381,RF,0.8343558282208589,{'clf__n_estimators': 100},0.8130081300813007
en,English,51,welch,20,20,489,381,RF,0.8466257668711656,{'clf__n_estimators': 100},0.7940379403794038
en,English,51,welch,50,50,489,381,RF,0.8670756646216768,{'clf__n_estimators': 50},0.8102981029810298
en,English,51,welch,100,70,489,381,RF,0.8670756646216768,{'clf__n_estimators': 200},0.8086720867208671
en,English,51,welch,all,193,489,381,RF,0.8732106339468303,{'clf__n_estimators': 200},0.7853658536585366
en,English,51,welch_bonferroni,5,5,489,381,DT,0.8282208588957055,{'clf__max_depth': 10},0.7913279132791328
en,English,51,welch_bonferroni,10,10,489,381,RF,0.8548057259713702,{'clf__n_estimators': 50},0.7924119241192413
en,English,51,welch_bonferroni,20,20,489,381,RF,0.8568507157464212,{'clf__n_estimators': 200},0.8081300813008131
en,English,51,welch_bonferroni,50,50,489,381,RF,0.8650306748466258,{'clf__n_estimators': 100},0.8092140921409214
en,English,51,welch_bonferroni,100,70,489,381,RF,0.8670756646216768,{'clf__n_estimators': 100},0.8119241192411923
en,English,51,welch_bonferroni,all,193,489,381,RF,0.8732106339468303,{'clf__n_estimators': 200},0.7853658536585366
es,Spanish,51,anova,5,5,60,25,RF,0.6833333333333333,{'clf__n_estimators': 100},0.6684551341350601
es,Spanish,51,anova,10,10,60,25,RF,0.75,{'clf__n_estimators': 100},0.6901017576318225
es,Spanish,51,anova,20,20,60,25,RF,0.75,{'clf__n_estimators': 50},0.6812210915818687
es,Spanish,51,anova,50,50,60,25,RF,0.7333333333333333,{'clf__n_estimators': 200},0.6682701202590194
es,Spanish,51,anova,100,69,60,25,LR,0.7333333333333333,{'clf__C': 0.1},0.6855689176688251
es,Spanish,51,anova,all,69,60,25,LR,0.7333333333333333,{'clf__C': 0.1},0.6855689176688251
es,Spanish,51,welch,5,5,60,25,DT,0.7,{'clf__max_depth': 10},0.577890841813136
es,Spanish,51,welch,10,10,60,25,LR,0.7,{'clf__C': 10},0.6938945420906568
es,Spanish,51,welch,20,20,60,25,LR,0.65,{'clf__C': 10},0.6422756706753006
es,Spanish,51,welch,50,50,60,25,DT,0.6833333333333333,{'clf__max_depth': 10},0.6253469010175763
es,Spanish,51,welch,100,69,60,25,RF,0.75,{'clf__n_estimators': 100},0.6854764107308048
es,Spanish,51,welch,all,69,60,25,LR,0.7333333333333333,{'clf__C': 0.1},0.6855689176688251
es,Spanish,51,welch_bonferroni,5,5,60,25,DT,0.7,{'clf__max_depth': 10},0.577890841813136
es,Spanish,51,welch_bonferroni,10,10,60,25,RF,0.6666666666666666,{'clf__n_estimators': 50},0.6382053654024051
es,Spanish,51,welch_bonferroni,20,20,60,25,RF,0.65,{'clf__n_estimators': 100},0.6637372802960222
es,Spanish,51,welch_bonferroni,50,50,60,25,RF,0.7166666666666667,{'clf__n_estimators': 50},0.6464384828862164
es,Spanish,51,welch_bonferroni,100,69,60,25,RF,0.7333333333333333,{'clf__n_estimators': 100},0.6941720629047179
es,Spanish,51,welch_bonferroni,all,69,60,25,LR,0.7333333333333333,{'clf__C': 0.1},0.6855689176688251
zh,Chinese,51,anova,5,5,70,45,RF,0.8428571428571429,{'clf__n_estimators': 50},0.6908182154757497
zh,Chinese,51,anova,10,10,70,45,RF,0.8857142857142857,{'clf__n_estimators': 100},0.6962236208811552
zh,Chinese,51,anova,20,20,70,45,RF,0.8714285714285714,{'clf__n_estimators': 50},0.6962606442058498
zh,Chinese,51,anova,50,50,70,45,RF,0.9142857142857143,{'clf__n_estimators': 200},0.7070714550166606
zh,Chinese,51,anova,100,100,70,45,RF,0.9,{'clf__n_estimators': 100},0.6962236208811552
zh,Chinese,51,anova,all,192,70,45,RF,0.9,{'clf__n_estimators': 100},0.6936319881525361
zh,Chinese,51,welch,5,5,70,45,LR,0.7857142857142857,{'clf__C': 0.1},0.5956312476860421
zh,Chinese,51,welch,10,10,70,45,RF,0.8,{'clf__n_estimators': 50},0.6525731210662717
zh,Chinese,51,welch,20,20,70,45,RF,0.8142857142857143,{'clf__n_estimators': 200},0.6636060718252499
zh,Chinese,51,welch,50,50,70,45,RF,0.9,{'clf__n_estimators': 100},0.709959274342836
zh,Chinese,51,welch,100,100,70,45,RF,0.8571428571428571,{'clf__n_estimators': 50},0.6936690114772307
zh,Chinese,51,welch,all,192,70,45,RF,0.9,{'clf__n_estimators': 100},0.6936319881525361
zh,Chinese,51,welch_bonferroni,5,5,70,45,RF,0.7571428571428571,{'clf__n_estimators': 100},0.64727878563495
zh,Chinese,51,welch_bonferroni,10,10,70,45,RF,0.8142857142857143,{'clf__n_estimators': 50},0.6499444650129582
zh,Chinese,51,welch_bonferroni,20,20,70,45,RF,0.7857142857142857,{'clf__n_estimators': 100},0.6554239170677526
zh,Chinese,51,welch_bonferroni,50,50,70,45,RF,0.9142857142857143,{'clf__n_estimators': 200},0.6990373935579416
zh,Chinese,51,welch_bonferroni,100,100,70,45,RF,0.9142857142857143,{'clf__n_estimators': 200},0.7044427989633468
zh,Chinese,51,welch_bonferroni,all,192,70,45,RF,0.9,{'clf__n_estimators': 100},0.6936319881525361
el,Greek,51,anova,5,5,52,29,LR,0.8461538461538461,{'clf__C': 0.1},0.6676136363636365
el,Greek,51,anova,10,10,52,29,RF,0.8076923076923077,{'clf__n_estimators': 50},0.7047348484848486
el,Greek,51,anova,20,20,52,29,RF,0.8461538461538461,{'clf__n_estimators': 50},0.7109848484848486
el,Greek,51,anova,50,50,52,29,RF,0.8846153846153846,{'clf__n_estimators': 200},0.7477272727272728
el,Greek,51,anova,100,100,52,29,RF,0.8461538461538461,{'clf__n_estimators': 50},0.7293560606060606
el,Greek,51,anova,all,192,52,29,RF,0.9038461538461539,{'clf__n_estimators': 200},0.7350378787878789
el,Greek,51,welch,5,5,52,29,SVM,0.7692307692307693,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6922348484848485
el,Greek,51,welch,10,10,52,29,RF,0.8076923076923077,{'clf__n_estimators': 100},0.6676136363636364
el,Greek,51,welch,20,20,52,29,RF,0.7692307692307693,{'clf__n_estimators': 50},0.6984848484848485
el,Greek,51,welch,50,50,52,29,RF,0.7692307692307693,{'clf__n_estimators': 100},0.7106060606060607
el,Greek,51,welch,100,100,52,29,RF,0.8461538461538461,{'clf__n_estimators': 100},0.7291666666666667
el,Greek,51,welch,all,192,52,29,RF,0.9038461538461539,{'clf__n_estimators': 200},0.7350378787878789
el,Greek,51,welch_bonferroni,5,5,52,29,SVM,0.7692307692307693,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6922348484848485
el,Greek,51,welch_bonferroni,10,10,52,29,SVM,0.75,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6609848484848484
el,Greek,51,welch_bonferroni,20,20,52,29,RF,0.8076923076923077,{'clf__n_estimators': 100},0.6738636363636364
el,Greek,51,welch_bonferroni,50,50,52,29,RF,0.7884615384615384,{'clf__n_estimators': 200},0.7231060606060606
el,Greek,51,welch_bonferroni,100,100,52,29,RF,0.8461538461538461,{'clf__n_estimators': 50},0.7049242424242425
el,Greek,51,welch_bonferroni,all,192,52,29,RF,0.9038461538461539,{'clf__n_estimators': 200},0.7350378787878789
en,English,52,anova,5,5,456,381,RF,0.8201754385964912,{'clf__n_estimators': 200},0.8029290780141844
en,English,52,anova,10,10,456,381,LR,0.8267543859649122,{'clf__C': 0.1},0.8029290780141844
en,English,52,anova,20,20,456,381,LR,0.8289473684210527,{'clf__C': 0.1},0.799736170212766
en,English,52,anova,50,50,456,381,RF,0.8421052631578947,{'clf__n_estimators': 100},0.8172950354609929
en,English,52,anova,100,100,456,381,DT,0.8421052631578947,{'clf__max_depth': 10},0.7593078014184398
en,English,52,anova,all,193,456,381,RF,0.8508771929824561,{'clf__n_estimators': 200},0.7720822695035461
en,English,52,welch,5,5,456,381,RF,0.8157894736842105,{'clf__n_estimators': 100},0.8034609929078014
en,English,52,welch,10,10,456,381,RF,0.8355263157894737,{'clf__n_estimators': 200},0.8125035460992909
en,English,52,welch,20,20,456,381,LR,0.8399122807017544,{'clf__C': 0.1},0.7933574468085105
en,English,52,welch,50,50,456,381,RF,0.8333333333333334,{'clf__n_estimators': 100},0.8018652482269504
en,English,52,welch,100,70,456,381,RF,0.8464912280701754,{'clf__n_estimators': 200},0.8140950354609929
