run_name,subset,top_k,num_features,model_family,model_variant,accuracy,balanced_accuracy,macro_f1,sensitivity,specificity,precision,auroc,auprc,language_code,language,ranking_method,ranking_description,tested_features,bonferroni_significant_features,fdr_significant_features
language_el_all_rich,all_universal,100,100,svm,linear_c1,0.7857142857142857,0.8392857142857143,0.7826336975273145,0.6785714285714286,1.0,1.0,0.8303571428571429,0.9291287045760388,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,50,50,svm,rbf_c1,0.7619047619047619,0.7857142857142857,0.7529411764705882,0.7142857142857143,0.8571428571428571,0.9090909090909092,0.8724489795918368,0.9343840272532062,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,10,10,rf,n200,0.7619047619047619,0.7321428571428572,0.7321428571428572,0.8214285714285714,0.6428571428571429,0.8214285714285714,0.8380102040816326,0.9224251831157156,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,10,10,svm,linear_c1,0.7619047619047619,0.75,0.7407407407407407,0.7857142857142857,0.7142857142857143,0.8461538461538461,0.8367346938775511,0.9126140473104424,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,10,10,lr,c1,0.7619047619047619,0.75,0.7407407407407407,0.7857142857142857,0.7142857142857143,0.8461538461538461,0.836734693877551,0.9123523514848234,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,20,20,svm,rbf_c1,0.7380952380952381,0.75,0.7254901960784313,0.7142857142857143,0.7857142857142857,0.8695652173913043,0.9056122448979592,0.9458891677791066,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,5,5,svm,rbf_c1,0.7380952380952381,0.6964285714285714,0.6998050682261208,0.8214285714285714,0.5714285714285714,0.7931034482758621,0.8622448979591838,0.9366918063801732,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,all,192,lr,c1,0.7380952380952381,0.75,0.7254901960784313,0.7142857142857143,0.7857142857142857,0.8695652173913043,0.8545918367346939,0.9338841575137204,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,50,50,lr,c1,0.7380952380952381,0.7857142857142858,0.7343300747556067,0.6428571428571429,0.9285714285714286,0.9473684210526316,0.8290816326530613,0.9221286281994552,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,100,100,svm,rbf_c1,0.7380952380952381,0.7678571428571428,0.7306122448979592,0.6785714285714286,0.8571428571428571,0.9047619047619048,0.8214285714285714,0.9099870964109686,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,all,192,svm,linear_c1,0.7142857142857143,0.7321428571428572,0.703529411764706,0.6785714285714286,0.7857142857142857,0.8636363636363636,0.8596938775510204,0.9362879012630216,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,all,192,svm,rbf_c1,0.7142857142857143,0.7142857142857143,0.6971153846153846,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.8341836734693877,0.9187899655308528,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,20,20,lr,c1,0.7142857142857143,0.7142857142857143,0.6971153846153846,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.8290816326530612,0.894371887988517,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,50,50,svm,linear_c1,0.7142857142857143,0.75,0.7083333333333333,0.6428571428571429,0.8571428571428571,0.9,0.7959183673469388,0.9078693739861724,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,all,192,dt,depth20,0.7142857142857143,0.6964285714285714,0.6888888888888889,0.75,0.6428571428571429,0.8076923076923077,0.6964285714285714,0.7724358974358975,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,20,20,svm,linear_c1,0.6904761904761905,0.6964285714285714,0.6755793226381461,0.6785714285714286,0.7142857142857143,0.8260869565217391,0.8163265306122449,0.8663317704881367,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,20,20,dt,depth20,0.6666666666666666,0.6785714285714286,0.6541176470588235,0.6428571428571429,0.7142857142857143,0.8181818181818182,0.6785714285714286,0.7640692640692641,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,5,5,rf,n200,0.6428571428571429,0.5892857142857143,0.5906432748538011,0.75,0.4285714285714285,0.7241379310344828,0.798469387755102,0.9074797897547964,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,10,10,dt,depth20,0.6428571428571429,0.6428571428571429,0.625668449197861,0.6428571428571429,0.6428571428571429,0.782608695652174,0.6428571428571428,0.7412008281573499,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,5,5,dt,depth20,0.6428571428571429,0.625,0.616555082166768,0.6785714285714286,0.5714285714285714,0.76,0.625,0.73,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_el_all_rich,all_universal,50,50,dt,depth20,0.6428571428571429,0.5892857142857143,0.5906432748538011,0.75,0.4285714285714285,0.7241379310344828,0.5892857142857143,0.7097701149425287,el,Greek,anova,"ANOVA f_classif, ranked by f_score",,,
language_en_all_rich,all_universal,5,5,lr,c1,0.7505154639175258,0.6540317738881448,0.6562278497325859,0.4661016949152542,0.8419618528610354,0.48672566371681414,0.702627811388722,0.5358658454247545,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,5,5,dt,depth20,0.7855670103092783,0.6283194014686186,0.6452883263009845,0.3220338983050847,0.9346049046321526,0.6129032258064516,0.6381679213042073,0.37700152203072707,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,5,5,rf,n200,0.8185567010309278,0.675991779430102,0.7024041947899816,0.3983050847457627,0.9536784741144414,0.734375,0.7285826444372605,0.5310876412917565,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,5,5,svm,linear_c1,0.7649484536082474,0.6635685586292892,0.6691282075833014,0.4661016949152542,0.8610354223433242,0.5188679245283019,0.6768346187595252,0.5096978693281327,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,5,5,svm,rbf_c1,0.7814432989690722,0.6572183992980187,0.6710054779091793,0.4152542372881356,0.8991825613079019,0.5697674418604651,0.7054911559599132,0.541578850034187,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,10,10,lr,c1,0.756701030927835,0.7041172123955111,0.6899783315276273,0.6016949152542372,0.8065395095367848,0.5,0.7744654320417494,0.6264110273360668,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,10,10,dt,depth20,0.7237113402061855,0.6506950538031682,0.6426450534465314,0.5084745762711864,0.7929155313351499,0.4411764705882353,0.6870872396434675,0.4247580126964161,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,10,10,rf,n200,0.7546391752577319,0.6711310211056205,0.6696506762673933,0.5084745762711864,0.8337874659400545,0.49586776859504134,0.7300027709786173,0.6015153320541562,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,10,10,svm,linear_c1,0.7731958762886598,0.6690181499099432,0.6766666666666667,0.4661016949152542,0.8719346049046321,0.5392156862745098,0.6566526578303238,0.5414008709493252,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,10,10,svm,rbf_c1,0.7896907216494845,0.6885420034175402,0.6982358969353895,0.4915254237288136,0.885558583106267,0.58,0.7898905463446174,0.6457313763304229,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,20,20,lr,c1,0.734020618556701,0.7150048492125802,0.6821029526088747,0.6779661016949152,0.7520435967302452,0.4678362573099415,0.7929732600563433,0.6527274203533253,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,20,20,dt,depth20,0.7422680412371134,0.6802059760772179,0.6691515545101805,0.559322033898305,0.8010899182561307,0.4748201438848921,0.7074539324804877,0.429635781788701,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,20,20,rf,n200,0.8391752577319588,0.7126148801551748,0.7426810687272134,0.4661016949152542,0.9591280653950953,0.7857142857142857,0.8053618436244401,0.7049065996016846,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,20,20,svm,linear_c1,0.7670103092783506,0.7109292014963284,0.6994103935280406,0.6016949152542372,0.8201634877384196,0.5182481751824818,0.8062162286981019,0.6526413926656263,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,20,20,svm,rbf_c1,0.8185567010309278,0.7421142566849859,0.7477183524849861,0.5932203389830508,0.8910081743869209,0.6363636363636364,0.8153489123908928,0.6805829819672882,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,50,50,lr,c1,0.7422680412371134,0.711829769546945,0.68553703790154,0.652542372881356,0.771117166212534,0.4782608695652174,0.7906525654643698,0.6524737854992481,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,50,50,dt,depth20,0.7670103092783506,0.6793054080266014,0.6808485857874109,0.5084745762711864,0.8501362397820164,0.5217391304347826,0.6837389738142521,0.39697238885692926,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,50,50,rf,n200,0.8494845360824742,0.6993026370479841,0.7384556286889908,0.4067796610169492,0.9918256130790191,0.9411764705882353,0.8336027340322357,0.729337122116646,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,50,50,svm,linear_c1,0.7546391752577319,0.697005033944488,0.6850322798936919,0.5847457627118644,0.8092643051771117,0.49640287769784175,0.7812081466771348,0.6229442481049621,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,50,50,svm,rbf_c1,0.8103092783505155,0.7452893363506212,0.7438811590209855,0.6186440677966102,0.8719346049046321,0.6083333333333333,0.8069320648408996,0.6530390113189828,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,100,70,lr,c1,0.7422680412371134,0.7003302082852261,0.6799592459443908,0.6186440677966102,0.782016348773842,0.477124183006536,0.8030296032882279,0.6552737225743002,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,100,70,dt,depth20,0.797938144329897,0.7227404978524916,0.724022203641769,0.576271186440678,0.8692098092643051,0.5862068965517241,0.7227404978524916,0.44090692728072445,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,100,70,rf,n200,0.8618556701030928,0.718976585230684,0.7621661579898851,0.4406779661016949,0.997275204359673,0.9811320754716981,0.8445250080820211,0.7552126662417312,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,100,70,svm,linear_c1,0.7670103092783506,0.7109292014963284,0.6994103935280406,0.6016949152542372,0.8201634877384196,0.5182481751824818,0.7958481503717729,0.6320015137531696,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,100,70,svm,rbf_c1,0.8206185567010309,0.7319770932434304,0.7434470933732192,0.559322033898305,0.9046321525885559,0.6534653465346535,0.8161686602318385,0.6652677543089172,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,all,193,lr,c1,0.7463917525773196,0.7116796748718421,0.6878744277305429,0.6440677966101694,0.779291553133515,0.4840764331210191,0.811203990209209,0.6737253641123058,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,all,193,dt,depth20,0.7896907216494845,0.7144160162564079,0.7144160162564079,0.5677966101694916,0.8610354223433242,0.5677966101694916,0.7144160162564079,0.4275476296952233,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,all,193,rf,n200,0.8577319587628865,0.7076271186440678,0.7504492882230558,0.4152542372881356,1.0,1.0,0.8464185101371635,0.7575252936328692,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,all,193,svm,linear_c1,0.7587628865979381,0.7141042811619637,0.6962665596146126,0.6271186440677966,0.8010899182561307,0.5034013605442177,0.8061815914653858,0.6617901799661617,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,all,193,svm,rbf_c1,0.8,0.7327275666189442,0.7307236604868668,0.6016949152542372,0.8637602179836512,0.5867768595041323,0.8108576178820488,0.697235337672189,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",70.0,54.0,58.0
language_en_all_rich,all_universal,5,5,lr,c1,0.6989690721649484,0.6544705121692145,0.633488612836439,0.5677966101694916,0.7411444141689373,0.41358024691358025,0.7248649147924077,0.561194271121155,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,5,5,dt,depth20,0.7587628865979381,0.6451069135916501,0.6527255035158903,0.423728813559322,0.8664850136239782,0.5050505050505051,0.6846857248418232,0.4488597956683209,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,5,5,rf,n200,0.7958762886597938,0.6696300743545929,0.687053946776685,0.423728813559322,0.9155313351498637,0.6172839506172839,0.7539717360181037,0.6229146615959307,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,5,5,svm,linear_c1,0.7649484536082474,0.6578187779984298,0.6649090909090909,0.4491525423728814,0.8664850136239782,0.5196078431372549,0.7005726689142383,0.5125082518814823,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,5,5,svm,rbf_c1,0.7690721649484537,0.6720431349004756,0.6769435721762299,0.4830508474576271,0.8610354223433242,0.5277777777777778,0.7312381656121554,0.5639699182260659,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,10,10,lr,c1,0.7195876288659794,0.6680944903708493,0.651005291005291,0.5677966101694916,0.7683923705722071,0.4407894736842105,0.7385119844825198,0.5751419677580025,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,10,10,dt,depth20,0.7690721649484537,0.6892924767930542,0.6882031501125041,0.5338983050847458,0.8446866485013624,0.525,0.6886343693714496,0.39160139243535963,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,10,10,rf,n200,0.8309278350515464,0.7042903985590911,0.7316464237516869,0.4576271186440678,0.9509536784741145,0.75,0.7740728767376345,0.6811748038292924,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,10,10,svm,linear_c1,0.7752577319587629,0.6703805477301067,0.6785716457204701,0.4661016949152542,0.8746594005449592,0.5445544554455446,0.7062531750796657,0.5297232250728596,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,10,10,svm,rbf_c1,0.797938144329897,0.7169907172216321,0.7207403055229142,0.559322033898305,0.8746594005449592,0.5892857142857143,0.800166258717037,0.6654994801648632,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,20,20,lr,c1,0.734020618556701,0.7207546298434397,0.6845902168268965,0.6949152542372882,0.7465940054495913,0.4685714285714286,0.8063085946520113,0.6648800933320664,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,20,20,dt,depth20,0.7896907216494845,0.6971666743638294,0.7039568173113749,0.5169491525423728,0.8773841961852861,0.5754716981132075,0.7012769593127972,0.43383925558656067,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,20,20,rf,n200,0.8288659793814434,0.6914284394772087,0.7204921504502816,0.423728813559322,0.9591280653950953,0.7692307692307693,0.8091719392232023,0.702897209831878,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,20,20,svm,linear_c1,0.7711340206185567,0.7251535583983744,0.7090770552664429,0.635593220338983,0.8147138964577657,0.5244755244755245,0.8017364799334965,0.6292548383938186,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,20,20,svm,rbf_c1,0.797938144329897,0.7313651687987808,0.7287100456621005,0.6016949152542372,0.8610354223433242,0.5819672131147541,0.812508659308179,0.666260475187638,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,50,50,lr,c1,0.7402061855670103,0.6989678104650625,0.678124473285016,0.6186440677966102,0.779291553133515,0.474025974025974,0.793793007897289,0.6587397216169666,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,50,50,dt,depth20,0.777319587628866,0.6832425068119892,0.6884813017413646,0.5,0.8664850136239782,0.5462962962962963,0.6813143675241305,0.39778839584448533,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,50,50,rf,n200,0.8515463917525773,0.7006650348681476,0.7408265051656573,0.4067796610169492,0.9945504087193461,0.96,0.8332217244723595,0.7363679665642578,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,50,50,svm,linear_c1,0.7628865979381443,0.7110792961714312,0.6971202667405199,0.6101694915254238,0.8119891008174387,0.5106382978723404,0.7927769824042857,0.6365870716921906,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,50,50,svm,rbf_c1,0.8061855670103093,0.7425645407102942,0.739783105022831,0.6186440677966102,0.8664850136239782,0.5983606557377049,0.8079019073569482,0.6557445920466692,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,100,70,lr,c1,0.7422680412371134,0.7003302082852261,0.6799592459443908,0.6186440677966102,0.782016348773842,0.477124183006536,0.8030526947767054,0.6552893044198919,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,100,70,dt,depth20,0.7896907216494845,0.7144160162564079,0.7144160162564079,0.5677966101694916,0.8610354223433242,0.5677966101694916,0.7144160162564079,0.4275476296952233,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,100,70,rf,n200,0.8597938144329897,0.711864406779661,0.755225032656454,0.423728813559322,1.0,1.0,0.8407957326929294,0.7506530054561312,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,100,70,svm,linear_c1,0.7670103092783506,0.7109292014963284,0.6994103935280406,0.6016949152542372,0.8201634877384196,0.5182481751824818,0.7958481503717729,0.6320015137531696,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,100,70,svm,rbf_c1,0.8206185567010309,0.7319770932434304,0.7434470933732192,0.559322033898305,0.9046321525885559,0.6534653465346535,0.8161686602318385,0.6652677543089172,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,all,193,lr,c1,0.7463917525773196,0.7116796748718421,0.6878744277305429,0.6440677966101694,0.779291553133515,0.4840764331210191,0.811203990209209,0.6737253641123058,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,all,193,dt,depth20,0.7896907216494845,0.7144160162564079,0.7144160162564079,0.5677966101694916,0.8610354223433242,0.5677966101694916,0.7144160162564079,0.4275476296952233,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,all,193,rf,n200,0.8577319587628865,0.7076271186440678,0.7504492882230558,0.4152542372881356,1.0,1.0,0.8464185101371635,0.7575252936328692,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,all,193,svm,linear_c1,0.7587628865979381,0.7141042811619637,0.6962665596146126,0.6271186440677966,0.8010899182561307,0.5034013605442177,0.8061815914653858,0.6617901799661617,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_en_all_rich,all_universal,all,193,svm,rbf_c1,0.8,0.7327275666189442,0.7307236604868668,0.6016949152542372,0.8637602179836512,0.5867768595041323,0.8108576178820488,0.697235337672189,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",70.0,54.0,58.0
language_es_all_rich,all_universal,5,5,lr,c1,0.6885245901639344,0.6660206718346253,0.6510087323095453,0.6111111111111112,0.7209302325581395,0.4782608695652174,0.6627906976744187,0.5102338746946591,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,5,5,dt,depth20,0.6885245901639344,0.6498708010335917,0.6419524250849552,0.5555555555555556,0.7441860465116279,0.47619047619047616,0.6563307493540051,0.4089253187613843,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,5,5,rf,n200,0.7213114754098361,0.6569767441860466,0.6594417077175698,0.5,0.813953488372093,0.5294117647058824,0.7325581395348838,0.5303207371723231,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,5,5,svm,linear_c1,0.7213114754098361,0.6569767441860466,0.6594417077175698,0.5,0.813953488372093,0.5294117647058824,0.6744186046511628,0.5195117672639691,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,5,5,svm,rbf_c1,0.7377049180327869,0.7332041343669251,0.7095238095238096,0.7222222222222222,0.7441860465116279,0.5416666666666666,0.7571059431524547,0.556697703525441,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,10,10,lr,c1,0.6721311475409836,0.6059431524547804,0.6059431524547804,0.4444444444444444,0.7674418604651163,0.4444444444444444,0.6291989664082687,0.4382672333375348,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,10,10,dt,depth20,0.6557377049180327,0.6266149870801034,0.6142728093947606,0.5555555555555556,0.6976744186046512,0.43478260869565216,0.6266149870801034,0.3726934347034133,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,10,10,rf,n200,0.7213114754098361,0.6246770025839793,0.6323998582063098,0.3888888888888889,0.8604651162790697,0.5384615384615384,0.6841085271317829,0.4519471203652591,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,10,10,svm,linear_c1,0.6885245901639344,0.601421188630491,0.6053796390875043,0.3888888888888889,0.813953488372093,0.4666666666666667,0.5723514211886305,0.3722066522901778,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,10,10,svm,rbf_c1,0.7704918032786885,0.7564599483204134,0.7396341463414634,0.7222222222222222,0.7906976744186046,0.5909090909090909,0.774547803617571,0.5483915931402135,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,20,20,lr,c1,0.7213114754098361,0.6892764857881137,0.6796416434970651,0.6111111111111112,0.7674418604651163,0.5238095238095238,0.6162790697674418,0.4790346031262871,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,20,20,dt,depth20,0.7868852459016393,0.751937984496124,0.7478537360890303,0.6666666666666666,0.8372093023255814,0.631578947368421,0.7519379844961239,0.5194132873166523,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,20,20,rf,n200,0.7049180327868853,0.6130490956072352,0.61875,0.3888888888888889,0.8372093023255814,0.5,0.7286821705426356,0.5287612883627377,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,20,20,svm,linear_c1,0.7213114754098361,0.6569767441860466,0.6594417077175698,0.5,0.813953488372093,0.5294117647058824,0.5374677002583979,0.39081616962429727,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,20,20,svm,rbf_c1,0.7704918032786885,0.7564599483204134,0.7396341463414634,0.7222222222222222,0.7906976744186046,0.5909090909090909,0.7803617571059431,0.5278556231471193,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,50,50,lr,c1,0.6721311475409836,0.6543927648578811,0.6369047619047619,0.6111111111111112,0.6976744186046512,0.4583333333333333,0.7596899224806202,0.6449724322495559,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
language_es_all_rich,all_universal,50,50,dt,depth20,0.6557377049180327,0.5781653746770026,0.5793103448275863,0.3888888888888889,0.7674418604651163,0.4117647058823529,0.5781653746770026,0.34045858780670735,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",69.0,40.0,56.0
