feature_group,native_importance_abs
disc,0.0160879778080288
lex,0.01579656483258169
syn,0.014397574066141141
len,0.012914229593773415
graph,0.011861072436451538
pause,0.005455627142296268
missingindicator,0.0031031359729395127
