language_code,language,seed,ranking_method,top_k,num_features,test_rows,test_groups,model_family,accuracy,best_params,cv_accuracy
es,Spanish,45,anova,10,10,54,25,RF,0.7037037037037037,{'clf__n_estimators': 100},0.6806737588652483
es,Spanish,45,anova,20,20,54,25,LR,0.7037037037037037,{'clf__C': 0.1},0.6766843971631206
es,Spanish,45,anova,50,50,54,25,SVM,0.7407407407407407,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7317375886524823
es,Spanish,45,anova,100,69,54,25,RF,0.7407407407407407,{'clf__n_estimators': 100},0.6638297872340425
es,Spanish,45,anova,all,69,54,25,RF,0.7407407407407407,{'clf__n_estimators': 200},0.650886524822695
es,Spanish,45,welch,5,5,54,25,SVM,0.6666666666666666,"{'clf__C': 1, 'clf__kernel': 'linear'}",0.6929964539007092
es,Spanish,45,welch,10,10,54,25,SVM,0.6851851851851852,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6848404255319148
es,Spanish,45,welch,20,20,54,25,SVM,0.7037037037037037,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.6843971631205674
es,Spanish,45,welch,50,50,54,25,RF,0.6851851851851852,{'clf__n_estimators': 100},0.676418439716312
es,Spanish,45,welch,100,69,54,25,RF,0.7407407407407407,{'clf__n_estimators': 100},0.663918439716312
es,Spanish,45,welch,all,69,54,25,RF,0.7407407407407407,{'clf__n_estimators': 200},0.650886524822695
es,Spanish,45,welch_bonferroni,5,5,54,25,SVM,0.6666666666666666,"{'clf__C': 1, 'clf__kernel': 'linear'}",0.6929964539007092
es,Spanish,45,welch_bonferroni,10,10,54,25,LR,0.7037037037037037,{'clf__C': 0.1},0.6593971631205674
es,Spanish,45,welch_bonferroni,20,20,54,25,SVM,0.7037037037037037,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.6887411347517729
es,Spanish,45,welch_bonferroni,50,50,54,25,LR,0.7037037037037037,{'clf__C': 0.1},0.6512411347517731
es,Spanish,45,welch_bonferroni,100,69,54,25,RF,0.7407407407407407,{'clf__n_estimators': 200},0.6636524822695036
es,Spanish,45,welch_bonferroni,all,69,54,25,RF,0.7407407407407407,{'clf__n_estimators': 200},0.650886524822695
zh,Chinese,45,anova,5,5,86,45,RF,0.7558139534883721,{'clf__n_estimators': 200},0.6685311871227364
zh,Chinese,45,anova,10,10,86,45,RF,0.7441860465116279,{'clf__n_estimators': 100},0.6598792756539236
zh,Chinese,45,anova,20,20,86,45,RF,0.7674418604651163,{'clf__n_estimators': 200},0.671307847082495
zh,Chinese,45,anova,50,50,86,45,RF,0.7906976744186046,{'clf__n_estimators': 100},0.6967404426559355
zh,Chinese,45,anova,100,100,86,45,RF,0.8255813953488372,{'clf__n_estimators': 100},0.6911871227364185
zh,Chinese,45,anova,all,192,86,45,RF,0.8488372093023255,{'clf__n_estimators': 200},0.6968209255533199
zh,Chinese,45,welch,5,5,86,45,RF,0.7093023255813954,{'clf__n_estimators': 100},0.6768209255533199
zh,Chinese,45,welch,10,10,86,45,DT,0.7790697674418605,{'clf__max_depth': 10},0.5636619718309859
zh,Chinese,45,welch,20,20,86,45,SVM,0.8255813953488372,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6624144869215292
zh,Chinese,45,welch,50,50,86,45,SVM,0.8604651162790697,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6768209255533199
zh,Chinese,45,welch,100,100,86,45,RF,0.813953488372093,{'clf__n_estimators': 100},0.6825352112676055
zh,Chinese,45,welch,all,192,86,45,RF,0.8488372093023255,{'clf__n_estimators': 200},0.6968209255533199
zh,Chinese,45,welch_bonferroni,5,5,86,45,RF,0.7674418604651163,{'clf__n_estimators': 50},0.6146478873239436
zh,Chinese,45,welch_bonferroni,10,10,86,45,DT,0.7325581395348837,{'clf__max_depth': 10},0.5779074446680081
zh,Chinese,45,welch_bonferroni,20,20,86,45,SVM,0.8255813953488372,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6624144869215292
zh,Chinese,45,welch_bonferroni,50,50,86,45,SVM,0.872093023255814,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6795975855130785
zh,Chinese,45,welch_bonferroni,100,100,86,45,RF,0.813953488372093,{'clf__n_estimators': 200},0.688128772635815
zh,Chinese,45,welch_bonferroni,all,192,86,45,RF,0.8488372093023255,{'clf__n_estimators': 200},0.6968209255533199
el,Greek,45,anova,5,5,46,29,RF,0.7608695652173914,{'clf__n_estimators': 200},0.6686274509803922
el,Greek,45,anova,10,10,46,29,SVM,0.8260869565217391,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7276292335115864
el,Greek,45,anova,20,20,46,29,RF,0.8260869565217391,{'clf__n_estimators': 50},0.7566844919786095
el,Greek,45,anova,50,50,46,29,RF,0.8260869565217391,{'clf__n_estimators': 200},0.7689839572192513
el,Greek,45,anova,100,100,46,29,RF,0.8260869565217391,{'clf__n_estimators': 200},0.7627450980392156
el,Greek,45,anova,all,192,46,29,RF,0.782608695652174,{'clf__n_estimators': 200},0.6976827094474154
el,Greek,45,welch,5,5,46,29,RF,0.6956521739130435,{'clf__n_estimators': 200},0.6385026737967915
el,Greek,45,welch,10,10,46,29,DT,0.7391304347826086,{'clf__max_depth': 20},0.5969696969696969
el,Greek,45,welch,20,20,46,29,RF,0.7608695652173914,{'clf__n_estimators': 100},0.6737967914438503
el,Greek,45,welch,50,50,46,29,DT,0.8043478260869565,{'clf__max_depth': 20},0.5677361853832441
el,Greek,45,welch,100,100,46,29,LR,0.8478260869565217,{'clf__C': 0.1},0.5857397504456328
el,Greek,45,welch,all,192,46,29,RF,0.782608695652174,{'clf__n_estimators': 200},0.6976827094474154
el,Greek,45,welch_bonferroni,5,5,46,29,RF,0.6956521739130435,{'clf__n_estimators': 200},0.6385026737967915
el,Greek,45,welch_bonferroni,10,10,46,29,RF,0.7391304347826086,{'clf__n_estimators': 200},0.6859180035650625
el,Greek,45,welch_bonferroni,20,20,46,29,SVM,0.7608695652173914,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7156862745098038
el,Greek,45,welch_bonferroni,50,50,46,29,RF,0.8043478260869565,{'clf__n_estimators': 50},0.7032085561497327
el,Greek,45,welch_bonferroni,100,100,46,29,LR,0.8478260869565217,{'clf__C': 0.1},0.5912655971479501
el,Greek,45,welch_bonferroni,all,192,46,29,RF,0.782608695652174,{'clf__n_estimators': 200},0.6976827094474154
en,English,46,anova,5,5,463,381,RF,0.7991360691144709,{'clf__n_estimators': 50},0.7867793226381462
en,English,46,anova,10,10,463,381,RF,0.8142548596112311,{'clf__n_estimators': 100},0.7487700534759358
en,English,46,anova,20,20,463,381,RF,0.8185745140388769,{'clf__n_estimators': 100},0.8134502673796791
en,English,46,anova,50,50,463,381,RF,0.8315334773218143,{'clf__n_estimators': 200},0.8182844919786095
en,English,46,anova,100,100,463,381,RF,0.8444924406047516,{'clf__n_estimators': 100},0.7974901960784314
en,English,46,anova,all,193,463,381,RF,0.8466522678185745,{'clf__n_estimators': 200},0.7910859180035651
en,English,46,welch,5,5,463,381,RF,0.816414686825054,{'clf__n_estimators': 200},0.796914081996435
en,English,46,welch,10,10,463,381,RF,0.8272138228941684,{'clf__n_estimators': 100},0.8124064171122996
en,English,46,welch,20,20,463,381,RF,0.8185745140388769,{'clf__n_estimators': 200},0.8113140819964351
en,English,46,welch,50,50,463,381,RF,0.838012958963283,{'clf__n_estimators': 50},0.8171992869875222
en,English,46,welch,100,70,463,381,RF,0.838012958963283,{'clf__n_estimators': 50},0.8305540106951872
en,English,46,welch,all,193,463,381,RF,0.8466522678185745,{'clf__n_estimators': 200},0.7910859180035651
en,English,46,welch_bonferroni,5,5,463,381,SVM,0.8185745140388769,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6990659536541889
en,English,46,welch_bonferroni,10,10,463,381,RF,0.8401727861771058,{'clf__n_estimators': 200},0.8054402852049911
en,English,46,welch_bonferroni,20,20,463,381,RF,0.8336933045356372,{'clf__n_estimators': 100},0.8075850267379678
en,English,46,welch_bonferroni,50,50,463,381,RF,0.8315334773218143,{'clf__n_estimators': 100},0.8193440285204991
en,English,46,welch_bonferroni,100,70,463,381,RF,0.838012958963283,{'clf__n_estimators': 100},0.830017825311943
en,English,46,welch_bonferroni,all,193,463,381,RF,0.8466522678185745,{'clf__n_estimators': 200},0.7910859180035651
es,Spanish,46,anova,5,5,43,25,RF,0.7441860465116279,{'clf__n_estimators': 50},0.6257959183673469
es,Spanish,46,anova,10,10,43,25,RF,0.7906976744186046,{'clf__n_estimators': 200},0.6462857142857142
es,Spanish,46,anova,20,20,43,25,SVM,0.6976744186046512,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6704489795918368
es,Spanish,46,anova,50,50,43,25,SVM,0.6976744186046512,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7029387755102041
es,Spanish,46,anova,100,69,43,25,RF,0.7674418604651163,{'clf__n_estimators': 200},0.6626938775510205
es,Spanish,46,anova,all,69,43,25,RF,0.7906976744186046,{'clf__n_estimators': 200},0.6747755102040816
es,Spanish,46,welch,5,5,43,25,RF,0.7209302325581395,{'clf__n_estimators': 200},0.6183673469387755
es,Spanish,46,welch,10,10,43,25,LR,0.7441860465116279,{'clf__C': 0.1},0.6338775510204081
es,Spanish,46,welch,20,20,43,25,SVM,0.7674418604651163,"{'clf__C': 10, 'clf__kernel': 'linear'}",0.6543673469387755
es,Spanish,46,welch,50,50,43,25,RF,0.7674418604651163,{'clf__n_estimators': 200},0.6344489795918367
es,Spanish,46,welch,100,69,43,25,RF,0.7674418604651163,{'clf__n_estimators': 200},0.6866938775510205
es,Spanish,46,welch,all,69,43,25,RF,0.7906976744186046,{'clf__n_estimators': 200},0.6747755102040816
es,Spanish,46,welch_bonferroni,5,5,43,25,RF,0.7209302325581395,{'clf__n_estimators': 200},0.6183673469387755
es,Spanish,46,welch_bonferroni,10,10,43,25,SVM,0.7906976744186046,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6783673469387754
es,Spanish,46,welch_bonferroni,20,20,43,25,LR,0.6976744186046512,{'clf__C': 1},0.6462857142857142
es,Spanish,46,welch_bonferroni,50,50,43,25,RF,0.7906976744186046,{'clf__n_estimators': 200},0.6464489795918368
es,Spanish,46,welch_bonferroni,100,69,43,25,RF,0.7441860465116279,{'clf__n_estimators': 200},0.6707755102040817
es,Spanish,46,welch_bonferroni,all,69,43,25,RF,0.7906976744186046,{'clf__n_estimators': 200},0.6747755102040816
zh,Chinese,46,anova,5,5,93,45,SVM,0.8172043010752689,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6527950310559006
zh,Chinese,46,anova,10,10,93,45,RF,0.7956989247311828,{'clf__n_estimators': 200},0.6990890269151139
zh,Chinese,46,anova,20,20,93,45,RF,0.8172043010752689,{'clf__n_estimators': 200},0.7048447204968944
zh,Chinese,46,anova,50,50,93,45,RF,0.8387096774193549,{'clf__n_estimators': 50},0.707784679089027
zh,Chinese,46,anova,100,100,93,45,RF,0.8494623655913979,{'clf__n_estimators': 100},0.7136231884057972
zh,Chinese,46,anova,all,192,93,45,RF,0.8387096774193549,{'clf__n_estimators': 200},0.7078260869565216
zh,Chinese,46,welch,5,5,93,45,RF,0.6559139784946236,{'clf__n_estimators': 50},0.5803726708074535
zh,Chinese,46,welch,10,10,93,45,DT,0.6559139784946236,{'clf__max_depth': 20},0.6181780538302277
zh,Chinese,46,welch,20,20,93,45,SVM,0.7419354838709677,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6759834368530021
zh,Chinese,46,welch,50,50,93,45,RF,0.8172043010752689,{'clf__n_estimators': 100},0.731055900621118
zh,Chinese,46,welch,100,100,93,45,RF,0.8602150537634409,{'clf__n_estimators': 200},0.7165217391304347
zh,Chinese,46,welch,all,192,93,45,RF,0.8387096774193549,{'clf__n_estimators': 200},0.7078260869565216
zh,Chinese,46,welch_bonferroni,5,5,93,45,DT,0.6236559139784946,{'clf__max_depth': 20},0.5631055900621118
zh,Chinese,46,welch_bonferroni,10,10,93,45,RF,0.6881720430107527,{'clf__n_estimators': 50},0.655569358178054
zh,Chinese,46,welch_bonferroni,20,20,93,45,SVM,0.7419354838709677,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6962318840579711
zh,Chinese,46,welch_bonferroni,50,50,93,45,RF,0.8279569892473119,{'clf__n_estimators': 200},0.7280745341614907
zh,Chinese,46,welch_bonferroni,100,100,93,45,RF,0.8602150537634409,{'clf__n_estimators': 100},0.7078674948240165
zh,Chinese,46,welch_bonferroni,all,192,93,45,RF,0.8387096774193549,{'clf__n_estimators': 200},0.7078260869565216
el,Greek,46,anova,5,5,43,29,DT,0.6744186046511628,{'clf__max_depth': 10},0.6391596638655462
el,Greek,46,anova,10,10,43,29,DT,0.7674418604651163,{'clf__max_depth': 10},0.7381512605042015
el,Greek,46,anova,20,20,43,29,RF,0.7441860465116279,{'clf__n_estimators': 100},0.7383193277310924
el,Greek,46,anova,50,50,43,29,SVM,0.7441860465116279,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.8084033613445378
el,Greek,46,anova,100,100,43,29,LR,0.7674418604651163,{'clf__C': 10},0.7154621848739496
el,Greek,46,anova,all,192,43,29,RF,0.7441860465116279,{'clf__n_estimators': 200},0.7557983193277311
el,Greek,46,welch,5,5,43,29,RF,0.6976744186046512,{'clf__n_estimators': 50},0.7094117647058824
el,Greek,46,welch,10,10,43,29,RF,0.6976744186046512,{'clf__n_estimators': 50},0.703529411764706
el,Greek,46,welch,20,20,43,29,RF,0.6744186046511628,{'clf__n_estimators': 50},0.7273949579831933
el,Greek,46,welch,50,50,43,29,RF,0.7209302325581395,{'clf__n_estimators': 200},0.7213445378151261
el,Greek,46,welch,100,100,43,29,LR,0.7906976744186046,{'clf__C': 1},0.7089075630252102
el,Greek,46,welch,all,192,43,29,RF,0.7441860465116279,{'clf__n_estimators': 200},0.7557983193277311
el,Greek,46,welch_bonferroni,5,5,43,29,RF,0.6976744186046512,{'clf__n_estimators': 50},0.7094117647058824
el,Greek,46,welch_bonferroni,10,10,43,29,DT,0.6976744186046512,{'clf__max_depth': 10},0.6166386554621849
el,Greek,46,welch_bonferroni,20,20,43,29,RF,0.7209302325581395,{'clf__n_estimators': 50},0.709747899159664
el,Greek,46,welch_bonferroni,50,50,43,29,RF,0.6976744186046512,{'clf__n_estimators': 200},0.7267226890756303
el,Greek,46,welch_bonferroni,100,100,43,29,LR,0.7906976744186046,{'clf__C': 1},0.7089075630252102
el,Greek,46,welch_bonferroni,all,192,43,29,RF,0.7441860465116279,{'clf__n_estimators': 200},0.7557983193277311
en,English,47,anova,5,5,457,381,RF,0.8336980306345733,{'clf__n_estimators': 200},0.801777304964539
en,English,47,anova,10,10,457,381,SVM,0.7855579868708972,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7383687943262411
en,English,47,anova,20,20,457,381,RF,0.8140043763676149,{'clf__n_estimators': 100},0.8145007092198581
en,English,47,anova,50,50,457,381,RF,0.8315098468271335,{'clf__n_estimators': 200},0.8294340425531915
en,English,47,anova,100,100,457,381,RF,0.8468271334792122,{'clf__n_estimators': 100},0.8023035460992908
en,English,47,anova,all,193,457,381,RF,0.8512035010940919,{'clf__n_estimators': 200},0.7874156028368795
en,English,47,welch,5,5,457,381,RF,0.8293216630196937,{'clf__n_estimators': 100},0.8060354609929078
en,English,47,welch,10,10,457,381,RF,0.8315098468271335,{'clf__n_estimators': 200},0.817740425531915
en,English,47,welch,20,20,457,381,SVM,0.8161925601750547,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7356893617021277
en,English,47,welch,50,50,457,381,RF,0.8402625820568927,{'clf__n_estimators': 100},0.8171943262411346
en,English,47,welch,100,70,457,381,RF,0.8424507658643327,{'clf__n_estimators': 100},0.8358212765957447
en,English,47,welch,all,193,457,381,RF,0.8512035010940919,{'clf__n_estimators': 200},0.7874156028368795
en,English,47,welch_bonferroni,5,5,457,381,SVM,0.7921225382932167,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.7085602836879432
en,English,47,welch_bonferroni,10,10,457,381,RF,0.8315098468271335,{'clf__n_estimators': 100},0.8102524822695036
en,English,47,welch_bonferroni,20,20,457,381,RF,0.8293216630196937,{'clf__n_estimators': 200},0.8182354609929078
en,English,47,welch_bonferroni,50,50,457,381,RF,0.8446389496717724,{'clf__n_estimators': 100},0.8225163120567377
en,English,47,welch_bonferroni,100,70,457,381,RF,0.8446389496717724,{'clf__n_estimators': 100},0.8336879432624114
en,English,47,welch_bonferroni,all,193,457,381,RF,0.8512035010940919,{'clf__n_estimators': 200},0.7874156028368795
es,Spanish,47,anova,5,5,61,25,RF,0.6885245901639344,{'clf__n_estimators': 100},0.6841813135985199
es,Spanish,47,anova,10,10,61,25,RF,0.6885245901639344,{'clf__n_estimators': 50},0.6667900092506938
es,Spanish,47,anova,20,20,61,25,RF,0.6721311475409836,{'clf__n_estimators': 200},0.6968547641073081
es,Spanish,47,anova,50,50,61,25,LR,0.6885245901639344,{'clf__C': 0.1},0.6712303422756707
es,Spanish,47,anova,100,69,61,25,RF,0.6721311475409836,{'clf__n_estimators': 200},0.735800185013876
es,Spanish,47,anova,all,69,61,25,LR,0.6721311475409836,{'clf__C': 0.1},0.7145235892691952
es,Spanish,47,welch,5,5,61,25,RF,0.6557377049180327,{'clf__n_estimators': 200},0.6755781683626272
es,Spanish,47,welch,10,10,61,25,RF,0.6557377049180327,{'clf__n_estimators': 200},0.688436632747456
es,Spanish,47,welch,20,20,61,25,SVM,0.6229508196721312,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.7059204440333026
es,Spanish,47,welch,50,50,61,25,RF,0.6721311475409836,{'clf__n_estimators': 200},0.6580018501387606
es,Spanish,47,welch,100,69,61,25,LR,0.6721311475409836,{'clf__C': 0.1},0.7145235892691952
es,Spanish,47,welch,all,69,61,25,LR,0.6721311475409836,{'clf__C': 0.1},0.7145235892691952
es,Spanish,47,welch_bonferroni,5,5,61,25,RF,0.6557377049180327,{'clf__n_estimators': 200},0.6713228492136911
es,Spanish,47,welch_bonferroni,10,10,61,25,RF,0.6721311475409836,{'clf__n_estimators': 50},0.6755781683626273
es,Spanish,47,welch_bonferroni,20,20,61,25,RF,0.6557377049180327,{'clf__n_estimators': 200},0.670767807585569
es,Spanish,47,welch_bonferroni,50,50,61,25,DT,0.6721311475409836,{'clf__max_depth': 10},0.6189639222941721
es,Spanish,47,welch_bonferroni,100,69,61,25,LR,0.6721311475409836,{'clf__C': 0.1},0.7145235892691952
es,Spanish,47,welch_bonferroni,all,69,61,25,LR,0.6721311475409836,{'clf__C': 0.1},0.7145235892691952
zh,Chinese,47,anova,5,5,72,45,RF,0.7916666666666666,{'clf__n_estimators': 200},0.6473898556090336
zh,Chinese,47,anova,10,10,72,45,RF,0.8055555555555556,{'clf__n_estimators': 200},0.6718992965568308
zh,Chinese,47,anova,20,20,72,45,RF,0.8194444444444444,{'clf__n_estimators': 200},0.6719363198815254
zh,Chinese,47,anova,50,50,72,45,RF,0.8194444444444444,{'clf__n_estimators': 100},0.6965198074787116
zh,Chinese,47,anova,100,100,72,45,SVM,0.8611111111111112,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6609033691225472
zh,Chinese,47,anova,all,192,72,45,SVM,0.8333333333333334,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6663828211773417
zh,Chinese,47,welch,5,5,72,45,RF,0.6805555555555556,{'clf__n_estimators': 200},0.6146982599037394
zh,Chinese,47,welch,10,10,72,45,RF,0.7222222222222222,{'clf__n_estimators': 200},0.641762310255461
zh,Chinese,47,welch,20,20,72,45,RF,0.8055555555555556,{'clf__n_estimators': 100},0.65272121436505
zh,Chinese,47,welch,50,50,72,45,SVM,0.8333333333333334,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6773417252869308
zh,Chinese,47,welch,100,100,72,45,RF,0.8333333333333334,{'clf__n_estimators': 200},0.6800074046649389
zh,Chinese,47,welch,all,192,72,45,SVM,0.8333333333333334,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6663828211773417
zh,Chinese,47,welch_bonferroni,5,5,72,45,RF,0.7222222222222222,{'clf__n_estimators': 200},0.6338022954461311
zh,Chinese,47,welch_bonferroni,10,10,72,45,RF,0.75,{'clf__n_estimators': 50},0.6200666419844503
zh,Chinese,47,welch_bonferroni,20,20,72,45,SVM,0.8055555555555556,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6362828582006664
zh,Chinese,47,welch_bonferroni,50,50,72,45,SVM,0.8333333333333334,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6773417252869308
zh,Chinese,47,welch_bonferroni,100,100,72,45,RF,0.8472222222222222,{'clf__n_estimators': 50},0.6937060348019252
zh,Chinese,47,welch_bonferroni,all,192,72,45,SVM,0.8333333333333334,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6663828211773417
el,Greek,47,anova,5,5,37,29,SVM,0.5405405405405406,"{'clf__C': 0.1, 'clf__kernel': 'rbf'}",0.7123809523809523
el,Greek,47,anova,10,10,37,29,SVM,0.6486486486486487,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7068253968253968
el,Greek,47,anova,20,20,37,29,SVM,0.7297297297297297,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7466666666666667
el,Greek,47,anova,50,50,37,29,RF,0.7297297297297297,{'clf__n_estimators': 200},0.7292063492063492
el,Greek,47,anova,100,100,37,29,RF,0.7027027027027027,{'clf__n_estimators': 50},0.768888888888889
el,Greek,47,anova,all,192,37,29,SVM,0.8108108108108109,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.751904761904762
el,Greek,47,welch,5,5,37,29,RF,0.7837837837837838,{'clf__n_estimators': 200},0.6841269841269841
el,Greek,47,welch,10,10,37,29,DT,0.7567567567567568,{'clf__max_depth': 10},0.6065079365079364
el,Greek,47,welch,20,20,37,29,RF,0.7297297297297297,{'clf__n_estimators': 200},0.7136507936507936
el,Greek,47,welch,50,50,37,29,LR,0.7837837837837838,{'clf__C': 1},0.6741269841269841
el,Greek,47,welch,100,100,37,29,RF,0.7027027027027027,{'clf__n_estimators': 200},0.7244444444444444
el,Greek,47,welch,all,192,37,29,SVM,0.8108108108108109,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.751904761904762
el,Greek,47,welch_bonferroni,5,5,37,29,RF,0.7837837837837838,{'clf__n_estimators': 200},0.6841269841269841
el,Greek,47,welch_bonferroni,10,10,37,29,RF,0.7567567567567568,{'clf__n_estimators': 200},0.6625396825396825
el,Greek,47,welch_bonferroni,20,20,37,29,RF,0.7297297297297297,{'clf__n_estimators': 200},0.6966666666666667
el,Greek,47,welch_bonferroni,50,50,37,29,LR,0.7567567567567568,{'clf__C': 1},0.6576190476190478
el,Greek,47,welch_bonferroni,100,100,37,29,RF,0.7027027027027027,{'clf__n_estimators': 50},0.7531746031746033
el,Greek,47,welch_bonferroni,all,192,37,29,SVM,0.8108108108108109,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.751904761904762
en,English,48,anova,5,5,471,381,RF,0.8131634819532909,{'clf__n_estimators': 100},0.8088543918821529
en,English,48,anova,10,10,471,381,SVM,0.7855626326963907,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7445011386894981
en,English,48,anova,20,20,471,381,RF,0.832271762208068,{'clf__n_estimators': 200},0.8098979503589033
en,English,48,anova,50,50,471,381,RF,0.832271762208068,{'clf__n_estimators': 50},0.8249358586295367
en,English,48,anova,100,100,471,381,RF,0.8535031847133758,{'clf__n_estimators': 200},0.7949076075989506
en,English,48,anova,all,193,471,381,RF,0.8492569002123143,{'clf__n_estimators': 100},0.7884761740032863
en,English,48,welch,5,5,471,381,RF,0.8067940552016986,{'clf__n_estimators': 100},0.789015249791
en,English,48,welch,10,10,471,381,SVM,0.7961783439490446,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7756133068119576
en,English,48,welch,20,20,471,381,RF,0.8131634819532909,{'clf__n_estimators': 200},0.809905157254461
en,English,48,welch,50,50,471,381,RF,0.8428874734607219,{'clf__n_estimators': 50},0.8120571362679812
en,English,48,welch,100,70,471,381,RF,0.8492569002123143,{'clf__n_estimators': 200},0.826540113580674
en,English,48,welch,all,193,471,381,RF,0.8492569002123143,{'clf__n_estimators': 100},0.7884761740032863
en,English,48,welch_bonferroni,5,5,471,381,RF,0.7685774946921444,{'clf__n_estimators': 100},0.7578439851249676
en,English,48,welch_bonferroni,10,10,471,381,RF,0.821656050955414,{'clf__n_estimators': 200},0.8104485571795094
en,English,48,welch_bonferroni,20,20,471,381,RF,0.8174097664543525,{'clf__n_estimators': 100},0.8136657153564529
en,English,48,welch_bonferroni,50,50,471,381,RF,0.8428874734607219,{'clf__n_estimators': 200},0.816356770157687
en,English,48,welch_bonferroni,100,70,471,381,RF,0.8428874734607219,{'clf__n_estimators': 200},0.8233243967828419
en,English,48,welch_bonferroni,all,193,471,381,RF,0.8492569002123143,{'clf__n_estimators': 100},0.7884761740032863
es,Spanish,48,anova,5,5,59,25,RF,0.6101694915254238,{'clf__n_estimators': 50},0.7082331174838112
es,Spanish,48,anova,10,10,59,25,RF,0.6610169491525424,{'clf__n_estimators': 100},0.6823311748381128
es,Spanish,48,anova,20,20,59,25,DT,0.6610169491525424,{'clf__max_depth': 20},0.587604070305273
es,Spanish,48,anova,50,50,59,25,LR,0.6949152542372882,{'clf__C': 0.1},0.6779833487511564
es,Spanish,48,anova,100,69,59,25,LR,0.7457627118644068,{'clf__C': 0.1},0.6908418131359852
es,Spanish,48,anova,all,69,59,25,LR,0.7457627118644068,{'clf__C': 0.1},0.6908418131359852
es,Spanish,48,welch,5,5,59,25,LR,0.559322033898305,{'clf__C': 0.1},0.6816836262719703
es,Spanish,48,welch,10,10,59,25,DT,0.6271186440677966,{'clf__max_depth': 10},0.6004625346901017
es,Spanish,48,welch,20,20,59,25,SVM,0.5932203389830508,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6862164662349677
es,Spanish,48,welch,50,50,59,25,SVM,0.6610169491525424,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.674468085106383
es,Spanish,48,welch,100,69,59,25,LR,0.7457627118644068,{'clf__C': 0.1},0.6908418131359852
es,Spanish,48,welch,all,69,59,25,LR,0.7457627118644068,{'clf__C': 0.1},0.6908418131359852
es,Spanish,48,welch_bonferroni,5,5,59,25,LR,0.559322033898305,{'clf__C': 0.1},0.6816836262719703
es,Spanish,48,welch_bonferroni,10,10,59,25,SVM,0.6271186440677966,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6777983348751155
es,Spanish,48,welch_bonferroni,20,20,59,25,SVM,0.6101694915254238,"{'clf__C': 0.1, 'clf__kernel': 'linear'}",0.6820536540240518
es,Spanish,48,welch_bonferroni,50,50,59,25,SVM,0.6610169491525424,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.674468085106383
es,Spanish,48,welch_bonferroni,100,69,59,25,LR,0.7457627118644068,{'clf__C': 0.1},0.6908418131359852
es,Spanish,48,welch_bonferroni,all,69,59,25,LR,0.7457627118644068,{'clf__C': 0.1},0.6908418131359852
zh,Chinese,48,anova,5,5,86,45,RF,0.6395348837209303,{'clf__n_estimators': 100},0.626036217303823
zh,Chinese,48,anova,10,10,86,45,RF,0.686046511627907,{'clf__n_estimators': 200},0.7085714285714285
zh,Chinese,48,anova,20,20,86,45,RF,0.686046511627907,{'clf__n_estimators': 100},0.7085311871227364
zh,Chinese,48,anova,50,50,86,45,LR,0.7209302325581395,{'clf__C': 10},0.6141649899396378
