feature_set,language_code,language,seed,ranking_method,top_k,num_features,pool_features,usable_features,welch_bonferroni_significant_features,test_rows,test_groups,model_family,accuracy,best_params,cv_accuracy
extended_excluding_task_specific,zh,Chinese,45,welch_bonferroni,100,100,382,206,50,86,45,RF,0.8488372093023255,{'clf__n_estimators': 200},0.6742454728370222
extended_excluding_task_specific,zh,Chinese,45,welch_bonferroni,all,206,382,206,50,86,45,RF,0.8604651162790697,{'clf__n_estimators': 100},0.6713883299798793
extended_excluding_task_specific,el,Greek,45,anova,5,5,382,205,1,46,29,RF,0.782608695652174,{'clf__n_estimators': 50},0.674331550802139
extended_excluding_task_specific,el,Greek,45,anova,10,10,382,205,1,46,29,SVM,0.8260869565217391,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7276292335115864
extended_excluding_task_specific,el,Greek,45,anova,20,20,382,205,1,46,29,RF,0.782608695652174,{'clf__n_estimators': 100},0.7388591800356507
extended_excluding_task_specific,el,Greek,45,anova,50,50,382,205,1,46,29,RF,0.8478260869565217,{'clf__n_estimators': 200},0.7393939393939395
extended_excluding_task_specific,el,Greek,45,anova,100,100,382,205,1,46,29,RF,0.8695652173913043,{'clf__n_estimators': 200},0.7393939393939395
extended_excluding_task_specific,el,Greek,45,anova,all,205,382,205,1,46,29,RF,0.8260869565217391,{'clf__n_estimators': 200},0.7037433155080214
extended_excluding_task_specific,el,Greek,45,welch_bonferroni,5,5,382,205,1,46,29,RF,0.8260869565217391,{'clf__n_estimators': 100},0.7215686274509804
extended_excluding_task_specific,el,Greek,45,welch_bonferroni,10,10,382,205,1,46,29,RF,0.782608695652174,{'clf__n_estimators': 200},0.7327985739750446
extended_excluding_task_specific,el,Greek,45,welch_bonferroni,20,20,382,205,1,46,29,RF,0.8043478260869565,{'clf__n_estimators': 50},0.7267379679144385
extended_excluding_task_specific,el,Greek,45,welch_bonferroni,50,50,382,205,1,46,29,RF,0.8260869565217391,{'clf__n_estimators': 50},0.7219251336898396
extended_excluding_task_specific,el,Greek,45,welch_bonferroni,100,100,382,205,1,46,29,RF,0.8478260869565217,{'clf__n_estimators': 200},0.7096256684491978
extended_excluding_task_specific,el,Greek,45,welch_bonferroni,all,205,382,205,1,46,29,RF,0.8260869565217391,{'clf__n_estimators': 200},0.7037433155080214
extended_excluding_task_specific,en,English,46,anova,5,5,382,207,42,463,381,RF,0.8099352051835853,{'clf__n_estimators': 50},0.7883921568627452
extended_excluding_task_specific,en,English,46,anova,10,10,382,207,42,463,381,RF,0.8358531317494601,{'clf__n_estimators': 200},0.8134802139037433
extended_excluding_task_specific,en,English,46,anova,20,20,382,207,42,463,381,RF,0.8315334773218143,{'clf__n_estimators': 100},0.8123978609625668
extended_excluding_task_specific,en,English,46,anova,50,50,382,207,42,463,381,RF,0.8401727861771058,{'clf__n_estimators': 100},0.7980135472370767
extended_excluding_task_specific,en,English,46,anova,100,100,382,207,42,463,381,RF,0.8444924406047516,{'clf__n_estimators': 200},0.778278787878788
extended_excluding_task_specific,en,English,46,anova,all,207,382,207,42,463,381,RF,0.8596112311015118,{'clf__n_estimators': 100},0.7708121212121213
extended_excluding_task_specific,en,English,46,welch_bonferroni,5,5,382,207,42,463,381,RF,0.8228941684665226,{'clf__n_estimators': 50},0.8070716577540107
extended_excluding_task_specific,en,English,46,welch_bonferroni,10,10,382,207,42,463,381,LR,0.8228941684665226,{'clf__C': 0.1},0.8022745098039217
extended_excluding_task_specific,en,English,46,welch_bonferroni,20,20,382,207,42,463,381,RF,0.838012958963283,{'clf__n_estimators': 100},0.8188064171122994
extended_excluding_task_specific,en,English,46,welch_bonferroni,50,50,382,207,42,463,381,RF,0.8336933045356372,{'clf__n_estimators': 50},0.8097426024955438
extended_excluding_task_specific,en,English,46,welch_bonferroni,100,84,382,207,42,463,381,RF,0.8531317494600432,{'clf__n_estimators': 200},0.7889411764705883
extended_excluding_task_specific,en,English,46,welch_bonferroni,all,207,382,207,42,463,381,RF,0.8596112311015118,{'clf__n_estimators': 100},0.7708121212121213
extended_excluding_task_specific,es,Spanish,46,anova,5,5,382,83,5,43,25,RF,0.7906976744186046,{'clf__n_estimators': 100},0.674530612244898
extended_excluding_task_specific,es,Spanish,46,anova,10,10,382,83,5,43,25,RF,0.7674418604651163,{'clf__n_estimators': 100},0.6743673469387755
extended_excluding_task_specific,es,Spanish,46,anova,20,20,382,83,5,43,25,RF,0.7674418604651163,{'clf__n_estimators': 50},0.6703673469387754
extended_excluding_task_specific,es,Spanish,46,anova,50,50,382,83,5,43,25,LR,0.7674418604651163,{'clf__C': 10},0.666530612244898
extended_excluding_task_specific,es,Spanish,46,anova,100,83,382,83,5,43,25,SVM,0.8604651162790697,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6787755102040817
extended_excluding_task_specific,es,Spanish,46,anova,all,83,382,83,5,43,25,SVM,0.8604651162790697,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6787755102040817
extended_excluding_task_specific,es,Spanish,46,welch_bonferroni,5,5,382,83,5,43,25,RF,0.7674418604651163,{'clf__n_estimators': 200},0.6540408163265305
extended_excluding_task_specific,es,Spanish,46,welch_bonferroni,10,10,382,83,5,43,25,RF,0.7906976744186046,{'clf__n_estimators': 200},0.662530612244898
extended_excluding_task_specific,es,Spanish,46,welch_bonferroni,20,20,382,83,5,43,25,RF,0.7906976744186046,{'clf__n_estimators': 200},0.6904489795918367
extended_excluding_task_specific,es,Spanish,46,welch_bonferroni,50,50,382,83,5,43,25,RF,0.7906976744186046,{'clf__n_estimators': 50},0.666530612244898
extended_excluding_task_specific,es,Spanish,46,welch_bonferroni,100,83,382,83,5,43,25,SVM,0.8604651162790697,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6787755102040817
extended_excluding_task_specific,es,Spanish,46,welch_bonferroni,all,83,382,83,5,43,25,SVM,0.8604651162790697,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6787755102040817
extended_excluding_task_specific,zh,Chinese,46,anova,5,5,382,206,71,93,45,SVM,0.8172043010752689,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6527950310559006
extended_excluding_task_specific,zh,Chinese,46,anova,10,10,382,206,71,93,45,RF,0.8064516129032258,{'clf__n_estimators': 200},0.6730434782608696
extended_excluding_task_specific,zh,Chinese,46,anova,20,20,382,206,71,93,45,RF,0.8387096774193549,{'clf__n_estimators': 200},0.6874534161490684
extended_excluding_task_specific,zh,Chinese,46,anova,50,50,382,206,71,93,45,RF,0.8172043010752689,{'clf__n_estimators': 200},0.6990890269151138
extended_excluding_task_specific,zh,Chinese,46,anova,100,100,382,206,71,93,45,DT,0.8817204301075269,{'clf__max_depth': 10},0.6616977225672878
extended_excluding_task_specific,zh,Chinese,46,anova,all,206,382,206,71,93,45,LR,0.8602150537634409,{'clf__C': 10},0.68472049689441
extended_excluding_task_specific,zh,Chinese,46,welch_bonferroni,5,5,382,206,71,93,45,RF,0.8064516129032258,{'clf__n_estimators': 50},0.6587577639751553
extended_excluding_task_specific,zh,Chinese,46,welch_bonferroni,10,10,382,206,71,93,45,RF,0.7849462365591398,{'clf__n_estimators': 200},0.6498136645962733
extended_excluding_task_specific,zh,Chinese,46,welch_bonferroni,20,20,382,206,71,93,45,RF,0.8387096774193549,{'clf__n_estimators': 200},0.7049689440993789
extended_excluding_task_specific,zh,Chinese,46,welch_bonferroni,50,50,382,206,71,93,45,LR,0.8064516129032258,{'clf__C': 10},0.7135403726708075
extended_excluding_task_specific,zh,Chinese,46,welch_bonferroni,100,100,382,206,71,93,45,RF,0.8494623655913979,{'clf__n_estimators': 100},0.6933747412008282
extended_excluding_task_specific,zh,Chinese,46,welch_bonferroni,all,206,382,206,71,93,45,LR,0.8602150537634409,{'clf__C': 10},0.68472049689441
extended_excluding_task_specific,el,Greek,46,anova,5,5,382,205,19,43,29,DT,0.6976744186046512,{'clf__max_depth': 10},0.6798319327731093
extended_excluding_task_specific,el,Greek,46,anova,10,10,382,205,19,43,29,DT,0.7674418604651163,{'clf__max_depth': 10},0.6912605042016806
extended_excluding_task_specific,el,Greek,46,anova,20,20,382,205,19,43,29,RF,0.6976744186046512,{'clf__n_estimators': 200},0.7381512605042017
extended_excluding_task_specific,el,Greek,46,anova,50,50,382,205,19,43,29,SVM,0.7441860465116279,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.8084033613445378
extended_excluding_task_specific,el,Greek,46,anova,100,100,382,205,19,43,29,DT,0.7441860465116279,{'clf__max_depth': 10},0.6156302521008403
extended_excluding_task_specific,el,Greek,46,anova,all,205,382,205,19,43,29,RF,0.7674418604651163,{'clf__n_estimators': 200},0.7321008403361345
extended_excluding_task_specific,el,Greek,46,welch_bonferroni,5,5,382,205,19,43,29,DT,0.6976744186046512,{'clf__max_depth': 10},0.6043697478991596
extended_excluding_task_specific,el,Greek,46,welch_bonferroni,10,10,382,205,19,43,29,DT,0.7906976744186046,{'clf__max_depth': 10},0.7087394957983193
extended_excluding_task_specific,el,Greek,46,welch_bonferroni,20,20,382,205,19,43,29,RF,0.6976744186046512,{'clf__n_estimators': 50},0.750252100840336
extended_excluding_task_specific,el,Greek,46,welch_bonferroni,50,50,382,205,19,43,29,SVM,0.7906976744186046,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7734453781512605
extended_excluding_task_specific,el,Greek,46,welch_bonferroni,100,100,382,205,19,43,29,RF,0.7441860465116279,{'clf__n_estimators': 50},0.7499159663865547
extended_excluding_task_specific,el,Greek,46,welch_bonferroni,all,205,382,205,19,43,29,RF,0.7674418604651163,{'clf__n_estimators': 200},0.7321008403361345
extended_excluding_task_specific,en,English,47,anova,5,5,382,208,47,457,381,RF,0.8293216630196937,{'clf__n_estimators': 100},0.7980539007092198
extended_excluding_task_specific,en,English,47,anova,10,10,382,208,47,457,381,RF,0.8402625820568927,{'clf__n_estimators': 200},0.8065645390070921
extended_excluding_task_specific,en,English,47,anova,20,20,382,208,47,457,381,LR,0.824945295404814,{'clf__C': 0.1},0.8028468085106383
extended_excluding_task_specific,en,English,47,anova,50,50,382,208,47,457,381,RF,0.8555798687089715,{'clf__n_estimators': 200},0.7985872340425532
extended_excluding_task_specific,en,English,47,anova,100,100,382,208,47,457,381,RF,0.8512035010940919,{'clf__n_estimators': 200},0.7757120567375886
extended_excluding_task_specific,en,English,47,anova,all,208,382,208,47,457,381,RF,0.8555798687089715,{'clf__n_estimators': 50},0.7767787234042552
extended_excluding_task_specific,en,English,47,welch_bonferroni,5,5,382,208,47,457,381,RF,0.849015317286652,{'clf__n_estimators': 100},0.8055007092198581
extended_excluding_task_specific,en,English,47,welch_bonferroni,10,10,382,208,47,457,381,LR,0.824945295404814,{'clf__C': 0.1},0.8017858156028369
extended_excluding_task_specific,en,English,47,welch_bonferroni,20,20,382,208,47,457,381,RF,0.8424507658643327,{'clf__n_estimators': 200},0.8209177304964539
extended_excluding_task_specific,en,English,47,welch_bonferroni,50,50,382,208,47,457,381,RF,0.8424507658643327,{'clf__n_estimators': 200},0.8177489361702127
extended_excluding_task_specific,en,English,47,welch_bonferroni,100,85,382,208,47,457,381,RF,0.8555798687089715,{'clf__n_estimators': 200},0.7911375886524823
extended_excluding_task_specific,en,English,47,welch_bonferroni,all,208,382,208,47,457,381,RF,0.8555798687089715,{'clf__n_estimators': 50},0.7767787234042552
extended_excluding_task_specific,es,Spanish,47,anova,5,5,382,83,5,61,25,RF,0.7540983606557377,{'clf__n_estimators': 50},0.7277520814061055
extended_excluding_task_specific,es,Spanish,47,anova,10,10,382,83,5,61,25,LR,0.6885245901639344,{'clf__C': 0.1},0.6972247918593896
extended_excluding_task_specific,es,Spanish,47,anova,20,20,382,83,5,61,25,LR,0.7049180327868853,{'clf__C': 10},0.6756706753006476
extended_excluding_task_specific,es,Spanish,47,anova,50,50,382,83,5,61,25,LR,0.7049180327868853,{'clf__C': 0.1},0.7145235892691952
extended_excluding_task_specific,es,Spanish,47,anova,100,83,382,83,5,61,25,LR,0.7213114754098361,{'clf__C': 0.1},0.7102682701202591
extended_excluding_task_specific,es,Spanish,47,anova,all,83,382,83,5,61,25,LR,0.7213114754098361,{'clf__C': 0.1},0.7102682701202591
extended_excluding_task_specific,es,Spanish,47,welch_bonferroni,5,5,382,83,5,61,25,RF,0.7213114754098361,{'clf__n_estimators': 50},0.7190564292321925
extended_excluding_task_specific,es,Spanish,47,welch_bonferroni,10,10,382,83,5,61,25,DT,0.7049180327868853,{'clf__max_depth': 10},0.6323774283071231
extended_excluding_task_specific,es,Spanish,47,welch_bonferroni,20,20,382,83,5,61,25,LR,0.6721311475409836,{'clf__C': 0.1},0.671322849213691
extended_excluding_task_specific,es,Spanish,47,welch_bonferroni,50,50,382,83,5,61,25,LR,0.7049180327868853,{'clf__C': 1},0.7014801110083256
extended_excluding_task_specific,es,Spanish,47,welch_bonferroni,100,83,382,83,5,61,25,LR,0.7213114754098361,{'clf__C': 0.1},0.7102682701202591
extended_excluding_task_specific,es,Spanish,47,welch_bonferroni,all,83,382,83,5,61,25,LR,0.7213114754098361,{'clf__C': 0.1},0.7102682701202591
extended_excluding_task_specific,zh,Chinese,47,anova,5,5,382,206,45,72,45,RF,0.7777777777777778,{'clf__n_estimators': 200},0.6446501295816364
extended_excluding_task_specific,zh,Chinese,47,anova,10,10,382,206,45,72,45,RF,0.8055555555555556,{'clf__n_estimators': 200},0.6719363198815254
extended_excluding_task_specific,zh,Chinese,47,anova,20,20,382,206,45,72,45,RF,0.8194444444444444,{'clf__n_estimators': 50},0.6746760459089225
extended_excluding_task_specific,zh,Chinese,47,anova,50,50,382,206,45,72,45,RF,0.8194444444444444,{'clf__n_estimators': 50},0.6718992965568308
extended_excluding_task_specific,zh,Chinese,47,anova,100,100,382,206,45,72,45,SVM,0.875,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6746019992595335
extended_excluding_task_specific,zh,Chinese,47,anova,all,206,382,206,45,72,45,SVM,0.8611111111111112,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6609033691225472
extended_excluding_task_specific,zh,Chinese,47,welch_bonferroni,5,5,382,206,45,72,45,RF,0.7777777777777778,{'clf__n_estimators': 50},0.6419474268789337
extended_excluding_task_specific,zh,Chinese,47,welch_bonferroni,10,10,382,206,45,72,45,RF,0.7777777777777778,{'clf__n_estimators': 50},0.6690114772306553
extended_excluding_task_specific,zh,Chinese,47,welch_bonferroni,20,20,382,206,45,72,45,DT,0.8333333333333334,{'clf__max_depth': 20},0.6612365790447983
extended_excluding_task_specific,zh,Chinese,47,welch_bonferroni,50,50,382,206,45,72,45,RF,0.8194444444444444,{'clf__n_estimators': 200},0.6829692706405035
extended_excluding_task_specific,zh,Chinese,47,welch_bonferroni,100,100,382,206,45,72,45,SVM,0.8611111111111112,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6746019992595335
extended_excluding_task_specific,zh,Chinese,47,welch_bonferroni,all,206,382,206,45,72,45,SVM,0.8611111111111112,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6609033691225472
extended_excluding_task_specific,el,Greek,47,anova,5,5,382,205,13,37,29,LR,0.6486486486486487,{'clf__C': 0.1},0.7014285714285714
extended_excluding_task_specific,el,Greek,47,anova,10,10,382,205,13,37,29,DT,0.6756756756756757,{'clf__max_depth': 10},0.634920634920635
extended_excluding_task_specific,el,Greek,47,anova,20,20,382,205,13,37,29,DT,0.7567567567567568,{'clf__max_depth': 10},0.6225396825396825
extended_excluding_task_specific,el,Greek,47,anova,50,50,382,205,13,37,29,SVM,0.6756756756756757,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.746984126984127
extended_excluding_task_specific,el,Greek,47,anova,100,100,382,205,13,37,29,RF,0.7837837837837838,{'clf__n_estimators': 200},0.7633333333333333
extended_excluding_task_specific,el,Greek,47,anova,all,205,382,205,13,37,29,SVM,0.8108108108108109,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7182539682539681
extended_excluding_task_specific,el,Greek,47,welch_bonferroni,5,5,382,205,13,37,29,LR,0.6216216216216216,{'clf__C': 0.1},0.7012698412698413
extended_excluding_task_specific,el,Greek,47,welch_bonferroni,10,10,382,205,13,37,29,SVM,0.6216216216216216,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.7184126984126984
extended_excluding_task_specific,el,Greek,47,welch_bonferroni,20,20,382,205,13,37,29,RF,0.7027027027027027,{'clf__n_estimators': 100},0.7628571428571428
extended_excluding_task_specific,el,Greek,47,welch_bonferroni,50,50,382,205,13,37,29,RF,0.7567567567567568,{'clf__n_estimators': 200},0.7633333333333334
extended_excluding_task_specific,el,Greek,47,welch_bonferroni,100,100,382,205,13,37,29,RF,0.7297297297297297,{'clf__n_estimators': 200},0.7352380952380952
extended_excluding_task_specific,el,Greek,47,welch_bonferroni,all,205,382,205,13,37,29,SVM,0.8108108108108109,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7182539682539681
extended_excluding_task_specific,en,English,48,anova,5,5,382,208,43,471,381,RF,0.8174097664543525,{'clf__n_estimators': 100},0.8051010406757184
extended_excluding_task_specific,en,English,48,anova,10,10,382,208,43,471,381,RF,0.832271762208068,{'clf__n_estimators': 200},0.8077704747902793
extended_excluding_task_specific,en,English,48,anova,20,20,382,208,43,471,381,RF,0.8343949044585988,{'clf__n_estimators': 100},0.8126005361930295
extended_excluding_task_specific,en,English,48,anova,50,50,382,208,43,471,381,LR,0.8535031847133758,{'clf__C': 0.1},0.7670313355818849
extended_excluding_task_specific,en,English,48,anova,100,100,382,208,43,471,381,LR,0.8535031847133758,{'clf__C': 0.1},0.7659560667646803
extended_excluding_task_specific,en,English,48,anova,all,208,382,208,43,471,381,RF,0.851380042462845,{'clf__n_estimators': 50},0.7798970855314364
extended_excluding_task_specific,en,English,48,welch_bonferroni,5,5,382,208,43,471,381,RF,0.8259023354564756,{'clf__n_estimators': 200},0.806698088731298
extended_excluding_task_specific,en,English,48,welch_bonferroni,10,10,382,208,43,471,381,DT,0.8174097664543525,{'clf__max_depth': 10},0.7745221828245266
extended_excluding_task_specific,en,English,48,welch_bonferroni,20,20,382,208,43,471,381,LR,0.8195329087048833,{'clf__C': 0.1},0.8061734267346997
extended_excluding_task_specific,en,English,48,welch_bonferroni,50,50,382,208,43,471,381,LR,0.8450106157112527,{'clf__C': 0.1},0.7681037216408659
extended_excluding_task_specific,en,English,48,welch_bonferroni,100,85,382,208,43,471,381,RF,0.851380042462845,{'clf__n_estimators': 50},0.7997304621061432
extended_excluding_task_specific,en,English,48,welch_bonferroni,all,208,382,208,43,471,381,RF,0.851380042462845,{'clf__n_estimators': 50},0.7798970855314364
extended_excluding_task_specific,es,Spanish,48,anova,5,5,382,83,7,59,25,RF,0.6610169491525424,{'clf__n_estimators': 200},0.7253469010175764
extended_excluding_task_specific,es,Spanish,48,anova,10,10,382,83,7,59,25,SVM,0.6949152542372882,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6820536540240518
extended_excluding_task_specific,es,Spanish,48,anova,20,20,382,83,7,59,25,SVM,0.711864406779661,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.7037002775208141
extended_excluding_task_specific,es,Spanish,48,anova,50,50,382,83,7,59,25,RF,0.6779661016949152,{'clf__n_estimators': 100},0.733950046253469
extended_excluding_task_specific,es,Spanish,48,anova,100,83,382,83,7,59,25,LR,0.6949152542372882,{'clf__C': 0.1},0.7253469010175763
extended_excluding_task_specific,es,Spanish,48,anova,all,83,382,83,7,59,25,RF,0.711864406779661,{'clf__n_estimators': 100},0.7251618871415356
extended_excluding_task_specific,es,Spanish,48,welch_bonferroni,5,5,382,83,7,59,25,DT,0.6271186440677966,{'clf__max_depth': 20},0.7162812210915819
extended_excluding_task_specific,es,Spanish,48,welch_bonferroni,10,10,382,83,7,59,25,RF,0.6779661016949152,{'clf__n_estimators': 200},0.6950971322849214
extended_excluding_task_specific,es,Spanish,48,welch_bonferroni,20,20,382,83,7,59,25,SVM,0.6779661016949152,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.695282146160962
extended_excluding_task_specific,es,Spanish,48,welch_bonferroni,50,50,382,83,7,59,25,RF,0.6779661016949152,{'clf__n_estimators': 200},0.7296022201665125
extended_excluding_task_specific,es,Spanish,48,welch_bonferroni,100,83,382,83,7,59,25,LR,0.6949152542372882,{'clf__C': 0.1},0.7253469010175763
extended_excluding_task_specific,es,Spanish,48,welch_bonferroni,all,83,382,83,7,59,25,RF,0.711864406779661,{'clf__n_estimators': 100},0.7251618871415356
extended_excluding_task_specific,zh,Chinese,48,anova,5,5,382,206,53,86,45,RF,0.6627906976744186,{'clf__n_estimators': 100},0.6231790744466801
extended_excluding_task_specific,zh,Chinese,48,anova,10,10,382,206,53,86,45,RF,0.6627906976744186,{'clf__n_estimators': 50},0.7056740442655937
extended_excluding_task_specific,zh,Chinese,48,anova,20,20,382,206,53,86,45,SVM,0.686046511627907,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6429376257545272
extended_excluding_task_specific,zh,Chinese,48,anova,50,50,382,206,53,86,45,LR,0.7325581395348837,{'clf__C': 10},0.6424949698189134
extended_excluding_task_specific,zh,Chinese,48,anova,100,100,382,206,53,86,45,LR,0.8023255813953488,{'clf__C': 10},0.7022937625754526
extended_excluding_task_specific,zh,Chinese,48,anova,all,206,382,206,53,86,45,SVM,0.8488372093023255,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6969014084507041
extended_excluding_task_specific,zh,Chinese,48,welch_bonferroni,5,5,382,206,53,86,45,RF,0.6744186046511628,{'clf__n_estimators': 100},0.6599999999999999
extended_excluding_task_specific,zh,Chinese,48,welch_bonferroni,10,10,382,206,53,86,45,SVM,0.686046511627907,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.642897384305835
extended_excluding_task_specific,zh,Chinese,48,welch_bonferroni,20,20,382,206,53,86,45,SVM,0.7558139534883721,"{'clf__C': 1, 'clf__kernel': 'rbf'}",0.6343259557344064
extended_excluding_task_specific,zh,Chinese,48,welch_bonferroni,50,50,382,206,53,86,45,LR,0.7093023255813954,{'clf__C': 1},0.6569014084507042
extended_excluding_task_specific,zh,Chinese,48,welch_bonferroni,100,100,382,206,53,86,45,LR,0.8023255813953488,{'clf__C': 10},0.6768209255533199
extended_excluding_task_specific,zh,Chinese,48,welch_bonferroni,all,206,382,206,53,86,45,SVM,0.8488372093023255,"{'clf__C': 10, 'clf__kernel': 'rbf'}",0.6969014084507041
extended_excluding_task_specific,el,Greek,48,anova,5,5,382,205,12,46,29,RF,0.8260869565217391,{'clf__n_estimators': 200},0.7500891265597148
extended_excluding_task_specific,el,Greek,48,anova,10,10,382,205,12,46,29,RF,0.782608695652174,{'clf__n_estimators': 50},0.7270944741532976
extended_excluding_task_specific,el,Greek,48,anova,20,20,382,205,12,46,29,RF,0.7608695652173914,{'clf__n_estimators': 100},0.7746880570409982
extended_excluding_task_specific,el,Greek,48,anova,50,50,382,205,12,46,29,RF,0.8043478260869565,{'clf__n_estimators': 200},0.7274509803921568
extended_excluding_task_specific,el,Greek,48,anova,100,100,382,205,12,46,29,RF,0.9130434782608696,{'clf__n_estimators': 50},0.7156862745098039
extended_excluding_task_specific,el,Greek,48,anova,all,205,382,205,12,46,29,RF,0.8260869565217391,{'clf__n_estimators': 200},0.7515151515151516
extended_excluding_task_specific,el,Greek,48,welch_bonferroni,5,5,382,205,12,46,29,RF,0.8260869565217391,{'clf__n_estimators': 200},0.7500891265597148
extended_excluding_task_specific,el,Greek,48,welch_bonferroni,10,10,382,205,12,46,29,RF,0.8043478260869565,{'clf__n_estimators': 100},0.7508021390374331
extended_excluding_task_specific,el,Greek,48,welch_bonferroni,20,20,382,205,12,46,29,RF,0.782608695652174,{'clf__n_estimators': 200},0.7333333333333333
extended_excluding_task_specific,el,Greek,48,welch_bonferroni,50,50,382,205,12,46,29,RF,0.782608695652174,{'clf__n_estimators': 50},0.739572192513369
extended_excluding_task_specific,el,Greek,48,welch_bonferroni,100,100,382,205,12,46,29,RF,0.8260869565217391,{'clf__n_estimators': 50},0.7279857397504458
extended_excluding_task_specific,el,Greek,48,welch_bonferroni,all,205,382,205,12,46,29,RF,0.8260869565217391,{'clf__n_estimators': 200},0.7515151515151516
extended_excluding_task_specific,en,English,49,anova,5,5,382,208,40,463,381,RF,0.8336933045356372,{'clf__n_estimators': 50},0.7905226381461675
extended_excluding_task_specific,en,English,49,anova,10,10,382,208,40,463,381,LR,0.8228941684665226,{'clf__C': 0.1},0.8022844919786095
extended_excluding_task_specific,en,English,49,anova,20,20,382,208,40,463,381,LR,0.8228941684665226,{'clf__C': 0.1},0.8012149732620321
extended_excluding_task_specific,en,English,49,anova,50,50,382,208,40,463,381,RF,0.8358531317494601,{'clf__n_estimators': 200},0.8017368983957219
extended_excluding_task_specific,en,English,49,anova,100,100,382,208,40,463,381,LR,0.8531317494600432,{'clf__C': 0.1},0.7622588235294118
extended_excluding_task_specific,en,English,49,anova,all,208,382,208,40,463,381,RF,0.8466522678185745,{'clf__n_estimators': 50},0.7825368983957219
extended_excluding_task_specific,en,English,49,welch_bonferroni,5,5,382,208,40,463,381,LR,0.8207343412526998,{'clf__C': 0.1},0.8081540106951872
extended_excluding_task_specific,en,English,49,welch_bonferroni,10,10,382,208,40,463,381,LR,0.8185745140388769,{'clf__C': 0.1},0.7964135472370766
extended_excluding_task_specific,en,English,49,welch_bonferroni,20,20,382,208,40,463,381,RF,0.8228941684665226,{'clf__n_estimators': 200},0.8108064171122995
extended_excluding_task_specific,en,English,49,welch_bonferroni,50,50,382,208,40,463,381,RF,0.8423326133909287,{'clf__n_estimators': 100},0.8086873440285205
extended_excluding_task_specific,en,English,49,welch_bonferroni,100,85,382,208,40,463,381,LR,0.8466522678185745,{'clf__C': 0.1},0.7638673796791443
extended_excluding_task_specific,en,English,49,welch_bonferroni,all,208,382,208,40,463,381,RF,0.8466522678185745,{'clf__n_estimators': 50},0.7825368983957219
extended_excluding_task_specific,es,Spanish,49,anova,5,5,382,83,2,67,25,LR,0.8507462686567164,{'clf__C': 0.1},0.6622222222222222
extended_excluding_task_specific,es,Spanish,49,anova,10,10,382,83,2,67,25,LR,0.8656716417910447,{'clf__C': 0.1},0.6488888888888888
extended_excluding_task_specific,es,Spanish,49,anova,20,20,382,83,2,67,25,LR,0.8208955223880597,{'clf__C': 0.1},0.7066666666666668
extended_excluding_task_specific,es,Spanish,49,anova,50,50,382,83,2,67,25,RF,0.835820895522388,{'clf__n_estimators': 100},0.6844444444444445
extended_excluding_task_specific,es,Spanish,49,anova,100,83,382,83,2,67,25,RF,0.8507462686567164,{'clf__n_estimators': 200},0.6666666666666666
extended_excluding_task_specific,es,Spanish,49,anova,all,83,382,83,2,67,25,RF,0.835820895522388,{'clf__n_estimators': 100},0.68
extended_excluding_task_specific,es,Spanish,49,welch_bonferroni,5,5,382,83,2,67,25,LR,0.8656716417910447,{'clf__C': 0.1},0.6577777777777778
extended_excluding_task_specific,es,Spanish,49,welch_bonferroni,10,10,382,83,2,67,25,DT,0.8507462686567164,{'clf__max_depth': 10},0.6222222222222222
extended_excluding_task_specific,es,Spanish,49,welch_bonferroni,20,20,382,83,2,67,25,LR,0.8208955223880597,{'clf__C': 1},0.711111111111111
extended_excluding_task_specific,es,Spanish,49,welch_bonferroni,50,50,382,83,2,67,25,LR,0.8059701492537313,{'clf__C': 0.1},0.6933333333333332
extended_excluding_task_specific,es,Spanish,49,welch_bonferroni,100,83,382,83,2,67,25,RF,0.8208955223880597,{'clf__n_estimators': 50},0.6799999999999999
extended_excluding_task_specific,es,Spanish,49,welch_bonferroni,all,83,382,83,2,67,25,RF,0.835820895522388,{'clf__n_estimators': 100},0.68
