Loading manifest and rich feature table
language_en_all_rich: subset=pause_only top_k=50 model=rf:n200 bal_acc=0.623 auroc=0.697
language_en_all_rich: subset=pause_only top_k=50 model=svm:linear_c1 bal_acc=0.520 auroc=0.658
language_en_all_rich: subset=pause_only top_k=50 model=svm:rbf_c1 bal_acc=0.569 auroc=0.628
language_en_all_rich: subset=pause_only top_k=100 model=lr:c1 bal_acc=0.599 auroc=0.657
language_en_all_rich: subset=pause_only top_k=100 model=dt:depth20 bal_acc=0.646 auroc=0.709
language_en_all_rich: subset=pause_only top_k=100 model=rf:n200 bal_acc=0.623 auroc=0.697
language_en_all_rich: subset=pause_only top_k=100 model=svm:linear_c1 bal_acc=0.520 auroc=0.658
language_en_all_rich: subset=pause_only top_k=100 model=svm:rbf_c1 bal_acc=0.569 auroc=0.628
language_en_all_rich: subset=pause_only top_k=all model=lr:c1 bal_acc=0.599 auroc=0.657
language_en_all_rich: subset=pause_only top_k=all model=dt:depth20 bal_acc=0.646 auroc=0.709
language_en_all_rich: subset=pause_only top_k=all model=rf:n200 bal_acc=0.623 auroc=0.694
language_en_all_rich: subset=pause_only top_k=all model=svm:linear_c1 bal_acc=0.520 auroc=0.658
language_en_all_rich: subset=pause_only top_k=all model=svm:rbf_c1 bal_acc=0.569 auroc=0.628
language_en_all_rich: subset=speech_graph_only top_k=5 model=lr:c1 bal_acc=0.604 auroc=0.637
language_en_all_rich: subset=speech_graph_only top_k=5 model=dt:depth20 bal_acc=0.606 auroc=0.613
language_en_all_rich: subset=speech_graph_only top_k=5 model=rf:n200 bal_acc=0.614 auroc=0.721
language_en_all_rich: subset=speech_graph_only top_k=5 model=svm:linear_c1 bal_acc=0.605 auroc=0.644
language_en_all_rich: subset=speech_graph_only top_k=5 model=svm:rbf_c1 bal_acc=0.620 auroc=0.630
language_en_all_rich: subset=speech_graph_only top_k=10 model=lr:c1 bal_acc=0.604 auroc=0.637
language_en_all_rich: subset=speech_graph_only top_k=10 model=dt:depth20 bal_acc=0.606 auroc=0.613
language_en_all_rich: subset=speech_graph_only top_k=10 model=rf:n200 bal_acc=0.614 auroc=0.721
language_en_all_rich: subset=speech_graph_only top_k=10 model=svm:linear_c1 bal_acc=0.605 auroc=0.644
language_en_all_rich: subset=speech_graph_only top_k=10 model=svm:rbf_c1 bal_acc=0.620 auroc=0.630
language_en_all_rich: subset=speech_graph_only top_k=20 model=lr:c1 bal_acc=0.604 auroc=0.637
language_en_all_rich: subset=speech_graph_only top_k=20 model=dt:depth20 bal_acc=0.606 auroc=0.613
language_en_all_rich: subset=speech_graph_only top_k=20 model=rf:n200 bal_acc=0.614 auroc=0.721
language_en_all_rich: subset=speech_graph_only top_k=20 model=svm:linear_c1 bal_acc=0.605 auroc=0.644
language_en_all_rich: subset=speech_graph_only top_k=20 model=svm:rbf_c1 bal_acc=0.620 auroc=0.630
language_en_all_rich: subset=speech_graph_only top_k=50 model=lr:c1 bal_acc=0.604 auroc=0.637
language_en_all_rich: subset=speech_graph_only top_k=50 model=dt:depth20 bal_acc=0.606 auroc=0.613
language_en_all_rich: subset=speech_graph_only top_k=50 model=rf:n200 bal_acc=0.614 auroc=0.721
language_en_all_rich: subset=speech_graph_only top_k=50 model=svm:linear_c1 bal_acc=0.605 auroc=0.644
language_en_all_rich: subset=speech_graph_only top_k=50 model=svm:rbf_c1 bal_acc=0.620 auroc=0.630
language_en_all_rich: subset=speech_graph_only top_k=100 model=lr:c1 bal_acc=0.604 auroc=0.637
language_en_all_rich: subset=speech_graph_only top_k=100 model=dt:depth20 bal_acc=0.606 auroc=0.613
language_en_all_rich: subset=speech_graph_only top_k=100 model=rf:n200 bal_acc=0.614 auroc=0.721
language_en_all_rich: subset=speech_graph_only top_k=100 model=svm:linear_c1 bal_acc=0.605 auroc=0.644
language_en_all_rich: subset=speech_graph_only top_k=100 model=svm:rbf_c1 bal_acc=0.620 auroc=0.630
language_en_all_rich: subset=speech_graph_only top_k=all model=lr:c1 bal_acc=0.604 auroc=0.637
language_en_all_rich: subset=speech_graph_only top_k=all model=dt:depth20 bal_acc=0.606 auroc=0.613
language_en_all_rich: subset=speech_graph_only top_k=all model=rf:n200 bal_acc=0.603 auroc=0.714
language_en_all_rich: subset=speech_graph_only top_k=all model=svm:linear_c1 bal_acc=0.605 auroc=0.644
language_en_all_rich: subset=speech_graph_only top_k=all model=svm:rbf_c1 bal_acc=0.620 auroc=0.630
language_en_all_rich: subset=acoustic_only top_k=5 model=lr:c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=5 model=dt:depth20 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=5 model=rf:n200 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=5 model=svm:linear_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=5 model=svm:rbf_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=10 model=lr:c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=10 model=dt:depth20 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=10 model=rf:n200 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=10 model=svm:linear_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=10 model=svm:rbf_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=20 model=lr:c1 bal_acc=0.516 auroc=0.520
language_en_all_rich: subset=acoustic_only top_k=20 model=dt:depth20 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=20 model=rf:n200 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=20 model=svm:linear_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=20 model=svm:rbf_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=50 model=lr:c1 bal_acc=0.516 auroc=0.512
language_en_all_rich: subset=acoustic_only top_k=50 model=dt:depth20 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=50 model=rf:n200 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=50 model=svm:linear_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=50 model=svm:rbf_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=100 model=lr:c1 bal_acc=0.516 auroc=0.512
language_en_all_rich: subset=acoustic_only top_k=100 model=dt:depth20 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=100 model=rf:n200 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=100 model=svm:linear_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=100 model=svm:rbf_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=all model=lr:c1 bal_acc=0.516 auroc=0.520
language_en_all_rich: subset=acoustic_only top_k=all model=dt:depth20 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=all model=rf:n200 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=all model=svm:linear_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=acoustic_only top_k=all model=svm:rbf_c1 bal_acc=0.516 auroc=0.516
language_en_all_rich: subset=text_plus_pause top_k=5 model=lr:c1 bal_acc=0.655 auroc=0.704
language_en_all_rich: subset=text_plus_pause top_k=5 model=dt:depth20 bal_acc=0.640 auroc=0.658
language_en_all_rich: subset=text_plus_pause top_k=5 model=rf:n200 bal_acc=0.707 auroc=0.775
language_en_all_rich: subset=text_plus_pause top_k=5 model=svm:linear_c1 bal_acc=0.655 auroc=0.665
language_en_all_rich: subset=text_plus_pause top_k=5 model=svm:rbf_c1 bal_acc=0.668 auroc=0.733
language_en_all_rich: subset=text_plus_pause top_k=10 model=lr:c1 bal_acc=0.666 auroc=0.752
language_en_all_rich: subset=text_plus_pause top_k=10 model=dt:depth20 bal_acc=0.663 auroc=0.714
language_en_all_rich: subset=text_plus_pause top_k=10 model=rf:n200 bal_acc=0.678 auroc=0.768
language_en_all_rich: subset=text_plus_pause top_k=10 model=svm:linear_c1 bal_acc=0.666 auroc=0.719
language_en_all_rich: subset=text_plus_pause top_k=10 model=svm:rbf_c1 bal_acc=0.679 auroc=0.760
language_en_all_rich: subset=text_plus_pause top_k=20 model=lr:c1 bal_acc=0.704 auroc=0.782
language_en_all_rich: subset=text_plus_pause top_k=20 model=dt:depth20 bal_acc=0.638 auroc=0.640
language_en_all_rich: subset=text_plus_pause top_k=20 model=rf:n200 bal_acc=0.708 auroc=0.778
language_en_all_rich: subset=text_plus_pause top_k=20 model=svm:linear_c1 bal_acc=0.673 auroc=0.771
language_en_all_rich: subset=text_plus_pause top_k=20 model=svm:rbf_c1 bal_acc=0.738 auroc=0.818
language_en_all_rich: subset=text_plus_pause top_k=50 model=lr:c1 bal_acc=0.703 auroc=0.788
language_en_all_rich: subset=text_plus_pause top_k=50 model=dt:depth20 bal_acc=0.686 auroc=0.686
language_en_all_rich: subset=text_plus_pause top_k=50 model=rf:n200 bal_acc=0.712 auroc=0.840
language_en_all_rich: subset=text_plus_pause top_k=50 model=svm:linear_c1 bal_acc=0.707 auroc=0.779
language_en_all_rich: subset=text_plus_pause top_k=50 model=svm:rbf_c1 bal_acc=0.714 auroc=0.808
language_en_all_rich: subset=text_plus_pause top_k=100 model=lr:c1 bal_acc=0.730 auroc=0.824
language_en_all_rich: subset=text_plus_pause top_k=100 model=dt:depth20 bal_acc=0.707 auroc=0.707
language_en_all_rich: subset=text_plus_pause top_k=100 model=rf:n200 bal_acc=0.706 auroc=0.831
language_en_all_rich: subset=text_plus_pause top_k=100 model=svm:linear_c1 bal_acc=0.726 auroc=0.815
language_en_all_rich: subset=text_plus_pause top_k=100 model=svm:rbf_c1 bal_acc=0.715 auroc=0.817
language_en_all_rich: subset=text_plus_pause top_k=all model=lr:c1 bal_acc=0.730 auroc=0.824
language_en_all_rich: subset=text_plus_pause top_k=all model=dt:depth20 bal_acc=0.695 auroc=0.695
language_en_all_rich: subset=text_plus_pause top_k=all model=rf:n200 bal_acc=0.708 auroc=0.837
language_en_all_rich: subset=text_plus_pause top_k=all model=svm:linear_c1 bal_acc=0.726 auroc=0.815
language_en_all_rich: subset=text_plus_pause top_k=all model=svm:rbf_c1 bal_acc=0.715 auroc=0.817
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=5 model=lr:c1 bal_acc=0.655 auroc=0.704
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=5 model=dt:depth20 bal_acc=0.640 auroc=0.658
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=5 model=rf:n200 bal_acc=0.707 auroc=0.775
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=5 model=svm:linear_c1 bal_acc=0.655 auroc=0.665
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=5 model=svm:rbf_c1 bal_acc=0.668 auroc=0.733
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=10 model=lr:c1 bal_acc=0.666 auroc=0.752
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=10 model=dt:depth20 bal_acc=0.663 auroc=0.714
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=10 model=rf:n200 bal_acc=0.678 auroc=0.768
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=10 model=svm:linear_c1 bal_acc=0.666 auroc=0.719
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=10 model=svm:rbf_c1 bal_acc=0.679 auroc=0.760
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=20 model=lr:c1 bal_acc=0.704 auroc=0.782
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=20 model=dt:depth20 bal_acc=0.638 auroc=0.640
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=20 model=rf:n200 bal_acc=0.708 auroc=0.778
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=20 model=svm:linear_c1 bal_acc=0.673 auroc=0.771
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=20 model=svm:rbf_c1 bal_acc=0.738 auroc=0.818
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=50 model=lr:c1 bal_acc=0.696 auroc=0.801
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=50 model=dt:depth20 bal_acc=0.703 auroc=0.705
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=50 model=rf:n200 bal_acc=0.712 auroc=0.828
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=50 model=svm:linear_c1 bal_acc=0.707 auroc=0.792
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=50 model=svm:rbf_c1 bal_acc=0.732 auroc=0.806
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=100 model=lr:c1 bal_acc=0.712 auroc=0.811
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=100 model=dt:depth20 bal_acc=0.710 auroc=0.710
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=100 model=rf:n200 bal_acc=0.720 auroc=0.844
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=100 model=svm:linear_c1 bal_acc=0.713 auroc=0.806
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=100 model=svm:rbf_c1 bal_acc=0.727 auroc=0.815
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=all model=lr:c1 bal_acc=0.712 auroc=0.811
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=all model=dt:depth20 bal_acc=0.728 auroc=0.728
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=all model=rf:n200 bal_acc=0.718 auroc=0.844
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=all model=svm:linear_c1 bal_acc=0.713 auroc=0.806
language_en_all_rich: subset=text_plus_pause_plus_graph top_k=all model=svm:rbf_c1 bal_acc=0.727 auroc=0.815
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=lr:c1 bal_acc=0.655 auroc=0.704
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=dt:depth20 bal_acc=0.640 auroc=0.658
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=rf:n200 bal_acc=0.707 auroc=0.775
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=svm:linear_c1 bal_acc=0.655 auroc=0.665
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=svm:rbf_c1 bal_acc=0.668 auroc=0.733
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=lr:c1 bal_acc=0.666 auroc=0.752
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=dt:depth20 bal_acc=0.663 auroc=0.714
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=rf:n200 bal_acc=0.678 auroc=0.768
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=svm:linear_c1 bal_acc=0.666 auroc=0.719
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=svm:rbf_c1 bal_acc=0.679 auroc=0.760
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=lr:c1 bal_acc=0.704 auroc=0.782
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=dt:depth20 bal_acc=0.638 auroc=0.640
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=rf:n200 bal_acc=0.708 auroc=0.778
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=svm:linear_c1 bal_acc=0.673 auroc=0.771
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=svm:rbf_c1 bal_acc=0.738 auroc=0.818
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=lr:c1 bal_acc=0.705 auroc=0.795
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=dt:depth20 bal_acc=0.681 auroc=0.686
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=rf:n200 bal_acc=0.709 auroc=0.840
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=svm:linear_c1 bal_acc=0.711 auroc=0.793
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=svm:rbf_c1 bal_acc=0.731 auroc=0.815
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=lr:c1 bal_acc=0.737 auroc=0.815
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=dt:depth20 bal_acc=0.689 auroc=0.689
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=rf:n200 bal_acc=0.719 auroc=0.846
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=svm:linear_c1 bal_acc=0.720 auroc=0.804
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=svm:rbf_c1 bal_acc=0.723 auroc=0.822
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=all model=lr:c1 bal_acc=0.731 auroc=0.824
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=all model=dt:depth20 bal_acc=0.702 auroc=0.702
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=all model=rf:n200 bal_acc=0.712 auroc=0.834
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=all model=svm:linear_c1 bal_acc=0.726 auroc=0.815
language_en_all_rich: subset=text_plus_pause_plus_acoustic top_k=all model=svm:rbf_c1 bal_acc=0.733 auroc=0.813
Running language_es_all_rich: rows=292 groups=125 classes={0.0: 195, 1.0: 97}
language_es_all_rich: train rows/groups=231/100 test rows/groups=61/25
language_es_all_rich: subset=all_universal top_k=5 model=lr:c1 bal_acc=0.705 auroc=0.779
language_es_all_rich: subset=all_universal top_k=5 model=dt:depth20 bal_acc=0.680 auroc=0.680
language_es_all_rich: subset=all_universal top_k=5 model=rf:n200 bal_acc=0.692 auroc=0.757
language_es_all_rich: subset=all_universal top_k=5 model=svm:linear_c1 bal_acc=0.682 auroc=0.798
language_es_all_rich: subset=all_universal top_k=5 model=svm:rbf_c1 bal_acc=0.687 auroc=0.783
language_es_all_rich: subset=all_universal top_k=10 model=lr:c1 bal_acc=0.666 auroc=0.734
language_es_all_rich: subset=all_universal top_k=10 model=dt:depth20 bal_acc=0.634 auroc=0.634
language_es_all_rich: subset=all_universal top_k=10 model=rf:n200 bal_acc=0.775 auroc=0.765
language_es_all_rich: subset=all_universal top_k=10 model=svm:linear_c1 bal_acc=0.689 auroc=0.738
language_es_all_rich: subset=all_universal top_k=10 model=svm:rbf_c1 bal_acc=0.768 auroc=0.767
language_es_all_rich: subset=all_universal top_k=20 model=lr:c1 bal_acc=0.629 auroc=0.682
language_es_all_rich: subset=all_universal top_k=20 model=dt:depth20 bal_acc=0.520 auroc=0.520
language_es_all_rich: subset=all_universal top_k=20 model=rf:n200 bal_acc=0.743 auroc=0.804
language_es_all_rich: subset=all_universal top_k=20 model=svm:linear_c1 bal_acc=0.629 auroc=0.583
language_es_all_rich: subset=all_universal top_k=20 model=svm:rbf_c1 bal_acc=0.729 auroc=0.782
language_es_all_rich: subset=all_universal top_k=50 model=lr:c1 bal_acc=0.638 auroc=0.629
language_es_all_rich: subset=all_universal top_k=50 model=dt:depth20 bal_acc=0.539 auroc=0.539
language_es_all_rich: subset=all_universal top_k=50 model=rf:n200 bal_acc=0.722 auroc=0.836
language_es_all_rich: subset=all_universal top_k=50 model=svm:linear_c1 bal_acc=0.583 auroc=0.584
language_es_all_rich: subset=all_universal top_k=50 model=svm:rbf_c1 bal_acc=0.717 auroc=0.788
language_es_all_rich: subset=all_universal top_k=100 model=lr:c1 bal_acc=0.678 auroc=0.696
language_es_all_rich: subset=all_universal top_k=100 model=dt:depth20 bal_acc=0.578 auroc=0.578
language_es_all_rich: subset=all_universal top_k=100 model=rf:n200 bal_acc=0.750 auroc=0.829
language_es_all_rich: subset=all_universal top_k=100 model=svm:linear_c1 bal_acc=0.638 auroc=0.646
language_es_all_rich: subset=all_universal top_k=100 model=svm:rbf_c1 bal_acc=0.756 auroc=0.807
language_es_all_rich: subset=all_universal top_k=all model=lr:c1 bal_acc=0.678 auroc=0.696
language_es_all_rich: subset=all_universal top_k=all model=dt:depth20 bal_acc=0.539 auroc=0.539
language_es_all_rich: subset=all_universal top_k=all model=rf:n200 bal_acc=0.782 auroc=0.837
language_es_all_rich: subset=all_universal top_k=all model=svm:linear_c1 bal_acc=0.638 auroc=0.646
language_es_all_rich: subset=all_universal top_k=all model=svm:rbf_c1 bal_acc=0.756 auroc=0.807
language_es_all_rich: subset=text_only top_k=5 model=lr:c1 bal_acc=0.705 auroc=0.779
language_es_all_rich: subset=text_only top_k=5 model=dt:depth20 bal_acc=0.680 auroc=0.680
language_es_all_rich: subset=text_only top_k=5 model=rf:n200 bal_acc=0.692 auroc=0.757
language_es_all_rich: subset=text_only top_k=5 model=svm:linear_c1 bal_acc=0.682 auroc=0.798
language_es_all_rich: subset=text_only top_k=5 model=svm:rbf_c1 bal_acc=0.687 auroc=0.783
language_es_all_rich: subset=text_only top_k=10 model=lr:c1 bal_acc=0.678 auroc=0.738
language_es_all_rich: subset=text_only top_k=10 model=dt:depth20 bal_acc=0.634 auroc=0.634
language_es_all_rich: subset=text_only top_k=10 model=rf:n200 bal_acc=0.747 auroc=0.760
language_es_all_rich: subset=text_only top_k=10 model=svm:linear_c1 bal_acc=0.678 auroc=0.738
language_es_all_rich: subset=text_only top_k=10 model=svm:rbf_c1 bal_acc=0.756 auroc=0.765
language_es_all_rich: subset=text_only top_k=20 model=lr:c1 bal_acc=0.685 auroc=0.683
language_es_all_rich: subset=text_only top_k=20 model=dt:depth20 bal_acc=0.476 auroc=0.476
language_es_all_rich: subset=text_only top_k=20 model=rf:n200 bal_acc=0.798 auroc=0.784
language_es_all_rich: subset=text_only top_k=20 model=svm:linear_c1 bal_acc=0.645 auroc=0.623
language_es_all_rich: subset=text_only top_k=20 model=svm:rbf_c1 bal_acc=0.729 auroc=0.774
language_es_all_rich: subset=text_only top_k=50 model=lr:c1 bal_acc=0.666 auroc=0.672
language_es_all_rich: subset=text_only top_k=50 model=dt:depth20 bal_acc=0.638 auroc=0.638
language_es_all_rich: subset=text_only top_k=50 model=rf:n200 bal_acc=0.738 auroc=0.833
language_es_all_rich: subset=text_only top_k=50 model=svm:linear_c1 bal_acc=0.627 auroc=0.593
language_es_all_rich: subset=text_only top_k=50 model=svm:rbf_c1 bal_acc=0.768 auroc=0.804
language_es_all_rich: subset=text_only top_k=100 model=lr:c1 bal_acc=0.666 auroc=0.687
language_es_all_rich: subset=text_only top_k=100 model=dt:depth20 bal_acc=0.601 auroc=0.601
language_es_all_rich: subset=text_only top_k=100 model=rf:n200 bal_acc=0.699 auroc=0.835
language_es_all_rich: subset=text_only top_k=100 model=svm:linear_c1 bal_acc=0.654 auroc=0.636
language_es_all_rich: subset=text_only top_k=100 model=svm:rbf_c1 bal_acc=0.756 auroc=0.813
language_es_all_rich: subset=text_only top_k=all model=lr:c1 bal_acc=0.666 auroc=0.687
language_es_all_rich: subset=text_only top_k=all model=dt:depth20 bal_acc=0.669 auroc=0.669
language_es_all_rich: subset=text_only top_k=all model=rf:n200 bal_acc=0.738 auroc=0.840
language_es_all_rich: subset=text_only top_k=all model=svm:linear_c1 bal_acc=0.654 auroc=0.636
language_es_all_rich: subset=text_only top_k=all model=svm:rbf_c1 bal_acc=0.756 auroc=0.813
language_es_all_rich: subset=pause_only top_k=5 model=lr:c1 bal_acc=0.532 auroc=0.503
language_es_all_rich: subset=pause_only top_k=5 model=dt:depth20 bal_acc=0.671 auroc=0.671
language_es_all_rich: subset=pause_only top_k=5 model=rf:n200 bal_acc=0.671 auroc=0.680
language_es_all_rich: subset=pause_only top_k=5 model=svm:linear_c1 bal_acc=0.532 auroc=0.452
language_es_all_rich: subset=pause_only top_k=5 model=svm:rbf_c1 bal_acc=0.588 auroc=0.667
language_es_all_rich: subset=pause_only top_k=10 model=lr:c1 bal_acc=0.532 auroc=0.503
language_es_all_rich: subset=pause_only top_k=10 model=dt:depth20 bal_acc=0.671 auroc=0.671
language_es_all_rich: subset=pause_only top_k=10 model=rf:n200 bal_acc=0.671 auroc=0.680
language_es_all_rich: subset=pause_only top_k=10 model=svm:linear_c1 bal_acc=0.532 auroc=0.452
language_es_all_rich: subset=pause_only top_k=10 model=svm:rbf_c1 bal_acc=0.588 auroc=0.667
language_es_all_rich: subset=pause_only top_k=20 model=lr:c1 bal_acc=0.532 auroc=0.503
language_es_all_rich: subset=pause_only top_k=20 model=dt:depth20 bal_acc=0.671 auroc=0.671
language_es_all_rich: subset=pause_only top_k=20 model=rf:n200 bal_acc=0.671 auroc=0.680
language_es_all_rich: subset=pause_only top_k=20 model=svm:linear_c1 bal_acc=0.532 auroc=0.452
language_es_all_rich: subset=pause_only top_k=20 model=svm:rbf_c1 bal_acc=0.588 auroc=0.667
language_es_all_rich: subset=pause_only top_k=50 model=lr:c1 bal_acc=0.532 auroc=0.503
language_es_all_rich: subset=pause_only top_k=50 model=dt:depth20 bal_acc=0.671 auroc=0.671
language_es_all_rich: subset=pause_only top_k=50 model=rf:n200 bal_acc=0.671 auroc=0.680
language_es_all_rich: subset=pause_only top_k=50 model=svm:linear_c1 bal_acc=0.532 auroc=0.452
language_es_all_rich: subset=pause_only top_k=50 model=svm:rbf_c1 bal_acc=0.588 auroc=0.667
language_es_all_rich: subset=pause_only top_k=100 model=lr:c1 bal_acc=0.532 auroc=0.503
language_es_all_rich: subset=pause_only top_k=100 model=dt:depth20 bal_acc=0.671 auroc=0.671
language_es_all_rich: subset=pause_only top_k=100 model=rf:n200 bal_acc=0.671 auroc=0.680
language_es_all_rich: subset=pause_only top_k=100 model=svm:linear_c1 bal_acc=0.532 auroc=0.452
language_es_all_rich: subset=pause_only top_k=100 model=svm:rbf_c1 bal_acc=0.588 auroc=0.667
language_es_all_rich: subset=pause_only top_k=all model=lr:c1 bal_acc=0.532 auroc=0.503
language_es_all_rich: subset=pause_only top_k=all model=dt:depth20 bal_acc=0.671 auroc=0.671
language_es_all_rich: subset=pause_only top_k=all model=rf:n200 bal_acc=0.671 auroc=0.680
language_es_all_rich: subset=pause_only top_k=all model=svm:linear_c1 bal_acc=0.532 auroc=0.452
language_es_all_rich: subset=pause_only top_k=all model=svm:rbf_c1 bal_acc=0.588 auroc=0.667
language_es_all_rich: subset=speech_graph_only top_k=5 model=lr:c1 bal_acc=0.567 auroc=0.567
language_es_all_rich: subset=speech_graph_only top_k=5 model=dt:depth20 bal_acc=0.555 auroc=0.497
language_es_all_rich: subset=speech_graph_only top_k=5 model=rf:n200 bal_acc=0.650 auroc=0.697
language_es_all_rich: subset=speech_graph_only top_k=5 model=svm:linear_c1 bal_acc=0.553 auroc=0.570
language_es_all_rich: subset=speech_graph_only top_k=5 model=svm:rbf_c1 bal_acc=0.659 auroc=0.682
language_es_all_rich: subset=speech_graph_only top_k=10 model=lr:c1 bal_acc=0.567 auroc=0.567
language_es_all_rich: subset=speech_graph_only top_k=10 model=dt:depth20 bal_acc=0.555 auroc=0.497
language_es_all_rich: subset=speech_graph_only top_k=10 model=rf:n200 bal_acc=0.650 auroc=0.697
language_es_all_rich: subset=speech_graph_only top_k=10 model=svm:linear_c1 bal_acc=0.553 auroc=0.570
language_es_all_rich: subset=speech_graph_only top_k=10 model=svm:rbf_c1 bal_acc=0.659 auroc=0.682
language_es_all_rich: subset=speech_graph_only top_k=20 model=lr:c1 bal_acc=0.567 auroc=0.567
