Loading manifest and rich feature table
language_zh_all_rich: subset=pause_only top_k=10 model=rf:n200 bal_acc=0.630 auroc=0.747
language_zh_all_rich: subset=pause_only top_k=10 model=svm:linear_c1 bal_acc=0.481 auroc=0.538
language_zh_all_rich: subset=pause_only top_k=10 model=svm:rbf_c1 bal_acc=0.519 auroc=0.611
language_zh_all_rich: subset=pause_only top_k=20 model=lr:c1 bal_acc=0.633 auroc=0.667
language_zh_all_rich: subset=pause_only top_k=20 model=dt:depth20 bal_acc=0.659 auroc=0.659
language_zh_all_rich: subset=pause_only top_k=20 model=rf:n200 bal_acc=0.675 auroc=0.856
language_zh_all_rich: subset=pause_only top_k=20 model=svm:linear_c1 bal_acc=0.623 auroc=0.672
language_zh_all_rich: subset=pause_only top_k=20 model=svm:rbf_c1 bal_acc=0.556 auroc=0.702
language_zh_all_rich: subset=pause_only top_k=50 model=lr:c1 bal_acc=0.642 auroc=0.659
language_zh_all_rich: subset=pause_only top_k=50 model=dt:depth20 bal_acc=0.650 auroc=0.650
language_zh_all_rich: subset=pause_only top_k=50 model=rf:n200 bal_acc=0.657 auroc=0.833
language_zh_all_rich: subset=pause_only top_k=50 model=svm:linear_c1 bal_acc=0.632 auroc=0.665
language_zh_all_rich: subset=pause_only top_k=50 model=svm:rbf_c1 bal_acc=0.565 auroc=0.713
language_zh_all_rich: subset=pause_only top_k=100 model=lr:c1 bal_acc=0.642 auroc=0.659
language_zh_all_rich: subset=pause_only top_k=100 model=dt:depth20 bal_acc=0.650 auroc=0.650
language_zh_all_rich: subset=pause_only top_k=100 model=rf:n200 bal_acc=0.657 auroc=0.833
language_zh_all_rich: subset=pause_only top_k=100 model=svm:linear_c1 bal_acc=0.632 auroc=0.665
language_zh_all_rich: subset=pause_only top_k=100 model=svm:rbf_c1 bal_acc=0.565 auroc=0.713
language_zh_all_rich: subset=pause_only top_k=all model=lr:c1 bal_acc=0.642 auroc=0.659
language_zh_all_rich: subset=pause_only top_k=all model=dt:depth20 bal_acc=0.668 auroc=0.669
language_zh_all_rich: subset=pause_only top_k=all model=rf:n200 bal_acc=0.657 auroc=0.828
language_zh_all_rich: subset=pause_only top_k=all model=svm:linear_c1 bal_acc=0.632 auroc=0.665
language_zh_all_rich: subset=pause_only top_k=all model=svm:rbf_c1 bal_acc=0.565 auroc=0.713
language_zh_all_rich: subset=speech_graph_only top_k=5 model=lr:c1 bal_acc=0.698 auroc=0.796
language_zh_all_rich: subset=speech_graph_only top_k=5 model=dt:depth20 bal_acc=0.638 auroc=0.639
language_zh_all_rich: subset=speech_graph_only top_k=5 model=rf:n200 bal_acc=0.618 auroc=0.746
language_zh_all_rich: subset=speech_graph_only top_k=5 model=svm:linear_c1 bal_acc=0.707 auroc=0.789
language_zh_all_rich: subset=speech_graph_only top_k=5 model=svm:rbf_c1 bal_acc=0.682 auroc=0.759
language_zh_all_rich: subset=speech_graph_only top_k=10 model=lr:c1 bal_acc=0.698 auroc=0.796
language_zh_all_rich: subset=speech_graph_only top_k=10 model=dt:depth20 bal_acc=0.638 auroc=0.639
language_zh_all_rich: subset=speech_graph_only top_k=10 model=rf:n200 bal_acc=0.618 auroc=0.746
language_zh_all_rich: subset=speech_graph_only top_k=10 model=svm:linear_c1 bal_acc=0.707 auroc=0.789
language_zh_all_rich: subset=speech_graph_only top_k=10 model=svm:rbf_c1 bal_acc=0.682 auroc=0.759
language_zh_all_rich: subset=speech_graph_only top_k=20 model=lr:c1 bal_acc=0.698 auroc=0.796
language_zh_all_rich: subset=speech_graph_only top_k=20 model=dt:depth20 bal_acc=0.638 auroc=0.639
language_zh_all_rich: subset=speech_graph_only top_k=20 model=rf:n200 bal_acc=0.618 auroc=0.746
language_zh_all_rich: subset=speech_graph_only top_k=20 model=svm:linear_c1 bal_acc=0.707 auroc=0.789
language_zh_all_rich: subset=speech_graph_only top_k=20 model=svm:rbf_c1 bal_acc=0.682 auroc=0.759
language_zh_all_rich: subset=speech_graph_only top_k=50 model=lr:c1 bal_acc=0.698 auroc=0.796
language_zh_all_rich: subset=speech_graph_only top_k=50 model=dt:depth20 bal_acc=0.638 auroc=0.639
language_zh_all_rich: subset=speech_graph_only top_k=50 model=rf:n200 bal_acc=0.618 auroc=0.746
language_zh_all_rich: subset=speech_graph_only top_k=50 model=svm:linear_c1 bal_acc=0.707 auroc=0.789
language_zh_all_rich: subset=speech_graph_only top_k=50 model=svm:rbf_c1 bal_acc=0.682 auroc=0.759
language_zh_all_rich: subset=speech_graph_only top_k=100 model=lr:c1 bal_acc=0.698 auroc=0.796
language_zh_all_rich: subset=speech_graph_only top_k=100 model=dt:depth20 bal_acc=0.638 auroc=0.639
language_zh_all_rich: subset=speech_graph_only top_k=100 model=rf:n200 bal_acc=0.618 auroc=0.746
language_zh_all_rich: subset=speech_graph_only top_k=100 model=svm:linear_c1 bal_acc=0.707 auroc=0.789
language_zh_all_rich: subset=speech_graph_only top_k=100 model=svm:rbf_c1 bal_acc=0.682 auroc=0.759
language_zh_all_rich: subset=speech_graph_only top_k=all model=lr:c1 bal_acc=0.698 auroc=0.796
language_zh_all_rich: subset=speech_graph_only top_k=all model=dt:depth20 bal_acc=0.638 auroc=0.639
language_zh_all_rich: subset=speech_graph_only top_k=all model=rf:n200 bal_acc=0.580 auroc=0.747
language_zh_all_rich: subset=speech_graph_only top_k=all model=svm:linear_c1 bal_acc=0.707 auroc=0.789
language_zh_all_rich: subset=speech_graph_only top_k=all model=svm:rbf_c1 bal_acc=0.682 auroc=0.759
language_zh_all_rich: subset=acoustic_only top_k=5 model=lr:c1 bal_acc=0.670 auroc=0.758
language_zh_all_rich: subset=acoustic_only top_k=5 model=dt:depth20 bal_acc=0.651 auroc=0.690
language_zh_all_rich: subset=acoustic_only top_k=5 model=rf:n200 bal_acc=0.487 auroc=0.644
language_zh_all_rich: subset=acoustic_only top_k=5 model=svm:linear_c1 bal_acc=0.671 auroc=0.721
language_zh_all_rich: subset=acoustic_only top_k=5 model=svm:rbf_c1 bal_acc=0.603 auroc=0.657
language_zh_all_rich: subset=acoustic_only top_k=10 model=lr:c1 bal_acc=0.563 auroc=0.726
language_zh_all_rich: subset=acoustic_only top_k=10 model=dt:depth20 bal_acc=0.594 auroc=0.606
language_zh_all_rich: subset=acoustic_only top_k=10 model=rf:n200 bal_acc=0.581 auroc=0.687
language_zh_all_rich: subset=acoustic_only top_k=10 model=svm:linear_c1 bal_acc=0.583 auroc=0.719
language_zh_all_rich: subset=acoustic_only top_k=10 model=svm:rbf_c1 bal_acc=0.591 auroc=0.688
language_zh_all_rich: subset=acoustic_only top_k=20 model=lr:c1 bal_acc=0.611 auroc=0.729
language_zh_all_rich: subset=acoustic_only top_k=20 model=dt:depth20 bal_acc=0.573 auroc=0.594
language_zh_all_rich: subset=acoustic_only top_k=20 model=rf:n200 bal_acc=0.581 auroc=0.681
language_zh_all_rich: subset=acoustic_only top_k=20 model=svm:linear_c1 bal_acc=0.621 auroc=0.652
language_zh_all_rich: subset=acoustic_only top_k=20 model=svm:rbf_c1 bal_acc=0.640 auroc=0.665
language_zh_all_rich: subset=acoustic_only top_k=50 model=lr:c1 bal_acc=0.679 auroc=0.790
language_zh_all_rich: subset=acoustic_only top_k=50 model=dt:depth20 bal_acc=0.641 auroc=0.677
language_zh_all_rich: subset=acoustic_only top_k=50 model=rf:n200 bal_acc=0.620 auroc=0.781
language_zh_all_rich: subset=acoustic_only top_k=50 model=svm:linear_c1 bal_acc=0.650 auroc=0.753
language_zh_all_rich: subset=acoustic_only top_k=50 model=svm:rbf_c1 bal_acc=0.726 auroc=0.772
language_zh_all_rich: subset=acoustic_only top_k=100 model=lr:c1 bal_acc=0.688 auroc=0.777
language_zh_all_rich: subset=acoustic_only top_k=100 model=dt:depth20 bal_acc=0.650 auroc=0.682
language_zh_all_rich: subset=acoustic_only top_k=100 model=rf:n200 bal_acc=0.630 auroc=0.769
language_zh_all_rich: subset=acoustic_only top_k=100 model=svm:linear_c1 bal_acc=0.660 auroc=0.756
language_zh_all_rich: subset=acoustic_only top_k=100 model=svm:rbf_c1 bal_acc=0.687 auroc=0.759
language_zh_all_rich: subset=acoustic_only top_k=all model=lr:c1 bal_acc=0.688 auroc=0.778
language_zh_all_rich: subset=acoustic_only top_k=all model=dt:depth20 bal_acc=0.718 auroc=0.759
language_zh_all_rich: subset=acoustic_only top_k=all model=rf:n200 bal_acc=0.630 auroc=0.762
language_zh_all_rich: subset=acoustic_only top_k=all model=svm:linear_c1 bal_acc=0.679 auroc=0.747
language_zh_all_rich: subset=acoustic_only top_k=all model=svm:rbf_c1 bal_acc=0.668 auroc=0.734
language_zh_all_rich: subset=text_plus_pause top_k=5 model=lr:c1 bal_acc=0.648 auroc=0.774
language_zh_all_rich: subset=text_plus_pause top_k=5 model=dt:depth20 bal_acc=0.592 auroc=0.592
language_zh_all_rich: subset=text_plus_pause top_k=5 model=rf:n200 bal_acc=0.571 auroc=0.717
language_zh_all_rich: subset=text_plus_pause top_k=5 model=svm:linear_c1 bal_acc=0.687 auroc=0.775
language_zh_all_rich: subset=text_plus_pause top_k=5 model=svm:rbf_c1 bal_acc=0.716 auroc=0.772
language_zh_all_rich: subset=text_plus_pause top_k=10 model=lr:c1 bal_acc=0.621 auroc=0.704
language_zh_all_rich: subset=text_plus_pause top_k=10 model=dt:depth20 bal_acc=0.563 auroc=0.563
language_zh_all_rich: subset=text_plus_pause top_k=10 model=rf:n200 bal_acc=0.589 auroc=0.693
language_zh_all_rich: subset=text_plus_pause top_k=10 model=svm:linear_c1 bal_acc=0.640 auroc=0.720
language_zh_all_rich: subset=text_plus_pause top_k=10 model=svm:rbf_c1 bal_acc=0.648 auroc=0.713
language_zh_all_rich: subset=text_plus_pause top_k=20 model=lr:c1 bal_acc=0.632 auroc=0.712
language_zh_all_rich: subset=text_plus_pause top_k=20 model=dt:depth20 bal_acc=0.639 auroc=0.639
language_zh_all_rich: subset=text_plus_pause top_k=20 model=rf:n200 bal_acc=0.589 auroc=0.802
language_zh_all_rich: subset=text_plus_pause top_k=20 model=svm:linear_c1 bal_acc=0.594 auroc=0.711
language_zh_all_rich: subset=text_plus_pause top_k=20 model=svm:rbf_c1 bal_acc=0.688 auroc=0.685
language_zh_all_rich: subset=text_plus_pause top_k=50 model=lr:c1 bal_acc=0.754 auroc=0.854
language_zh_all_rich: subset=text_plus_pause top_k=50 model=dt:depth20 bal_acc=0.697 auroc=0.697
language_zh_all_rich: subset=text_plus_pause top_k=50 model=rf:n200 bal_acc=0.770 auroc=0.901
language_zh_all_rich: subset=text_plus_pause top_k=50 model=svm:linear_c1 bal_acc=0.774 auroc=0.877
language_zh_all_rich: subset=text_plus_pause top_k=50 model=svm:rbf_c1 bal_acc=0.763 auroc=0.873
language_zh_all_rich: subset=text_plus_pause top_k=100 model=lr:c1 bal_acc=0.782 auroc=0.865
language_zh_all_rich: subset=text_plus_pause top_k=100 model=dt:depth20 bal_acc=0.724 auroc=0.724
language_zh_all_rich: subset=text_plus_pause top_k=100 model=rf:n200 bal_acc=0.770 auroc=0.920
language_zh_all_rich: subset=text_plus_pause top_k=100 model=svm:linear_c1 bal_acc=0.821 auroc=0.878
language_zh_all_rich: subset=text_plus_pause top_k=100 model=svm:rbf_c1 bal_acc=0.838 auroc=0.913
language_zh_all_rich: subset=text_plus_pause top_k=all model=lr:c1 bal_acc=0.782 auroc=0.865
language_zh_all_rich: subset=text_plus_pause top_k=all model=dt:depth20 bal_acc=0.781 auroc=0.781
language_zh_all_rich: subset=text_plus_pause top_k=all model=rf:n200 bal_acc=0.789 auroc=0.922
language_zh_all_rich: subset=text_plus_pause top_k=all model=svm:linear_c1 bal_acc=0.821 auroc=0.878
language_zh_all_rich: subset=text_plus_pause top_k=all model=svm:rbf_c1 bal_acc=0.838 auroc=0.913
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=5 model=lr:c1 bal_acc=0.648 auroc=0.774
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=5 model=dt:depth20 bal_acc=0.592 auroc=0.592
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=5 model=rf:n200 bal_acc=0.571 auroc=0.717
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=5 model=svm:linear_c1 bal_acc=0.687 auroc=0.775
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=5 model=svm:rbf_c1 bal_acc=0.716 auroc=0.772
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=10 model=lr:c1 bal_acc=0.621 auroc=0.704
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=10 model=dt:depth20 bal_acc=0.563 auroc=0.563
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=10 model=rf:n200 bal_acc=0.589 auroc=0.693
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=10 model=svm:linear_c1 bal_acc=0.640 auroc=0.720
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=10 model=svm:rbf_c1 bal_acc=0.648 auroc=0.713
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=20 model=lr:c1 bal_acc=0.632 auroc=0.712
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=20 model=dt:depth20 bal_acc=0.639 auroc=0.639
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=20 model=rf:n200 bal_acc=0.589 auroc=0.802
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=20 model=svm:linear_c1 bal_acc=0.594 auroc=0.711
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=20 model=svm:rbf_c1 bal_acc=0.688 auroc=0.685
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=50 model=lr:c1 bal_acc=0.726 auroc=0.820
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=50 model=dt:depth20 bal_acc=0.754 auroc=0.754
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=50 model=rf:n200 bal_acc=0.751 auroc=0.894
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=50 model=svm:linear_c1 bal_acc=0.736 auroc=0.836
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=50 model=svm:rbf_c1 bal_acc=0.724 auroc=0.834
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=100 model=lr:c1 bal_acc=0.734 auroc=0.865
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=100 model=dt:depth20 bal_acc=0.714 auroc=0.714
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=100 model=rf:n200 bal_acc=0.789 auroc=0.937
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=100 model=svm:linear_c1 bal_acc=0.821 auroc=0.876
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=100 model=svm:rbf_c1 bal_acc=0.809 auroc=0.913
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=all model=lr:c1 bal_acc=0.734 auroc=0.865
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=all model=dt:depth20 bal_acc=0.705 auroc=0.705
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=all model=rf:n200 bal_acc=0.789 auroc=0.931
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=all model=svm:linear_c1 bal_acc=0.821 auroc=0.876
language_zh_all_rich: subset=text_plus_pause_plus_graph top_k=all model=svm:rbf_c1 bal_acc=0.809 auroc=0.913
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=lr:c1 bal_acc=0.670 auroc=0.758
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=dt:depth20 bal_acc=0.651 auroc=0.690
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=rf:n200 bal_acc=0.487 auroc=0.644
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=svm:linear_c1 bal_acc=0.671 auroc=0.721
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=5 model=svm:rbf_c1 bal_acc=0.603 auroc=0.657
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=lr:c1 bal_acc=0.647 auroc=0.778
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=dt:depth20 bal_acc=0.629 auroc=0.629
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=rf:n200 bal_acc=0.608 auroc=0.743
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=svm:linear_c1 bal_acc=0.591 auroc=0.746
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=10 model=svm:rbf_c1 bal_acc=0.629 auroc=0.683
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=lr:c1 bal_acc=0.675 auroc=0.830
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=dt:depth20 bal_acc=0.714 auroc=0.714
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=rf:n200 bal_acc=0.673 auroc=0.780
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=svm:linear_c1 bal_acc=0.694 auroc=0.802
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=20 model=svm:rbf_c1 bal_acc=0.694 auroc=0.784
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=lr:c1 bal_acc=0.761 auroc=0.814
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=dt:depth20 bal_acc=0.667 auroc=0.667
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=rf:n200 bal_acc=0.645 auroc=0.827
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=svm:linear_c1 bal_acc=0.733 auroc=0.796
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=50 model=svm:rbf_c1 bal_acc=0.695 auroc=0.763
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=lr:c1 bal_acc=0.771 auroc=0.862
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=dt:depth20 bal_acc=0.657 auroc=0.657
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=rf:n200 bal_acc=0.712 auroc=0.911
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=svm:linear_c1 bal_acc=0.761 auroc=0.872
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=100 model=svm:rbf_c1 bal_acc=0.714 auroc=0.834
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=all model=lr:c1 bal_acc=0.772 auroc=0.891
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=all model=dt:depth20 bal_acc=0.781 auroc=0.781
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=all model=rf:n200 bal_acc=0.750 auroc=0.914
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=all model=svm:linear_c1 bal_acc=0.801 auroc=0.922
language_zh_all_rich: subset=text_plus_pause_plus_acoustic top_k=all model=svm:rbf_c1 bal_acc=0.686 auroc=0.863
Running language_el_all_rich: rows=215 groups=142 classes={1.0: 132, 0.0: 83}
language_el_all_rich: train rows/groups=173/113 test rows/groups=42/29
language_el_all_rich: subset=all_universal top_k=5 model=lr:c1 bal_acc=0.821 auroc=0.852
language_el_all_rich: subset=all_universal top_k=5 model=dt:depth20 bal_acc=0.625 auroc=0.625
language_el_all_rich: subset=all_universal top_k=5 model=rf:n200 bal_acc=0.589 auroc=0.798
language_el_all_rich: subset=all_universal top_k=5 model=svm:linear_c1 bal_acc=0.786 auroc=0.872
language_el_all_rich: subset=all_universal top_k=5 model=svm:rbf_c1 bal_acc=0.696 auroc=0.862
language_el_all_rich: subset=all_universal top_k=10 model=lr:c1 bal_acc=0.750 auroc=0.837
language_el_all_rich: subset=all_universal top_k=10 model=dt:depth20 bal_acc=0.643 auroc=0.643
language_el_all_rich: subset=all_universal top_k=10 model=rf:n200 bal_acc=0.732 auroc=0.838
language_el_all_rich: subset=all_universal top_k=10 model=svm:linear_c1 bal_acc=0.750 auroc=0.837
language_el_all_rich: subset=all_universal top_k=10 model=svm:rbf_c1 bal_acc=0.804 auroc=0.865
language_el_all_rich: subset=all_universal top_k=20 model=lr:c1 bal_acc=0.714 auroc=0.829
language_el_all_rich: subset=all_universal top_k=20 model=dt:depth20 bal_acc=0.679 auroc=0.679
language_el_all_rich: subset=all_universal top_k=20 model=rf:n200 bal_acc=0.732 auroc=0.876
language_el_all_rich: subset=all_universal top_k=20 model=svm:linear_c1 bal_acc=0.696 auroc=0.816
language_el_all_rich: subset=all_universal top_k=20 model=svm:rbf_c1 bal_acc=0.750 auroc=0.906
language_el_all_rich: subset=all_universal top_k=50 model=lr:c1 bal_acc=0.786 auroc=0.829
language_el_all_rich: subset=all_universal top_k=50 model=dt:depth20 bal_acc=0.589 auroc=0.589
language_el_all_rich: subset=all_universal top_k=50 model=rf:n200 bal_acc=0.750 auroc=0.888
language_el_all_rich: subset=all_universal top_k=50 model=svm:linear_c1 bal_acc=0.750 auroc=0.796
language_el_all_rich: subset=all_universal top_k=50 model=svm:rbf_c1 bal_acc=0.786 auroc=0.872
language_el_all_rich: subset=all_universal top_k=100 model=lr:c1 bal_acc=0.839 auroc=0.885
language_el_all_rich: subset=all_universal top_k=100 model=dt:depth20 bal_acc=0.786 auroc=0.786
language_el_all_rich: subset=all_universal top_k=100 model=rf:n200 bal_acc=0.786 auroc=0.886
language_el_all_rich: subset=all_universal top_k=100 model=svm:linear_c1 bal_acc=0.839 auroc=0.830
language_el_all_rich: subset=all_universal top_k=100 model=svm:rbf_c1 bal_acc=0.768 auroc=0.821
language_el_all_rich: subset=all_universal top_k=all model=lr:c1 bal_acc=0.750 auroc=0.855
language_el_all_rich: subset=all_universal top_k=all model=dt:depth20 bal_acc=0.696 auroc=0.696
language_el_all_rich: subset=all_universal top_k=all model=rf:n200 bal_acc=0.804 auroc=0.906
language_el_all_rich: subset=all_universal top_k=all model=svm:linear_c1 bal_acc=0.732 auroc=0.860
language_el_all_rich: subset=all_universal top_k=all model=svm:rbf_c1 bal_acc=0.714 auroc=0.834
language_el_all_rich: subset=text_only top_k=5 model=lr:c1 bal_acc=0.536 auroc=0.592
language_el_all_rich: subset=text_only top_k=5 model=dt:depth20 bal_acc=0.536 auroc=0.536
language_el_all_rich: subset=text_only top_k=5 model=rf:n200 bal_acc=0.589 auroc=0.517
language_el_all_rich: subset=text_only top_k=5 model=svm:linear_c1 bal_acc=0.536 auroc=0.587
language_el_all_rich: subset=text_only top_k=5 model=svm:rbf_c1 bal_acc=0.518 auroc=0.472
language_el_all_rich: subset=text_only top_k=10 model=lr:c1 bal_acc=0.643 auroc=0.651
language_el_all_rich: subset=text_only top_k=10 model=dt:depth20 bal_acc=0.446 auroc=0.446
language_el_all_rich: subset=text_only top_k=10 model=rf:n200 bal_acc=0.464 auroc=0.580
language_el_all_rich: subset=text_only top_k=10 model=svm:linear_c1 bal_acc=0.679 auroc=0.638
language_el_all_rich: subset=text_only top_k=10 model=svm:rbf_c1 bal_acc=0.571 auroc=0.564
language_el_all_rich: subset=text_only top_k=20 model=lr:c1 bal_acc=0.589 auroc=0.645
language_el_all_rich: subset=text_only top_k=20 model=dt:depth20 bal_acc=0.464 auroc=0.464
language_el_all_rich: subset=text_only top_k=20 model=rf:n200 bal_acc=0.500 auroc=0.596
language_el_all_rich: subset=text_only top_k=20 model=svm:linear_c1 bal_acc=0.589 auroc=0.645
language_el_all_rich: subset=text_only top_k=20 model=svm:rbf_c1 bal_acc=0.536 auroc=0.569
language_el_all_rich: subset=text_only top_k=50 model=lr:c1 bal_acc=0.625 auroc=0.684
language_el_all_rich: subset=text_only top_k=50 model=dt:depth20 bal_acc=0.536 auroc=0.536
language_el_all_rich: subset=text_only top_k=50 model=rf:n200 bal_acc=0.679 auroc=0.607
language_el_all_rich: subset=text_only top_k=50 model=svm:linear_c1 bal_acc=0.571 auroc=0.645
language_el_all_rich: subset=text_only top_k=50 model=svm:rbf_c1 bal_acc=0.518 auroc=0.561
language_el_all_rich: subset=text_only top_k=100 model=lr:c1 bal_acc=0.607 auroc=0.651
language_el_all_rich: subset=text_only top_k=100 model=dt:depth20 bal_acc=0.643 auroc=0.643
language_el_all_rich: subset=text_only top_k=100 model=rf:n200 bal_acc=0.607 auroc=0.606
language_el_all_rich: subset=text_only top_k=100 model=svm:linear_c1 bal_acc=0.589 auroc=0.638
language_el_all_rich: subset=text_only top_k=100 model=svm:rbf_c1 bal_acc=0.554 auroc=0.536
language_el_all_rich: subset=text_only top_k=all model=lr:c1 bal_acc=0.607 auroc=0.651
language_el_all_rich: subset=text_only top_k=all model=dt:depth20 bal_acc=0.607 auroc=0.607
language_el_all_rich: subset=text_only top_k=all model=rf:n200 bal_acc=0.571 auroc=0.610
language_el_all_rich: subset=text_only top_k=all model=svm:linear_c1 bal_acc=0.589 auroc=0.638
language_el_all_rich: subset=text_only top_k=all model=svm:rbf_c1 bal_acc=0.554 auroc=0.536
language_el_all_rich: subset=pause_only top_k=5 model=lr:c1 bal_acc=0.536 auroc=0.587
language_el_all_rich: subset=pause_only top_k=5 model=dt:depth20 bal_acc=0.554 auroc=0.554
language_el_all_rich: subset=pause_only top_k=5 model=rf:n200 bal_acc=0.571 auroc=0.506
language_el_all_rich: subset=pause_only top_k=5 model=svm:linear_c1 bal_acc=0.661 auroc=0.390
language_el_all_rich: subset=pause_only top_k=5 model=svm:rbf_c1 bal_acc=0.589 auroc=0.398
language_el_all_rich: subset=pause_only top_k=10 model=lr:c1 bal_acc=0.679 auroc=0.727
language_el_all_rich: subset=pause_only top_k=10 model=dt:depth20 bal_acc=0.554 auroc=0.542
language_el_all_rich: subset=pause_only top_k=10 model=rf:n200 bal_acc=0.554 auroc=0.522
language_el_all_rich: subset=pause_only top_k=10 model=svm:linear_c1 bal_acc=0.661 auroc=0.283
language_el_all_rich: subset=pause_only top_k=10 model=svm:rbf_c1 bal_acc=0.625 auroc=0.383
language_el_all_rich: subset=pause_only top_k=20 model=lr:c1 bal_acc=0.714 auroc=0.768
language_el_all_rich: subset=pause_only top_k=20 model=dt:depth20 bal_acc=0.661 auroc=0.661
language_el_all_rich: subset=pause_only top_k=20 model=rf:n200 bal_acc=0.661 auroc=0.735
language_el_all_rich: subset=pause_only top_k=20 model=svm:linear_c1 bal_acc=0.661 auroc=0.194
language_el_all_rich: subset=pause_only top_k=20 model=svm:rbf_c1 bal_acc=0.679 auroc=0.212
language_el_all_rich: subset=pause_only top_k=50 model=lr:c1 bal_acc=0.750 auroc=0.801
language_el_all_rich: subset=pause_only top_k=50 model=dt:depth20 bal_acc=0.661 auroc=0.661
language_el_all_rich: subset=pause_only top_k=50 model=rf:n200 bal_acc=0.625 auroc=0.751
language_el_all_rich: subset=pause_only top_k=50 model=svm:linear_c1 bal_acc=0.714 auroc=0.793
language_el_all_rich: subset=pause_only top_k=50 model=svm:rbf_c1 bal_acc=0.732 auroc=0.819
language_el_all_rich: subset=pause_only top_k=100 model=lr:c1 bal_acc=0.750 auroc=0.801
language_el_all_rich: subset=pause_only top_k=100 model=dt:depth20 bal_acc=0.661 auroc=0.661
language_el_all_rich: subset=pause_only top_k=100 model=rf:n200 bal_acc=0.625 auroc=0.751
language_el_all_rich: subset=pause_only top_k=100 model=svm:linear_c1 bal_acc=0.714 auroc=0.793
language_el_all_rich: subset=pause_only top_k=100 model=svm:rbf_c1 bal_acc=0.732 auroc=0.819
language_el_all_rich: subset=pause_only top_k=all model=lr:c1 bal_acc=0.750 auroc=0.801
language_el_all_rich: subset=pause_only top_k=all model=dt:depth20 bal_acc=0.625 auroc=0.625
language_el_all_rich: subset=pause_only top_k=all model=rf:n200 bal_acc=0.679 auroc=0.744
