run_name,subset,top_k,num_features,model_family,model_variant,balanced_accuracy,macro_f1,sensitivity,specificity,precision,auroc,auprc
language_en_all_rich,text_plus_pause_plus_acoustic,100,100,dt,depth20,0.6892924767930542,0.6882031501125041,0.5338983050847458,0.8446866485013624,0.525,0.6887036438368817,0.3918208652744736
language_en_all_rich,text_plus_pause,50,50,dt,depth20,0.6862674918025216,0.6884052892253061,0.5169491525423728,0.8555858310626703,0.5350877192982456,0.6857479333117813,0.3923608223395784
language_en_all_rich,text_only,50,50,dt,depth20,0.6823303930171338,0.6807548552163885,0.5254237288135594,0.8392370572207084,0.512396694214876,0.6852399205652796,0.39461661783323054
language_en_all_rich,text_plus_pause_plus_acoustic,50,50,dt,depth20,0.681268184547176,0.67496202305424,0.5423728813559322,0.8201634877384196,0.49230769230769234,0.6857017503348266,0.3912745965628223
language_en_all_rich,text_only,all,62,dt,depth20,0.6809679951969705,0.6788812785388127,0.5254237288135594,0.8365122615803815,0.5081967213114754,0.68027525054265,0.380381399195383
language_en_all_rich,all_universal,10,10,svm,rbf_c1,0.679005218676396,0.6846234153616704,0.4915254237288136,0.8664850136239782,0.5420560747663551,0.7603334410936129,0.6302428944407472
language_en_all_rich,text_only,10,10,svm,rbf_c1,0.679005218676396,0.6846234153616704,0.4915254237288136,0.8664850136239782,0.5420560747663551,0.7603334410936129,0.6302428944407472
language_en_all_rich,text_plus_pause,10,10,svm,rbf_c1,0.679005218676396,0.6846234153616704,0.4915254237288136,0.8664850136239782,0.5420560747663551,0.7603334410936129,0.6302428944407472
language_en_all_rich,text_plus_pause_plus_graph,10,10,svm,rbf_c1,0.679005218676396,0.6846234153616704,0.4915254237288136,0.8664850136239782,0.5420560747663551,0.7603334410936129,0.6302428944407472
language_en_all_rich,text_plus_pause_plus_acoustic,10,10,svm,rbf_c1,0.679005218676396,0.6846234153616704,0.4915254237288136,0.8664850136239782,0.5420560747663551,0.7603334410936129,0.6302428944407472
language_en_all_rich,all_universal,10,10,rf,n200,0.6779545559506766,0.6974343483428662,0.4322033898305085,0.9237057220708447,0.6455696202531646,0.7681383641989564,0.6387741448307488
language_en_all_rich,text_only,10,10,rf,n200,0.6779545559506766,0.6974343483428662,0.4322033898305085,0.9237057220708447,0.6455696202531646,0.7681383641989564,0.6387741448307488
language_en_all_rich,text_plus_pause,10,10,rf,n200,0.6779545559506766,0.6974343483428662,0.4322033898305085,0.9237057220708447,0.6455696202531646,0.7681383641989564,0.6387741448307488
language_en_all_rich,text_plus_pause_plus_graph,10,10,rf,n200,0.6779545559506766,0.6974343483428662,0.4322033898305085,0.9237057220708447,0.6455696202531646,0.7681383641989564,0.6387741448307488
language_en_all_rich,text_plus_pause_plus_acoustic,10,10,rf,n200,0.6779545559506766,0.6974343483428662,0.4322033898305085,0.9237057220708447,0.6455696202531646,0.7681383641989564,0.6387741448307488
language_en_all_rich,all_universal,100,100,dt,depth20,0.6747679305408026,0.6807377441593259,0.4830508474576271,0.8664850136239782,0.5377358490566038,0.6774003602272203,0.3957133753379038
language_en_all_rich,all_universal,20,20,svm,linear_c1,0.6731053433704337,0.6824070844119681,0.4661016949152542,0.8801089918256131,0.5555555555555556,0.7713480810973076,0.5953388465667443
language_en_all_rich,text_only,20,20,svm,linear_c1,0.6731053433704337,0.6824070844119681,0.4661016949152542,0.8801089918256131,0.5555555555555556,0.7713480810973076,0.5953388465667443
language_en_all_rich,text_plus_pause,20,20,svm,linear_c1,0.6731053433704337,0.6824070844119681,0.4661016949152542,0.8801089918256131,0.5555555555555556,0.7713480810973076,0.5953388465667443
language_en_all_rich,text_plus_pause_plus_graph,20,20,svm,linear_c1,0.6731053433704337,0.6824070844119681,0.4661016949152542,0.8801089918256131,0.5555555555555556,0.7713480810973076,0.5953388465667443
language_en_all_rich,text_plus_pause_plus_acoustic,20,20,svm,linear_c1,0.6731053433704337,0.6824070844119681,0.4661016949152542,0.8801089918256131,0.5555555555555556,0.7713480810973076,0.5953388465667443
language_en_all_rich,all_universal,5,5,svm,rbf_c1,0.6684177712095322,0.683420365535248,0.4322033898305085,0.9046321525885559,0.5930232558139535,0.7333625825520712,0.556868057571397
language_en_all_rich,text_only,5,5,svm,rbf_c1,0.6684177712095322,0.683420365535248,0.4322033898305085,0.9046321525885559,0.5930232558139535,0.7333625825520712,0.556868057571397
language_en_all_rich,text_plus_pause,5,5,svm,rbf_c1,0.6684177712095322,0.683420365535248,0.4322033898305085,0.9046321525885559,0.5930232558139535,0.7333625825520712,0.556868057571397
language_en_all_rich,text_plus_pause_plus_graph,5,5,svm,rbf_c1,0.6684177712095322,0.683420365535248,0.4322033898305085,0.9046321525885559,0.5930232558139535,0.7333625825520712,0.556868057571397
language_en_all_rich,text_plus_pause_plus_acoustic,5,5,svm,rbf_c1,0.6684177712095322,0.683420365535248,0.4322033898305085,0.9046321525885559,0.5930232558139535,0.7333625825520712,0.556868057571397
